game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2019-12-19,201912190ATL,UTA,Rudy Gobert,https://www.basketball-reference.com/boxscores/201912190ATL.html,37.08,5,9,.556,0,0,10,19,.526,4,9,13,1,0,3,3,2,20,16.6,+16,
2019-12-19,201912190ATL,UTA,Bojan Bogdanović,https://www.basketball-reference.com/boxscores/201912190ATL.html,37.08,6,16,.375,1,6,6,7,.857,1,8,9,2,0,0,4,1,19,9.9,+16,.167
2019-12-19,201912190ATL,UTA,Joe Ingles,https://www.basketball-reference.com/boxscores/201912190ATL.html,36.35,5,10,.500,2,5,2,2,1.000,4,3,7,5,2,0,3,4,14,13.6,+8,.400
2019-12-19,201912190ATL,UTA,Donovan Mitchell,https://www.basketball-reference.com/boxscores/201912190ATL.html,36.12,12,22,.545,1,6,5,5,1.000,1,4,5,5,1,0,4,3,30,20.6,0,.167
2019-12-19,201912190ATL,UTA,Royce O'Neale,https://www.basketball-reference.com/boxscores/201912190ATL.html,29.38,2,4,.500,0,1,1,1,1.000,0,7,7,2,3,1,1,4,5,7.6,+15,.000
2019-12-19,201912190ATL,UTA,Emmanuel Mudiay,https://www.basketball-reference.com/boxscores/201912190ATL.html,18.9,3,9,.333,2,4,2,2,1.000,1,3,4,1,0,1,0,0,10,7.9,+4,.500
2019-12-19,201912190ATL,UTA,Georges Niang,https://www.basketball-reference.com/boxscores/201912190ATL.html,18.3,3,5,.600,0,1,0,0,,0,2,2,0,1,0,2,2,6,2.5,-12,.000
2019-12-19,201912190ATL,UTA,Jeff Green,https://www.basketball-reference.com/boxscores/201912190ATL.html,15.87,3,7,.429,0,1,1,2,.500,1,2,3,1,0,0,0,0,7,4.9,-11,.000
2019-12-19,201912190ATL,UTA,Ed Davis,https://www.basketball-reference.com/boxscores/201912190ATL.html,10.92,0,1,.000,0,0,0,0,,1,2,3,1,1,1,1,1,0,1.6,-11,
2019-12-19,201912190ATL,ATL,Trae Young,https://www.basketball-reference.com/boxscores/201912190ATL.html,40.93,9,28,.321,3,11,9,11,.818,1,4,5,8,1,0,2,2,30,18.9,-6,.273
2019-12-19,201912190ATL,ATL,Cam Reddish,https://www.basketball-reference.com/boxscores/201912190ATL.html,34.68,4,10,.400,2,4,4,4,1.000,0,4,4,1,3,0,3,1,14,10.1,+1,.500
2019-12-19,201912190ATL,ATL,Kevin Huerter,https://www.basketball-reference.com/boxscores/201912190ATL.html,32.03,6,13,.462,3,7,2,2,1.000,0,4,4,2,1,0,2,4,17,10.3,-5,.429
2019-12-19,201912190ATL,ATL,De'Andre Hunter,https://www.basketball-reference.com/boxscores/201912190ATL.html,23.02,2,6,.333,1,1,0,0,,0,2,2,0,0,0,1,4,5,-0.4,-10,1.000
2019-12-19,201912190ATL,ATL,Bruno Fernando,https://www.basketball-reference.com/boxscores/201912190ATL.html,17.17,2,5,.400,0,1,0,0,,2,4,6,1,0,0,3,4,4,0.0,-4,.000
2019-12-19,201912190ATL,ATL,Jabari Parker,https://www.basketball-reference.com/boxscores/201912190ATL.html,23.97,10,16,.625,1,3,2,2,1.000,2,7,9,5,1,0,2,3,23,20.6,+1,.333
2019-12-19,201912190ATL,ATL,Allen Crabbe,https://www.basketball-reference.com/boxscores/201912190ATL.html,23.15,1,3,.333,1,2,0,0,,1,2,3,1,0,0,0,0,3,3.3,0,.500
2019-12-19,201912190ATL,ATL,DeAndre' Bembry,https://www.basketball-reference.com/boxscores/201912190ATL.html,20.18,2,5,.400,0,0,0,0,,0,2,2,3,1,1,0,2,4,4.9,+6,
2019-12-19,201912190ATL,ATL,Alex Len,https://www.basketball-reference.com/boxscores/201912190ATL.html,16.78,2,2,1.000,0,0,0,0,,0,4,4,3,1,0,3,6,4,2.3,-7,
2019-12-19,201912190ATL,ATL,Evan Turner,https://www.basketball-reference.com/boxscores/201912190ATL.html,8.08,1,2,.500,0,0,0,0,,0,1,1,0,0,0,0,1,2,0.9,-1,
