game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2025-05-04,202505040CLE,IND,https://www.basketball-reference.com/boxscores/202505040CLE.html,98.1,0.645,15.9,18.9,0.169,123.3
2025-05-04,202505040CLE,CLE,https://www.basketball-reference.com/boxscores/202505040CLE.html,98.1,0.505,7.0,26.5,0.133,114.1
