game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct,ft_pct
2025-01-04,202501040CHI,NYK,Q1,Josh Hart,https://www.basketball-reference.com/boxscores/202501040CHI.html,8.4,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3.0,+4,,,
2025-01-04,202501040CHI,NYK,Q1,Karl-Anthony Towns,https://www.basketball-reference.com/boxscores/202501040CHI.html,7.63,2,6,0,1,1,2,2,2,4,1,1,0,0,1,5,4.5,-1,.333,.000,.500
2025-01-04,202501040CHI,NYK,Q1,Mikal Bridges,https://www.basketball-reference.com/boxscores/202501040CHI.html,12.0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,6,3.7,+4,.500,,
2025-01-04,202501040CHI,NYK,Q1,Jalen Brunson,https://www.basketball-reference.com/boxscores/202501040CHI.html,12.0,3,6,1,3,5,5,0,1,1,4,2,0,1,0,12,13.1,+4,.500,.333,1.000
2025-01-04,202501040CHI,NYK,Q1,OG Anunoby,https://www.basketball-reference.com/boxscores/202501040CHI.html,11.43,3,5,2,3,0,0,1,1,2,0,0,0,0,0,8,6.7,+7,.600,.667,
2025-01-04,202501040CHI,NYK,Q1,Precious Achiuwa,https://www.basketball-reference.com/boxscores/202501040CHI.html,4.93,1,1,0,0,0,0,1,2,3,0,1,0,1,0,2,3.0,+2,1.000,,
2025-01-04,202501040CHI,NYK,Q1,Landry Shamet,https://www.basketball-reference.com/boxscores/202501040CHI.html,3.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,0,.000,,
2025-01-04,202501040CHI,NYK,Q2,Josh Hart,https://www.basketball-reference.com/boxscores/202501040CHI.html,9.55,0,2,0,2,0,0,1,2,3,2,0,0,2,1,0,-1.1,+4,.000,.000,
2025-01-04,202501040CHI,NYK,Q2,Karl-Anthony Towns,https://www.basketball-reference.com/boxscores/202501040CHI.html,12.0,3,4,2,3,4,4,0,6,6,3,0,0,2,1,12,11.9,+5,.750,.667,1.000
2025-01-04,202501040CHI,NYK,Q2,Mikal Bridges,https://www.basketball-reference.com/boxscores/202501040CHI.html,5.8,3,6,0,2,1,1,0,0,0,0,0,0,0,1,7,3.6,+2,.500,.000,1.000
2025-01-04,202501040CHI,NYK,Q2,Jalen Brunson,https://www.basketball-reference.com/boxscores/202501040CHI.html,5.05,5,6,0,1,4,4,1,0,1,1,0,0,0,0,14,13.2,+5,.833,.000,1.000
2025-01-04,202501040CHI,NYK,Q2,OG Anunoby,https://www.basketball-reference.com/boxscores/202501040CHI.html,8.07,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,-1.4,+5,.000,.000,
2025-01-04,202501040CHI,NYK,Q2,Precious Achiuwa,https://www.basketball-reference.com/boxscores/202501040CHI.html,10.13,0,0,0,0,1,2,1,1,2,0,0,0,0,1,1,1.2,+3,,,.500
