game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2023-12-18,202312180CLE,HOU,https://www.basketball-reference.com/boxscores/202312180CLE.html,34,25,39,24,8,130
2023-12-18,202312180CLE,CLE,https://www.basketball-reference.com/boxscores/202312180CLE.html,33,24,42,23,13,135
