game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2024-04-07,202404070LAL,MIN,Rudy Gobert,https://www.basketball-reference.com/boxscores/202404070LAL.html,36.85,9,13,.692,0,0,0,0,8,8,16,3,2,1,3,2,18,21.5,+8,,
2024-04-07,202404070LAL,MIN,Naz Reid,https://www.basketball-reference.com/boxscores/202404070LAL.html,35.42,12,16,.750,6,8,1,3,1,10,11,1,2,1,1,5,31,27.9,+11,.750,.333
2024-04-07,202404070LAL,MIN,Anthony Edwards,https://www.basketball-reference.com/boxscores/202404070LAL.html,34.73,9,20,.450,3,8,5,5,0,1,1,8,1,0,1,1,26,21.1,+2,.375,1.000
2024-04-07,202404070LAL,MIN,Jaden McDaniels,https://www.basketball-reference.com/boxscores/202404070LAL.html,29.47,5,9,.556,0,2,1,1,0,3,3,2,0,0,0,2,11,8.2,+4,.000,1.000
2024-04-07,202404070LAL,MIN,Mike Conley,https://www.basketball-reference.com/boxscores/202404070LAL.html,25.8,2,8,.250,1,5,2,2,1,3,4,6,2,0,4,3,7,4.8,+14,.200,1.000
2024-04-07,202404070LAL,MIN,Nickeil Alexander-Walker,https://www.basketball-reference.com/boxscores/202404070LAL.html,24.52,5,9,.556,2,6,3,3,0,2,2,4,0,0,1,1,15,12.7,+11,.333,1.000
2024-04-07,202404070LAL,MIN,Kyle Anderson,https://www.basketball-reference.com/boxscores/202404070LAL.html,18.45,4,11,.364,0,3,0,0,1,2,3,2,3,1,1,0,8,7.3,+11,.000,
2024-04-07,202404070LAL,MIN,Monte Morris,https://www.basketball-reference.com/boxscores/202404070LAL.html,14.37,2,4,.500,1,2,0,0,0,2,2,1,1,0,1,1,5,3.9,+5,.500,
2024-04-07,202404070LAL,MIN,Jordan McLaughlin,https://www.basketball-reference.com/boxscores/202404070LAL.html,13.27,2,3,.667,2,3,0,0,0,2,2,2,1,0,1,3,6,5.5,+8,.667,
2024-04-07,202404070LAL,MIN,Luka Garza,https://www.basketball-reference.com/boxscores/202404070LAL.html,1.78,0,1,.000,0,1,0,0,1,0,1,0,0,0,1,2,0,-1.8,-6,.000,
2024-04-07,202404070LAL,MIN,Leonard Miller,https://www.basketball-reference.com/boxscores/202404070LAL.html,1.78,0,1,.000,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,-6,,
2024-04-07,202404070LAL,MIN,Josh Minott,https://www.basketball-reference.com/boxscores/202404070LAL.html,1.78,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,-6,,
2024-04-07,202404070LAL,MIN,Wendell Moore Jr.,https://www.basketball-reference.com/boxscores/202404070LAL.html,1.78,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,-6,.000,
2024-04-07,202404070LAL,LAL,D'Angelo Russell,https://www.basketball-reference.com/boxscores/202404070LAL.html,38.85,5,19,.263,1,7,4,4,0,7,7,11,1,0,1,0,15,13.5,-3,.143,1.000
2024-04-07,202404070LAL,LAL,Rui Hachimura,https://www.basketball-reference.com/boxscores/202404070LAL.html,36.0,11,17,.647,4,5,4,4,2,4,6,1,0,0,0,3,30,24.6,+1,.800,1.000
2024-04-07,202404070LAL,LAL,Spencer Dinwiddie,https://www.basketball-reference.com/boxscores/202404070LAL.html,35.58,4,7,.571,3,5,7,7,1,4,5,7,0,0,2,2,18,18.7,-2,.600,1.000
2024-04-07,202404070LAL,LAL,Austin Reaves,https://www.basketball-reference.com/boxscores/202404070LAL.html,35.03,4,14,.286,2,8,4,6,0,3,3,2,1,0,4,3,14,3.1,-17,.250,.667
2024-04-07,202404070LAL,LAL,Anthony Davis,https://www.basketball-reference.com/boxscores/202404070LAL.html,12.0,2,6,.333,0,0,0,0,3,1,4,3,2,0,1,2,4,5.3,+4,,
2024-04-07,202404070LAL,LAL,Jaxson Hayes,https://www.basketball-reference.com/boxscores/202404070LAL.html,32.6,8,9,.889,0,0,3,5,2,8,10,0,5,1,3,3,19,20.4,-14,,.600
2024-04-07,202404070LAL,LAL,Taurean Prince,https://www.basketball-reference.com/boxscores/202404070LAL.html,24.8,2,5,.400,0,2,2,2,1,2,3,2,0,1,4,0,6,2.7,-22,.000,1.000
2024-04-07,202404070LAL,LAL,Cam Reddish,https://www.basketball-reference.com/boxscores/202404070LAL.html,13.82,2,4,.500,1,2,0,0,1,1,2,0,0,0,0,1,5,3.6,-14,.500,
2024-04-07,202404070LAL,LAL,Max Christie,https://www.basketball-reference.com/boxscores/202404070LAL.html,5.17,0,1,.000,0,1,2,2,0,1,1,1,0,0,0,0,2,2.3,-1,.000,1.000
2024-04-07,202404070LAL,LAL,Colin Castleton,https://www.basketball-reference.com/boxscores/202404070LAL.html,2.05,1,1,1.000,0,0,2,2,0,0,0,0,0,0,0,0,4,3.7,+6,,1.000
2024-04-07,202404070LAL,LAL,Maxwell Lewis,https://www.basketball-reference.com/boxscores/202404070LAL.html,2.05,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,+6,.000,
2024-04-07,202404070LAL,LAL,Skylar Mays,https://www.basketball-reference.com/boxscores/202404070LAL.html,2.05,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,+6,,
