game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2023-03-05,202303050BOS,NYK,https://www.basketball-reference.com/boxscores/202303050BOS.html,31,23,34,25,8,10,131
2023-03-05,202303050BOS,BOS,https://www.basketball-reference.com/boxscores/202303050BOS.html,34,27,26,26,8,8,129
