game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2023-03-31,202303310MIN,LAL,Q1,Anthony Davis,https://www.basketball-reference.com/boxscores/202303310MIN.html,9.47,2,3,.667,0,0,1,2,.500,2,3,5,0,0,1,1,1,5,4.9,-3,
2023-03-31,202303310MIN,LAL,Q1,D'Angelo Russell,https://www.basketball-reference.com/boxscores/202303310MIN.html,9.47,2,4,.500,1,2,0,0,,0,0,0,4,1,0,2,0,5,4.8,-3,.500
2023-03-31,202303310MIN,LAL,Q1,LeBron James,https://www.basketball-reference.com/boxscores/202303310MIN.html,7.9,1,6,.167,0,1,0,0,,0,0,0,0,0,0,1,0,2,-2.8,-6,.000
2023-03-31,202303310MIN,LAL,Q1,Austin Reaves,https://www.basketball-reference.com/boxscores/202303310MIN.html,5.37,1,1,1.000,0,0,0,0,,0,1,1,1,0,0,0,0,2,2.7,-7,
2023-03-31,202303310MIN,LAL,Q1,Jarred Vanderbilt,https://www.basketball-reference.com/boxscores/202303310MIN.html,7.32,1,1,1.000,0,0,0,0,,1,0,1,1,1,0,0,0,2,4.1,-5,
2023-03-31,202303310MIN,LAL,Q1,Dennis Schröder,https://www.basketball-reference.com/boxscores/202303310MIN.html,2.53,1,1,1.000,0,0,0,0,,0,0,0,0,0,0,0,0,2,1.7,+1,
2023-03-31,202303310MIN,LAL,Q1,Rui Hachimura,https://www.basketball-reference.com/boxscores/202303310MIN.html,4.68,0,1,.000,0,1,0,0,,0,0,0,0,0,1,0,0,0,0.0,+3,.000
2023-03-31,202303310MIN,LAL,Q1,Wenyen Gabriel,https://www.basketball-reference.com/boxscores/202303310MIN.html,2.53,0,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0.7,+1,
2023-03-31,202303310MIN,LAL,Q1,Malik Beasley,https://www.basketball-reference.com/boxscores/202303310MIN.html,6.63,3,4,.750,3,3,0,0,,0,3,3,0,0,0,1,1,9,6.9,+5,1.000
2023-03-31,202303310MIN,LAL,Q1,Troy Brown Jr.,https://www.basketball-reference.com/boxscores/202303310MIN.html,4.1,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,+4,
2023-03-31,202303310MIN,LAL,Q2,Anthony Davis,https://www.basketball-reference.com/boxscores/202303310MIN.html,8.37,3,8,.375,0,1,2,2,1.000,2,0,2,0,1,0,0,1,8,5.6,-12,.000
2023-03-31,202303310MIN,LAL,Q2,D'Angelo Russell,https://www.basketball-reference.com/boxscores/202303310MIN.html,7.6,1,3,.333,0,0,0,0,,0,0,0,0,0,0,0,1,2,-0.1,-14,
2023-03-31,202303310MIN,LAL,Q2,LeBron James,https://www.basketball-reference.com/boxscores/202303310MIN.html,7.25,2,6,.333,0,1,1,1,1.000,0,0,0,1,0,0,0,0,5,2.3,-2,.000
2023-03-31,202303310MIN,LAL,Q2,Austin Reaves,https://www.basketball-reference.com/boxscores/202303310MIN.html,6.92,2,6,.333,1,1,0,0,,2,0,2,0,0,0,1,0,5,2.0,+1,1.000
2023-03-31,202303310MIN,LAL,Q2,Jarred Vanderbilt,https://www.basketball-reference.com/boxscores/202303310MIN.html,8.75,2,3,.667,1,1,0,0,,1,3,4,1,0,0,0,0,5,6.0,-5,1.000
