game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2023-01-04,202301040GSW,DET,https://www.basketball-reference.com/boxscores/202301040GSW.html,97.3,0.576,8.9,26.2,0.174,125.3
2023-01-04,202301040GSW,GSW,https://www.basketball-reference.com/boxscores/202301040GSW.html,97.3,0.603,13.0,23.1,0.161,122.3
