game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2025-04-01,202504010CHI,TOR,https://www.basketball-reference.com/boxscores/202504010CHI.html,32,25,22,39,118
2025-04-01,202504010CHI,CHI,https://www.basketball-reference.com/boxscores/202504010CHI.html,39,31,32,35,137
