game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2023-04-26,202304260MIL,MIA,https://www.basketball-reference.com/boxscores/202304260MIL.html,36,27,23,32,10,128
2023-04-26,202304260MIL,MIL,https://www.basketball-reference.com/boxscores/202304260MIL.html,33,36,33,16,8,126
