game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2024-12-16,202412160DET,MIA,https://www.basketball-reference.com/boxscores/202412160DET.html,32,27,22,33,10,124
2024-12-16,202412160DET,DET,https://www.basketball-reference.com/boxscores/202412160DET.html,33,30,34,17,11,125
