game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct,fg3_pct
2021-02-05,202102050ORL,CHI,Q1,Zach LaVine,https://www.basketball-reference.com/boxscores/202102050ORL.html,12.0,1,2,.500,0,0,0,0,0,2,2,2,0,0,0,0,2,3.0,-2,,
2021-02-05,202102050ORL,CHI,Q1,Patrick Williams,https://www.basketball-reference.com/boxscores/202102050ORL.html,12.0,3,4,.750,0,0,3,3,0,1,1,1,0,0,0,0,9,8.4,-2,1.000,
2021-02-05,202102050ORL,CHI,Q1,Coby White,https://www.basketball-reference.com/boxscores/202102050ORL.html,5.88,1,2,.500,0,0,0,0,0,0,0,1,0,0,1,0,2,0.7,-6,,
2021-02-05,202102050ORL,CHI,Q1,Lauri Markkanen,https://www.basketball-reference.com/boxscores/202102050ORL.html,7.18,3,4,.750,1,2,1,1,0,1,1,0,0,0,1,1,8,5.3,-8,1.000,.500
2021-02-05,202102050ORL,CHI,Q1,Daniel Gafford,https://www.basketball-reference.com/boxscores/202102050ORL.html,3.67,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,-14,,
2021-02-05,202102050ORL,CHI,Q1,Thaddeus Young,https://www.basketball-reference.com/boxscores/202102050ORL.html,8.33,3,3,1.000,0,0,0,0,0,1,1,0,1,0,1,1,6,5.0,+12,,
2021-02-05,202102050ORL,CHI,Q1,Garrett Temple,https://www.basketball-reference.com/boxscores/202102050ORL.html,4.82,0,1,.000,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,+6,,
2021-02-05,202102050ORL,CHI,Q1,Tomáš Satoranský,https://www.basketball-reference.com/boxscores/202102050ORL.html,6.12,1,1,1.000,0,0,2,2,0,1,1,2,0,0,1,0,4,4.4,+4,1.000,
2021-02-05,202102050ORL,CHI,Q2,Zach LaVine,https://www.basketball-reference.com/boxscores/202102050ORL.html,7.58,0,2,.000,0,1,0,0,0,0,0,4,0,0,1,1,0,0.0,-9,,.000
2021-02-05,202102050ORL,CHI,Q2,Patrick Williams,https://www.basketball-reference.com/boxscores/202102050ORL.html,2.32,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.1,-10,,.000
2021-02-05,202102050ORL,CHI,Q2,Coby White,https://www.basketball-reference.com/boxscores/202102050ORL.html,12.0,4,6,.667,3,5,0,0,0,0,0,1,0,0,0,1,11,8.7,-8,,.600
2021-02-05,202102050ORL,CHI,Q2,Lauri Markkanen,https://www.basketball-reference.com/boxscores/202102050ORL.html,8.47,1,4,.250,1,3,0,0,0,4,4,0,0,0,0,1,3,1.4,-7,,.333
2021-02-05,202102050ORL,CHI,Q2,Thaddeus Young,https://www.basketball-reference.com/boxscores/202102050ORL.html,7.05,2,3,.667,0,0,0,0,1,1,2,1,0,0,0,1,4,4.0,-12,,
2021-02-05,202102050ORL,CHI,Q2,Garrett Temple,https://www.basketball-reference.com/boxscores/202102050ORL.html,7.25,1,4,.250,0,1,0,0,1,0,1,1,0,0,1,0,2,0.0,-5,,.000
2021-02-05,202102050ORL,CHI,Q2,Tomáš Satoranský,https://www.basketball-reference.com/boxscores/202102050ORL.html,6.85,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.1,+8,,
2021-02-05,202102050ORL,CHI,Q2,Denzel Valentine,https://www.basketball-reference.com/boxscores/202102050ORL.html,8.48,2,5,.400,1,3,0,0,0,2,2,1,1,0,0,1,5,4.2,+3,,.333
2021-02-05,202102050ORL,CHI,Q3,Zach LaVine,https://www.basketball-reference.com/boxscores/202102050ORL.html,5.7,0,3,.000,0,0,0,0,0,2,2,1,0,0,0,0,0,-0.8,-1,,
2021-02-05,202102050ORL,CHI,Q3,Patrick Williams,https://www.basketball-reference.com/boxscores/202102050ORL.html,9.87,3,3,1.000,0,0,1,1,0,2,2,0,1,1,1,1,7,7.0,-2,1.000,
2021-02-05,202102050ORL,CHI,Q3,Coby White,https://www.basketball-reference.com/boxscores/202102050ORL.html,9.87,0,5,.000,0,1,0,0,0,0,0,1,0,0,0,1,0,-3.2,-2,,.000
2021-02-05,202102050ORL,CHI,Q3,Lauri Markkanen,https://www.basketball-reference.com/boxscores/202102050ORL.html,1.5,1,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7,-1,,
