game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2024-04-27,202404270ORL,CLE,https://www.basketball-reference.com/boxscores/202404270ORL.html,93.7,0.5,15.6,5.4,0.236,94.9
2024-04-27,202404270ORL,ORL,https://www.basketball-reference.com/boxscores/202404270ORL.html,93.7,0.636,17.4,22.9,0.182,119.5
