game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2023-11-18,202311180CHO,NYK,https://www.basketball-reference.com/boxscores/202311180CHO.html,96.1,0.593,10.8,28.9,0.154,127.0
2023-11-18,202311180CHO,CHO,https://www.basketball-reference.com/boxscores/202311180CHO.html,96.1,0.591,12.9,10.5,0.134,112.4
