game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2022-11-09,202211090SAS,MEM,https://www.basketball-reference.com/boxscores/202211090SAS.html,38,28,23,23,12,124
2022-11-09,202211090SAS,SAS,https://www.basketball-reference.com/boxscores/202211090SAS.html,32,27,35,18,10,122
