game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2020-02-13,202002130BOS,LAC,https://www.basketball-reference.com/boxscores/202002130BOS.html,32,26,29,27,13,6,133
2020-02-13,202002130BOS,BOS,https://www.basketball-reference.com/boxscores/202002130BOS.html,30,30,31,23,13,14,141
