game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2019-11-08,201911080MIN,GSW,Glenn Robinson III,https://www.basketball-reference.com/boxscores/201911080MIN.html,41.72,3,7,.429,0,0,0,0,3,4,7,2,2,0,2,4,6,5.4,-7,,
2019-11-08,201911080MIN,GSW,D'Angelo Russell,https://www.basketball-reference.com/boxscores/201911080MIN.html,40.08,19,37,.514,7,17,7,8,0,9,9,5,3,2,3,0,52,40.9,-2,.412,.875
2019-11-08,201911080MIN,GSW,Eric Paschall,https://www.basketball-reference.com/boxscores/201911080MIN.html,33.93,3,10,.300,0,1,6,6,0,1,1,1,0,0,3,6,12,1.8,-9,.000,1.000
2019-11-08,201911080MIN,GSW,Jordan Poole,https://www.basketball-reference.com/boxscores/201911080MIN.html,25.13,3,10,.300,1,6,2,2,0,1,1,0,2,1,2,1,9,3.8,-4,.167,1.000
2019-11-08,201911080MIN,GSW,Willie Cauley-Stein,https://www.basketball-reference.com/boxscores/201911080MIN.html,24.85,2,5,.400,0,0,0,0,2,6,8,0,1,3,2,2,4,4.8,-4,,
2019-11-08,201911080MIN,GSW,Alec Burks,https://www.basketball-reference.com/boxscores/201911080MIN.html,31.75,5,10,.500,2,6,6,6,2,7,9,1,0,2,3,3,18,14.4,-2,.333,1.000
2019-11-08,201911080MIN,GSW,Damion Lee,https://www.basketball-reference.com/boxscores/201911080MIN.html,26.98,1,8,.125,0,3,0,0,1,1,2,3,3,0,1,3,2,0.7,+1,.000,
2019-11-08,201911080MIN,GSW,Omari Spellman,https://www.basketball-reference.com/boxscores/201911080MIN.html,15.15,2,8,.250,0,2,2,2,4,1,5,3,0,1,2,2,6,4.3,+1,.000,1.000
2019-11-08,201911080MIN,GSW,Marquese Chriss,https://www.basketball-reference.com/boxscores/201911080MIN.html,12.97,4,6,.667,0,0,0,0,1,2,3,2,1,0,2,3,8,5.9,-3,,
2019-11-08,201911080MIN,GSW,Ky Bowman,https://www.basketball-reference.com/boxscores/201911080MIN.html,12.37,1,2,.500,0,0,0,0,0,4,4,1,0,0,0,2,2,2.1,-1,,
2019-11-08,201911080MIN,MIN,Andrew Wiggins,https://www.basketball-reference.com/boxscores/201911080MIN.html,44.62,17,33,.515,2,7,4,8,1,4,5,7,0,3,0,4,40,29.4,+13,.286,.500
2019-11-08,201911080MIN,MIN,Robert Covington,https://www.basketball-reference.com/boxscores/201911080MIN.html,35.93,5,15,.333,2,10,5,5,2,9,11,0,5,3,1,2,17,17.9,+12,.200,1.000
2019-11-08,201911080MIN,MIN,Karl-Anthony Towns,https://www.basketball-reference.com/boxscores/201911080MIN.html,35.48,7,17,.412,2,6,4,6,5,9,14,4,0,1,2,5,20,15.8,+10,.333,.667
2019-11-08,201911080MIN,MIN,Treveon Graham,https://www.basketball-reference.com/boxscores/201911080MIN.html,32.77,4,7,.571,0,1,0,0,1,2,3,2,2,0,3,1,8,6.0,+1,.000,
2019-11-08,201911080MIN,MIN,Jarrett Culver,https://www.basketball-reference.com/boxscores/201911080MIN.html,22.83,0,5,.000,0,2,2,4,0,4,4,4,0,0,1,3,2,-0.5,+1,.000,.500
2019-11-08,201911080MIN,MIN,Josh Okogie,https://www.basketball-reference.com/boxscores/201911080MIN.html,31.7,5,10,.500,1,3,3,4,5,2,7,1,2,1,2,5,14,12.1,+5,.333,.750
2019-11-08,201911080MIN,MIN,Jake Layman,https://www.basketball-reference.com/boxscores/201911080MIN.html,29.55,6,13,.462,2,5,0,0,2,3,5,0,0,1,3,1,14,6.9,+3,.400,
2019-11-08,201911080MIN,MIN,Jordan McLaughlin,https://www.basketball-reference.com/boxscores/201911080MIN.html,15.03,1,4,.250,0,2,1,1,0,3,3,0,1,0,2,2,3,-0.3,-9,.000,1.000
2019-11-08,201911080MIN,MIN,Noah Vonleh,https://www.basketball-reference.com/boxscores/201911080MIN.html,9.3,2,4,.500,0,0,0,0,4,2,6,1,0,0,3,0,4,3.1,-6,,
2019-11-08,201911080MIN,MIN,Gorgui Dieng,https://www.basketball-reference.com/boxscores/201911080MIN.html,7.72,1,3,.333,0,0,1,1,0,1,1,1,0,1,1,0,3,2.0,0,,1.000
