game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2021-03-27,202103270MIN,HOU,Jae'Sean Tate,https://www.basketball-reference.com/boxscores/202103270MIN.html,32.85,5,10,.500,0,0,0,0,3,6,9,3,1,3,1,4,10,11.5,+21,,
2021-03-27,202103270MIN,HOU,Kevin Porter Jr.,https://www.basketball-reference.com/boxscores/202103270MIN.html,30.67,10,15,.667,3,5,2,3,0,4,4,2,0,0,3,2,25,16.9,+29,.600,.667
2021-03-27,202103270MIN,HOU,John Wall,https://www.basketball-reference.com/boxscores/202103270MIN.html,25.7,5,14,.357,2,6,1,1,0,3,3,12,1,1,1,1,13,14.8,+8,.333,1.000
2021-03-27,202103270MIN,HOU,Kelly Olynyk,https://www.basketball-reference.com/boxscores/202103270MIN.html,25.15,5,8,.625,4,6,2,2,0,4,4,4,3,0,1,4,16,16.8,+21,.667,1.000
2021-03-27,202103270MIN,HOU,Sterling Brown,https://www.basketball-reference.com/boxscores/202103270MIN.html,23.13,6,8,.750,4,6,0,0,3,4,7,0,0,0,2,1,16,13.7,+9,.667,
2021-03-27,202103270MIN,HOU,Ben McLemore,https://www.basketball-reference.com/boxscores/202103270MIN.html,26.22,4,11,.364,2,6,2,3,0,1,1,0,1,0,0,4,12,5.2,+7,.333,.667
2021-03-27,202103270MIN,HOU,D.J. Augustin,https://www.basketball-reference.com/boxscores/202103270MIN.html,24.28,8,14,.571,2,5,2,2,1,2,3,4,0,0,1,2,20,15.7,+13,.400,1.000
2021-03-27,202103270MIN,HOU,KJ Martin,https://www.basketball-reference.com/boxscores/202103270MIN.html,23.17,3,3,1.000,1,1,1,1,1,5,6,1,0,1,1,4,8,8.1,+8,1.000,1.000
2021-03-27,202103270MIN,HOU,D.J. Wilson,https://www.basketball-reference.com/boxscores/202103270MIN.html,16.67,2,3,.667,0,0,1,1,2,1,3,3,1,2,1,2,5,8.1,+6,,1.000
2021-03-27,202103270MIN,HOU,Anthony Lamb,https://www.basketball-reference.com/boxscores/202103270MIN.html,7.08,1,3,.333,0,2,0,0,0,0,0,0,0,0,1,0,2,-0.7,-7,.000,
2021-03-27,202103270MIN,HOU,Justin Patton,https://www.basketball-reference.com/boxscores/202103270MIN.html,5.08,1,3,.333,0,2,0,0,0,1,1,0,0,0,0,0,2,0.6,-5,.000,
2021-03-27,202103270MIN,MIN,Jaden McDaniels,https://www.basketball-reference.com/boxscores/202103270MIN.html,35.92,6,10,.600,2,4,0,0,1,1,2,1,0,1,0,2,14,11.0,-7,.500,
2021-03-27,202103270MIN,MIN,Anthony Edwards,https://www.basketball-reference.com/boxscores/202103270MIN.html,34.12,11,22,.500,3,9,2,3,1,3,4,2,1,0,1,1,27,18.2,-5,.333,.667
2021-03-27,202103270MIN,MIN,Karl-Anthony Towns,https://www.basketball-reference.com/boxscores/202103270MIN.html,33.17,7,11,.636,2,3,11,12,5,10,15,4,0,2,4,4,27,26.8,-5,.667,.917
2021-03-27,202103270MIN,MIN,Malik Beasley,https://www.basketball-reference.com/boxscores/202103270MIN.html,29.7,4,17,.235,3,12,2,2,1,3,4,3,2,0,1,1,13,7.0,-16,.250,1.000
2021-03-27,202103270MIN,MIN,Ricky Rubio,https://www.basketball-reference.com/boxscores/202103270MIN.html,26.57,1,5,.200,1,4,1,1,0,4,4,10,3,1,2,2,4,10.0,-2,.250,1.000
2021-03-27,202103270MIN,MIN,Jaylen Nowell,https://www.basketball-reference.com/boxscores/202103270MIN.html,22.7,3,9,.333,1,5,2,2,1,1,2,2,0,0,1,1,9,4.9,-24,.200,1.000
2021-03-27,202103270MIN,MIN,Juancho Hernangómez,https://www.basketball-reference.com/boxscores/202103270MIN.html,17.17,2,4,.500,1,2,4,6,0,5,5,0,0,0,0,1,9,7.3,-10,.500,.667
2021-03-27,202103270MIN,MIN,Jordan McLaughlin,https://www.basketball-reference.com/boxscores/202103270MIN.html,16.37,0,0,,0,0,0,0,0,1,1,4,2,0,2,2,0,2.3,-23,,
2021-03-27,202103270MIN,MIN,Naz Reid,https://www.basketball-reference.com/boxscores/202103270MIN.html,11.12,1,4,.250,0,0,0,2,1,1,2,0,0,2,0,0,2,1.2,-7,,.000
2021-03-27,202103270MIN,MIN,Jake Layman,https://www.basketball-reference.com/boxscores/202103270MIN.html,5.12,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+7,,
2021-03-27,202103270MIN,MIN,Jarrett Culver,https://www.basketball-reference.com/boxscores/202103270MIN.html,4.35,1,2,.500,0,1,0,0,0,1,1,0,0,0,0,0,2,1.3,-8,.000,
2021-03-27,202103270MIN,MIN,Jarred Vanderbilt,https://www.basketball-reference.com/boxscores/202103270MIN.html,3.72,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,-10,,
