game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2022-10-19,202210190ATL,HOU,https://www.basketball-reference.com/boxscores/202210190ATL.html,20,30,30,27,107
2022-10-19,202210190ATL,ATL,https://www.basketball-reference.com/boxscores/202210190ATL.html,26,33,25,33,117
