game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2025-01-25,202501250MEM,UTA,Isaiah Collier,https://www.basketball-reference.com/boxscores/202501250MEM.html,32.97,4,11,.364,0,2,.000,0,0,0,5,5,8,2,1,4,5,8,5.7,-21,
2025-01-25,202501250MEM,UTA,Lauri Markkanen,https://www.basketball-reference.com/boxscores/202501250MEM.html,31.68,5,14,.357,1,8,.125,0,1,1,5,6,2,0,1,1,1,11,5.7,-11,.000
2025-01-25,202501250MEM,UTA,Collin Sexton,https://www.basketball-reference.com/boxscores/202501250MEM.html,29.98,5,17,.294,1,8,.125,9,10,3,0,3,4,0,0,3,1,20,11.2,-14,.900
2025-01-25,202501250MEM,UTA,Walker Kessler,https://www.basketball-reference.com/boxscores/202501250MEM.html,28.67,5,5,1.000,0,0,,1,1,6,4,10,1,2,2,2,4,11,15.4,-11,1.000
2025-01-25,202501250MEM,UTA,Svi Mykhailiuk,https://www.basketball-reference.com/boxscores/202501250MEM.html,24.65,6,11,.545,4,8,.500,0,0,1,2,3,1,0,0,2,1,16,10.3,-23,
2025-01-25,202501250MEM,UTA,Keyonte George,https://www.basketball-reference.com/boxscores/202501250MEM.html,32.93,3,15,.200,0,8,.000,2,2,0,3,3,7,0,0,1,2,8,2.7,-9,1.000
2025-01-25,202501250MEM,UTA,Elijah Harkless,https://www.basketball-reference.com/boxscores/202501250MEM.html,22.48,4,9,.444,3,7,.429,0,0,2,2,4,2,3,1,1,3,11,11.2,+5,
2025-01-25,202501250MEM,UTA,Kyle Filipowski,https://www.basketball-reference.com/boxscores/202501250MEM.html,20.0,4,4,1.000,2,2,1.000,1,2,0,4,4,2,1,0,1,1,11,11.6,-7,.500
2025-01-25,202501250MEM,UTA,Brice Sensabaugh,https://www.basketball-reference.com/boxscores/202501250MEM.html,8.67,1,4,.250,1,4,.250,0,0,0,1,1,0,0,0,1,3,3,-1.3,-8,
2025-01-25,202501250MEM,UTA,Drew Eubanks,https://www.basketball-reference.com/boxscores/202501250MEM.html,7.97,2,2,1.000,0,0,,0,0,1,0,1,0,0,0,1,1,4,2.7,-11,
2025-01-25,202501250MEM,MEM,Jaren Jackson Jr.,https://www.basketball-reference.com/boxscores/202501250MEM.html,30.1,10,14,.714,2,4,.500,6,9,2,1,3,2,1,2,1,2,28,24.7,+26,.667
2025-01-25,202501250MEM,MEM,Desmond Bane,https://www.basketball-reference.com/boxscores/202501250MEM.html,28.68,7,11,.636,2,3,.667,1,2,2,7,9,6,1,0,2,3,17,17.2,+12,.500
2025-01-25,202501250MEM,MEM,Jaylen Wells,https://www.basketball-reference.com/boxscores/202501250MEM.html,28.63,5,8,.625,2,4,.500,4,4,1,3,4,0,0,0,0,1,16,13.6,+10,1.000
2025-01-25,202501250MEM,MEM,Zach Edey,https://www.basketball-reference.com/boxscores/202501250MEM.html,28.0,5,8,.625,2,3,.667,7,8,2,5,7,0,2,4,2,3,19,19.5,+19,.875
2025-01-25,202501250MEM,MEM,Ja Morant,https://www.basketball-reference.com/boxscores/202501250MEM.html,25.7,4,9,.444,2,6,.333,1,2,1,0,1,7,1,0,4,4,11,6.9,+24,.500
2025-01-25,202501250MEM,MEM,GG Jackson II,https://www.basketball-reference.com/boxscores/202501250MEM.html,23.53,5,12,.417,2,8,.250,3,4,2,4,6,3,1,0,0,3,15,12.7,+2,.750
2025-01-25,202501250MEM,MEM,Luke Kennard,https://www.basketball-reference.com/boxscores/202501250MEM.html,20.5,1,7,.143,1,5,.200,1,1,0,1,1,3,1,1,3,0,4,0.6,-1,1.000
2025-01-25,202501250MEM,MEM,Scotty Pippen Jr.,https://www.basketball-reference.com/boxscores/202501250MEM.html,18.6,2,5,.400,0,3,.000,2,4,2,3,5,4,1,0,2,2,6,5.8,+12,.500
2025-01-25,202501250MEM,MEM,Brandon Clarke,https://www.basketball-reference.com/boxscores/202501250MEM.html,18.05,3,7,.429,0,0,,0,0,1,4,5,2,1,1,2,1,6,4.9,+5,
2025-01-25,202501250MEM,MEM,John Konchar,https://www.basketball-reference.com/boxscores/202501250MEM.html,15.53,1,3,.333,1,2,.500,0,0,0,4,4,0,1,1,0,0,3,4.2,+2,
2025-01-25,202501250MEM,MEM,Jay Huff,https://www.basketball-reference.com/boxscores/202501250MEM.html,2.67,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0,0,0.7,-1,
