game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2019-12-20,201912200OKC,PHO,Dario Šarić,https://www.basketball-reference.com/boxscores/201912200OKC.html,32.88,6,10,.600,4,6,.667,0,0,2,4,6,4,1,0,3,4,16,13.2,-20,
2019-12-20,201912200OKC,PHO,Kelly Oubre Jr.,https://www.basketball-reference.com/boxscores/201912200OKC.html,32.78,3,10,.300,2,6,.333,5,6,0,4,4,2,1,0,0,3,13,9.2,-14,.833
2019-12-20,201912200OKC,PHO,Ricky Rubio,https://www.basketball-reference.com/boxscores/201912200OKC.html,28.88,9,11,.818,2,3,.667,4,4,1,1,2,8,1,0,0,3,24,26.3,-8,1.000
2019-12-20,201912200OKC,PHO,Devin Booker,https://www.basketball-reference.com/boxscores/201912200OKC.html,27.95,6,11,.545,0,2,.000,6,7,1,3,4,3,1,0,4,3,18,11.8,-9,.857
2019-12-20,201912200OKC,PHO,Aron Baynes,https://www.basketball-reference.com/boxscores/201912200OKC.html,25.9,3,9,.333,1,3,.333,0,0,1,4,5,3,0,0,2,4,7,2.3,-11,
2019-12-20,201912200OKC,PHO,Cameron Johnson,https://www.basketball-reference.com/boxscores/201912200OKC.html,17.37,1,5,.200,1,4,.250,1,1,1,2,3,1,1,0,1,0,4,2.9,-12,1.000
2019-12-20,201912200OKC,PHO,Mikal Bridges,https://www.basketball-reference.com/boxscores/201912200OKC.html,16.65,1,4,.250,0,1,.000,0,0,1,1,2,0,0,1,1,2,2,-0.5,+4,
2019-12-20,201912200OKC,PHO,Elie Okobo,https://www.basketball-reference.com/boxscores/201912200OKC.html,15.33,5,7,.714,1,1,1.000,0,0,1,0,1,0,3,2,1,4,11,10.6,-4,
2019-12-20,201912200OKC,PHO,Jevon Carter,https://www.basketball-reference.com/boxscores/201912200OKC.html,11.97,0,5,.000,0,2,.000,2,2,2,2,4,1,1,1,0,2,2,2.1,-1,1.000
2019-12-20,201912200OKC,PHO,Ty Jerome,https://www.basketball-reference.com/boxscores/201912200OKC.html,11.38,0,5,.000,0,2,.000,0,0,2,0,2,2,0,0,0,0,0,-0.7,-8,
2019-12-20,201912200OKC,PHO,Frank Kaminsky,https://www.basketball-reference.com/boxscores/201912200OKC.html,10.75,1,6,.167,0,2,.000,1,1,0,2,2,1,0,0,0,3,3,-0.7,-8,1.000
2019-12-20,201912200OKC,PHO,Cheick Diallo,https://www.basketball-reference.com/boxscores/201912200OKC.html,8.15,3,4,.750,0,0,,2,2,0,2,2,1,0,0,3,1,8,4.3,+1,1.000
2019-12-20,201912200OKC,OKC,Shai Gilgeous-Alexander,https://www.basketball-reference.com/boxscores/201912200OKC.html,36.1,13,18,.722,2,2,1.000,4,5,0,4,4,3,1,0,0,2,32,27.7,+11,.800
2019-12-20,201912200OKC,OKC,Danilo Gallinari,https://www.basketball-reference.com/boxscores/201912200OKC.html,29.53,8,14,.571,4,8,.500,2,3,0,6,6,1,0,1,2,2,22,15.4,+13,.667
2019-12-20,201912200OKC,OKC,Chris Paul,https://www.basketball-reference.com/boxscores/201912200OKC.html,27.62,5,8,.625,0,1,.000,5,6,0,2,2,7,1,0,3,3,15,13.3,0,.833
2019-12-20,201912200OKC,OKC,Steven Adams,https://www.basketball-reference.com/boxscores/201912200OKC.html,25.65,5,6,.833,0,0,,0,0,3,6,9,2,0,2,3,2,10,10.7,+8,
2019-12-20,201912200OKC,OKC,Terrance Ferguson,https://www.basketball-reference.com/boxscores/201912200OKC.html,18.92,1,2,.500,1,2,.500,0,0,0,0,0,1,1,0,1,5,3,0.7,+9,
2019-12-20,201912200OKC,OKC,Dennis Schröder,https://www.basketball-reference.com/boxscores/201912200OKC.html,33.77,9,19,.474,1,4,.250,5,5,0,9,9,6,0,0,4,2,24,16.4,+18,1.000
2019-12-20,201912200OKC,OKC,Abdel Nader,https://www.basketball-reference.com/boxscores/201912200OKC.html,27.02,1,5,.200,1,3,.333,0,0,2,1,3,0,1,0,1,3,3,0.4,+12,
2019-12-20,201912200OKC,OKC,Nerlens Noel,https://www.basketball-reference.com/boxscores/201912200OKC.html,20.17,4,6,.667,0,0,,2,2,2,3,5,1,2,1,1,2,10,11.3,+10,1.000
2019-12-20,201912200OKC,OKC,Darius Bazley,https://www.basketball-reference.com/boxscores/201912200OKC.html,18.47,2,8,.250,1,4,.250,0,0,1,2,3,2,1,3,0,2,5,5.2,+5,
2019-12-20,201912200OKC,OKC,Deonte Burton,https://www.basketball-reference.com/boxscores/201912200OKC.html,1.65,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,0,0,2,1.7,+2,
2019-12-20,201912200OKC,OKC,Mike Muscala,https://www.basketball-reference.com/boxscores/201912200OKC.html,1.12,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,+2,
