game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2021-12-06,202112060POR,LAC,https://www.basketball-reference.com/boxscores/202112060POR.html,27,21,29,25,102
2021-12-06,202112060POR,POR,https://www.basketball-reference.com/boxscores/202112060POR.html,26,23,25,16,90
