game_date,game_id,team,player,url,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg
2023-04-14,202304140MIN,OKC,Luguentz Dort,https://www.basketball-reference.com/boxscores/202304140MIN.html,36:15,.571,.571,.571,.143,5.3,20.4,11.9,16.5,2.7,0.0,6.3,18.3,118,119
2023-04-14,202304140MIN,OKC,Shai Gilgeous-Alexander,https://www.basketball-reference.com/boxscores/202304140MIN.html,35:57,.453,.263,.053,.632,10.7,10.3,10.5,15.8,1.3,7.9,4.0,29.4,108,119
2023-04-14,202304140MIN,OKC,Jalen Williams,https://www.basketball-reference.com/boxscores/202304140MIN.html,32:23,.723,.700,.800,.400,3.0,11.4,6.7,30.1,4.5,0.0,25.4,20.3,115,117
2023-04-14,202304140MIN,OKC,Josh Giddey,https://www.basketball-reference.com/boxscores/202304140MIN.html,30:01,.216,.154,.308,.154,3.2,16.4,9.0,22.2,1.6,0.0,12.6,22.1,59,123
2023-04-14,202304140MIN,OKC,Jaylin Williams,https://www.basketball-reference.com/boxscores/202304140MIN.html,22:46,.800,.800,.800,.000,0.0,32.4,14.2,0.0,0.0,8.3,16.7,11.0,119,117
2023-04-14,202304140MIN,OKC,Isaiah Joe,https://www.basketball-reference.com/boxscores/202304140MIN.html,21:11,.389,.389,.556,.000,4.5,5.8,5.1,9.0,0.0,4.4,18.2,21.7,72,125
2023-04-14,202304140MIN,OKC,Lindy Waters III,https://www.basketball-reference.com/boxscores/202304140MIN.html,16:19,.357,.357,.857,.000,11.8,0.0,6.6,22.5,3.0,0.0,22.2,23.1,76,123
2023-04-14,202304140MIN,OKC,Aaron Wiggins,https://www.basketball-reference.com/boxscores/202304140MIN.html,15:03,.667,.667,.000,.000,6.4,8.2,7.2,0.0,0.0,0.0,0.0,8.3,141,128
2023-04-14,202304140MIN,OKC,Dario Šarić,https://www.basketball-reference.com/boxscores/202304140MIN.html,12:33,.333,.333,.667,.000,0.0,19.6,8.6,0.0,3.8,0.0,25.0,13.3,50,117
2023-04-14,202304140MIN,OKC,Ousmane Dieng,https://www.basketball-reference.com/boxscores/202304140MIN.html,7:10,.400,.400,.200,.000,0.0,34.3,15.1,0.0,0.0,0.0,0.0,29.2,81,123
2023-04-14,202304140MIN,OKC,Tre Mann,https://www.basketball-reference.com/boxscores/202304140MIN.html,5:11,,,,,0.0,23.7,10.4,28.9,0.0,0.0,100.0,24.2,15,125
2023-04-14,202304140MIN,OKC,Jeremiah Robinson-Earl,https://www.basketball-reference.com/boxscores/202304140MIN.html,5:11,1.500,1.500,1.000,.000,0.0,23.7,10.4,0.0,0.0,0.0,0.0,8.1,300,125
2023-04-14,202304140MIN,MIN,Anthony Edwards,https://www.basketball-reference.com/boxscores/202304140MIN.html,38:56,.500,.500,.421,.000,3.2,22.2,13.9,22.3,2.5,2.5,9.5,23.4,106,93
2023-04-14,202304140MIN,MIN,Nickeil Alexander-Walker,https://www.basketball-reference.com/boxscores/202304140MIN.html,37:17,.600,.600,.700,.000,0.0,10.3,5.8,21.1,3.9,5.3,16.7,14.0,116,93
2023-04-14,202304140MIN,MIN,Rudy Gobert,https://www.basketball-reference.com/boxscores/202304140MIN.html,32:35,.612,.545,.000,1.273,15.1,17.7,16.6,8.6,0.0,0.0,10.4,25.6,126,102
2023-04-14,202304140MIN,MIN,Mike Conley,https://www.basketball-reference.com/boxscores/202304140MIN.html,29:46,.902,.833,.667,.667,0.0,9.7,5.4,13.2,4.9,3.3,11.4,12.8,164,92
2023-04-14,202304140MIN,MIN,Karl-Anthony Towns,https://www.basketball-reference.com/boxscores/202304140MIN.html,29:01,.769,.719,.250,.313,12.7,26.5,20.4,20.0,0.0,10.1,5.2,28.8,154,93
2023-04-14,202304140MIN,MIN,Kyle Anderson,https://www.basketball-reference.com/boxscores/202304140MIN.html,31:31,.583,.556,.333,.111,3.9,15.2,10.3,16.5,0.0,3.1,24.1,17.2,103,102
2023-04-14,202304140MIN,MIN,Taurean Prince,https://www.basketball-reference.com/boxscores/202304140MIN.html,20:10,.375,.375,.625,.000,0.0,0.0,0.0,24.9,2.4,0.0,11.1,19.4,92,104
2023-04-14,202304140MIN,MIN,Jordan McLaughlin,https://www.basketball-reference.com/boxscores/202304140MIN.html,6:58,.000,.000,.000,.000,0.0,13.8,7.7,0.0,6.9,0.0,50.0,12.5,0,87
2023-04-14,202304140MIN,MIN,Nathan Knight,https://www.basketball-reference.com/boxscores/202304140MIN.html,3:53,,,,,0.0,49.4,27.8,28.7,12.4,0.0,100.0,22.4,28,59
2023-04-14,202304140MIN,MIN,Josh Minott,https://www.basketball-reference.com/boxscores/202304140MIN.html,3:53,1.215,1.250,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,250,110
2023-04-14,202304140MIN,MIN,Wendell Moore Jr.,https://www.basketball-reference.com/boxscores/202304140MIN.html,3:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,110
2023-04-14,202304140MIN,MIN,Austin Rivers,https://www.basketball-reference.com/boxscores/202304140MIN.html,3:00,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.0,64,110
