game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2025-01-23,202501230DEN,SAC,De'Aaron Fox,https://www.basketball-reference.com/boxscores/202501230DEN.html,40.22,7,24,.292,3,10,.300,0,0,1,4,5,6,1,1,2,2,17,8.0,-1,
2025-01-23,202501230DEN,SAC,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202501230DEN.html,39.42,10,21,.476,1,4,.250,2,2,6,13,19,8,0,0,4,4,23,20.4,-18,1.000
2025-01-23,202501230DEN,SAC,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202501230DEN.html,37.02,9,16,.563,0,2,.000,6,8,2,4,6,1,0,1,1,1,24,18.2,-10,.750
2025-01-23,202501230DEN,SAC,Malik Monk,https://www.basketball-reference.com/boxscores/202501230DEN.html,30.98,5,13,.385,0,4,.000,5,7,0,2,2,7,1,0,2,5,15,9.6,-2,.714
2025-01-23,202501230DEN,SAC,Keegan Murray,https://www.basketball-reference.com/boxscores/202501230DEN.html,29.95,4,10,.400,3,5,.600,0,0,5,4,9,2,1,1,2,2,11,10.6,-2,
2025-01-23,202501230DEN,SAC,Trey Lyles,https://www.basketball-reference.com/boxscores/202501230DEN.html,21.5,4,9,.444,3,7,.429,1,2,1,8,9,1,1,0,1,0,12,10.7,-9,.500
2025-01-23,202501230DEN,SAC,Keon Ellis,https://www.basketball-reference.com/boxscores/202501230DEN.html,21.17,3,4,.750,0,1,.000,0,0,2,1,3,5,1,0,0,2,6,9.8,-11,
2025-01-23,202501230DEN,SAC,Doug McDermott,https://www.basketball-reference.com/boxscores/202501230DEN.html,10.98,5,7,.714,5,6,.833,0,0,0,0,0,0,0,0,1,2,15,10.3,+20,
2025-01-23,202501230DEN,SAC,Kevin Huerter,https://www.basketball-reference.com/boxscores/202501230DEN.html,6.25,0,2,.000,0,1,.000,0,0,0,0,0,0,0,0,0,1,0,-1.8,-7,
2025-01-23,202501230DEN,SAC,Devin Carter,https://www.basketball-reference.com/boxscores/202501230DEN.html,2.52,0,1,.000,0,1,.000,0,0,0,0,0,1,0,0,0,1,0,-0.4,-5,
2025-01-23,202501230DEN,DEN,Jamal Murray,https://www.basketball-reference.com/boxscores/202501230DEN.html,39.77,8,18,.444,1,6,.167,1,2,1,5,6,5,3,0,2,0,18,14.9,+3,.500
2025-01-23,202501230DEN,DEN,Nikola Jokić,https://www.basketball-reference.com/boxscores/202501230DEN.html,37.38,12,19,.632,2,3,.667,9,10,3,19,22,17,1,2,1,5,35,45.2,+11,.900
2025-01-23,202501230DEN,DEN,Michael Porter Jr.,https://www.basketball-reference.com/boxscores/202501230DEN.html,33.88,7,16,.438,2,8,.250,4,4,4,4,8,0,1,1,1,0,20,16.3,+5,1.000
2025-01-23,202501230DEN,DEN,Russell Westbrook,https://www.basketball-reference.com/boxscores/202501230DEN.html,31.62,7,10,.700,2,4,.500,2,6,1,4,5,3,1,0,3,1,18,13.8,+2,.333
2025-01-23,202501230DEN,DEN,Christian Braun,https://www.basketball-reference.com/boxscores/202501230DEN.html,25.47,8,14,.571,2,5,.400,3,4,2,0,2,1,2,1,0,4,21,17.2,-6,.750
2025-01-23,202501230DEN,DEN,Peyton Watson,https://www.basketball-reference.com/boxscores/202501230DEN.html,25.12,2,6,.333,1,2,.500,1,4,2,4,6,1,1,4,0,1,6,8.1,+12,.250
2025-01-23,202501230DEN,DEN,Julian Strawther,https://www.basketball-reference.com/boxscores/202501230DEN.html,19.27,3,9,.333,2,6,.333,1,1,0,0,0,2,1,0,1,1,9,4.9,+14,1.000
2025-01-23,202501230DEN,DEN,Aaron Gordon,https://www.basketball-reference.com/boxscores/202501230DEN.html,16.88,1,8,.125,1,3,.333,0,0,1,1,2,1,0,0,1,1,3,-1.9,+6,
2025-01-23,202501230DEN,DEN,DeAndre Jordan,https://www.basketball-reference.com/boxscores/202501230DEN.html,10.62,1,1,1.000,0,0,,0,0,1,4,5,0,0,0,1,1,2,2.2,-2,
