game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2022-11-18,202211180CLE,CHO,https://www.basketball-reference.com/boxscores/202211180CLE.html,14,32,24,35,15,2,122
2022-11-18,202211180CLE,CLE,https://www.basketball-reference.com/boxscores/202211180CLE.html,28,30,24,23,15,12,132
