game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2024-02-28,202402280CHI,CLE,https://www.basketball-reference.com/boxscores/202402280CHI.html,32,21,28,22,12,8,123
2024-02-28,202402280CHI,CHI,https://www.basketball-reference.com/boxscores/202402280CHI.html,23,29,26,25,12,17,132
