game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct,ft_pct
2025-03-24,202503240SAC,BOS,Q1,Derrick White,https://www.basketball-reference.com/boxscores/202503240SAC.html,3.78,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,-0.5,-6,,,
2025-03-24,202503240SAC,BOS,Q1,Jrue Holiday,https://www.basketball-reference.com/boxscores/202503240SAC.html,12.0,2,4,1,2,0,0,0,0,0,2,1,0,0,1,5,5.0,+1,.500,.500,
2025-03-24,202503240SAC,BOS,Q1,Kristaps Porziņģis,https://www.basketball-reference.com/boxscores/202503240SAC.html,7.8,1,4,0,1,2,2,1,3,4,0,0,0,0,1,4,2.8,-4,.250,.000,1.000
2025-03-24,202503240SAC,BOS,Q1,Jayson Tatum,https://www.basketball-reference.com/boxscores/202503240SAC.html,12.0,3,6,2,4,3,4,0,3,3,5,0,0,3,0,11,9.0,+1,.500,.500,.750
2025-03-24,202503240SAC,BOS,Q1,Jaylen Brown,https://www.basketball-reference.com/boxscores/202503240SAC.html,7.8,1,2,0,0,0,0,0,1,1,0,0,0,1,0,2,0.3,-4,.500,,
2025-03-24,202503240SAC,BOS,Q1,Payton Pritchard,https://www.basketball-reference.com/boxscores/202503240SAC.html,8.22,2,4,2,4,0,0,0,0,0,0,0,0,0,0,6,4.0,+7,.500,.500,
2025-03-24,202503240SAC,BOS,Q1,Baylor Scheierman,https://www.basketball-reference.com/boxscores/202503240SAC.html,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,+5,,,
2025-03-24,202503240SAC,BOS,Q1,Luke Kornet,https://www.basketball-reference.com/boxscores/202503240SAC.html,4.2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,2,3.0,+5,1.000,,
2025-03-24,202503240SAC,BOS,Q2,Derrick White,https://www.basketball-reference.com/boxscores/202503240SAC.html,5.97,0,1,0,1,0,0,0,1,1,3,1,0,1,1,0,1.3,-2,.000,.000,
2025-03-24,202503240SAC,BOS,Q2,Jrue Holiday,https://www.basketball-reference.com/boxscores/202503240SAC.html,6.03,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,+6,.000,,
2025-03-24,202503240SAC,BOS,Q2,Kristaps Porziņģis,https://www.basketball-reference.com/boxscores/202503240SAC.html,4.7,1,2,0,1,1,2,0,1,1,0,0,0,0,2,3,1.1,0,.500,.000,.500
2025-03-24,202503240SAC,BOS,Q2,Jayson Tatum,https://www.basketball-reference.com/boxscores/202503240SAC.html,6.03,2,5,2,3,0,0,0,2,2,1,0,0,0,0,6,4.6,+6,.400,.667,
2025-03-24,202503240SAC,BOS,Q2,Jaylen Brown,https://www.basketball-reference.com/boxscores/202503240SAC.html,5.97,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,-2,.500,.000,
2025-03-24,202503240SAC,BOS,Q2,Payton Pritchard,https://www.basketball-reference.com/boxscores/202503240SAC.html,12.0,3,5,1,3,1,2,0,1,1,1,1,0,1,0,8,6.3,+4,.600,.333,.500
2025-03-24,202503240SAC,BOS,Q2,Baylor Scheierman,https://www.basketball-reference.com/boxscores/202503240SAC.html,12.0,1,2,1,2,0,0,1,1,2,1,1,0,0,0,3,4.7,+4,.500,.500,
2025-03-24,202503240SAC,BOS,Q2,Luke Kornet,https://www.basketball-reference.com/boxscores/202503240SAC.html,7.3,2,3,0,0,0,0,2,2,4,0,0,1,0,0,4,5.4,+4,.667,,
2025-03-24,202503240SAC,BOS,Q3,Derrick White,https://www.basketball-reference.com/boxscores/202503240SAC.html,12.0,2,4,2,4,0,0,0,0,0,1,0,0,0,1,6,4.3,+5,.500,.500,
2025-03-24,202503240SAC,BOS,Q3,Jrue Holiday,https://www.basketball-reference.com/boxscores/202503240SAC.html,8.42,0,3,0,2,0,0,1,0,1,1,0,0,0,0,0,-0.7,+6,.000,.000,
2025-03-24,202503240SAC,BOS,Q3,Kristaps Porziņģis,https://www.basketball-reference.com/boxscores/202503240SAC.html,12.0,3,4,1,1,0,0,0,2,2,2,0,2,0,0,7,8.8,+5,.750,1.000,
2025-03-24,202503240SAC,BOS,Q3,Jayson Tatum,https://www.basketball-reference.com/boxscores/202503240SAC.html,8.42,3,4,1,2,1,4,0,2,2,2,0,0,0,1,8,6.8,+6,.750,.500,.250
2025-03-24,202503240SAC,BOS,Q3,Jaylen Brown,https://www.basketball-reference.com/boxscores/202503240SAC.html,12.0,2,4,1,2,0,0,0,1,1,0,1,0,1,1,5,2.9,+5,.500,.500,
2025-03-24,202503240SAC,BOS,Q3,Payton Pritchard,https://www.basketball-reference.com/boxscores/202503240SAC.html,3.58,1,2,1,2,0,0,0,1,1,1,0,0,1,0,3,2.0,-1,.500,.500,
2025-03-24,202503240SAC,BOS,Q3,Luke Kornet,https://www.basketball-reference.com/boxscores/202503240SAC.html,3.58,1,1,0,0,1,2,0,0,0,2,0,0,0,0,3,3.7,-1,1.000,,.500
2025-03-24,202503240SAC,BOS,Q4,Derrick White,https://www.basketball-reference.com/boxscores/202503240SAC.html,10.8,2,4,1,3,1,2,0,3,3,4,1,0,0,0,6,8.3,+8,.500,.333,.500
2025-03-24,202503240SAC,BOS,Q4,Jrue Holiday,https://www.basketball-reference.com/boxscores/202503240SAC.html,4.68,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.1,+3,.000,.000,
2025-03-24,202503240SAC,BOS,Q4,Kristaps Porziņģis,https://www.basketball-reference.com/boxscores/202503240SAC.html,6.12,0,3,0,1,2,2,0,1,1,0,1,0,0,1,2,0.8,+5,.000,.000,1.000
2025-03-24,202503240SAC,BOS,Q4,Payton Pritchard,https://www.basketball-reference.com/boxscores/202503240SAC.html,10.8,2,7,1,4,0,0,1,2,3,0,0,0,0,1,5,1.8,+8,.286,.250,
2025-03-24,202503240SAC,BOS,Q4,Baylor Scheierman,https://www.basketball-reference.com/boxscores/202503240SAC.html,12.0,2,4,2,4,0,0,1,4,5,0,0,1,0,0,6,6.6,+8,.500,.500,
2025-03-24,202503240SAC,BOS,Q4,Luke Kornet,https://www.basketball-reference.com/boxscores/202503240SAC.html,10.8,2,2,0,0,0,0,2,1,3,1,0,0,1,1,4,4.4,+8,1.000,,
2025-03-24,202503240SAC,BOS,Q4,Neemias Queta,https://www.basketball-reference.com/boxscores/202503240SAC.html,1.2,1,1,0,0,0,0,1,1,2,0,0,0,0,0,2,2.7,0,1.000,,
2025-03-24,202503240SAC,BOS,Q4,JD Davison,https://www.basketball-reference.com/boxscores/202503240SAC.html,1.2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,.000,.000,
2025-03-24,202503240SAC,BOS,Q4,Drew Peterson,https://www.basketball-reference.com/boxscores/202503240SAC.html,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,
2025-03-24,202503240SAC,BOS,Q4,Jordan Walsh,https://www.basketball-reference.com/boxscores/202503240SAC.html,1.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,0,.000,.000,
2025-03-24,202503240SAC,SAC,Q1,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202503240SAC.html,7.8,2,4,0,1,0,0,0,0,0,4,0,0,0,1,4,4.4,+4,.500,.000,
2025-03-24,202503240SAC,SAC,Q1,Zach LaVine,https://www.basketball-reference.com/boxscores/202503240SAC.html,12.0,0,2,0,1,0,0,0,2,2,1,0,0,2,1,0,-2.5,-1,.000,.000,
2025-03-24,202503240SAC,SAC,Q1,Keon Ellis,https://www.basketball-reference.com/boxscores/202503240SAC.html,11.48,3,3,0,0,1,1,0,0,0,1,1,0,0,1,7,7.4,+2,1.000,,1.000
2025-03-24,202503240SAC,SAC,Q1,Keegan Murray,https://www.basketball-reference.com/boxscores/202503240SAC.html,12.0,3,7,2,3,0,0,2,0,2,0,2,0,0,1,8,7.3,-1,.429,.667,
2025-03-24,202503240SAC,SAC,Q1,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202503240SAC.html,7.8,2,4,0,1,2,3,1,6,7,1,0,0,0,1,6,6.4,+4,.500,.000,.667
2025-03-24,202503240SAC,SAC,Q1,Jake LaRavia,https://www.basketball-reference.com/boxscores/202503240SAC.html,4.2,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,-1.7,-5,.000,.000,
2025-03-24,202503240SAC,SAC,Q1,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/202503240SAC.html,4.2,2,3,0,0,0,0,0,2,2,1,0,0,0,0,4,4.0,-5,.667,,
2025-03-24,202503240SAC,SAC,Q1,Markelle Fultz,https://www.basketball-reference.com/boxscores/202503240SAC.html,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,,,
2025-03-24,202503240SAC,SAC,Q2,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202503240SAC.html,12.0,2,9,0,1,0,0,1,0,1,3,0,0,1,1,4,-0.1,-4,.222,.000,
2025-03-24,202503240SAC,SAC,Q2,Zach LaVine,https://www.basketball-reference.com/boxscores/202503240SAC.html,6.03,2,5,0,1,0,0,1,0,1,0,0,0,1,0,4,1.0,-6,.400,.000,
2025-03-24,202503240SAC,SAC,Q2,Keon Ellis,https://www.basketball-reference.com/boxscores/202503240SAC.html,6.03,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0.3,-6,.000,.000,
