game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct,fg3_pct
2024-11-15,202411150SAS,LAL,Q1,LeBron James,https://www.basketball-reference.com/boxscores/202411150SAS.html,8.8,2,3,.667,0,0,0,0,1,3,4,1,0,0,1,0,4,4.0,-1,,
2024-11-15,202411150SAS,LAL,Q1,Anthony Davis,https://www.basketball-reference.com/boxscores/202411150SAS.html,12.0,5,9,.556,0,0,6,6,2,1,3,0,0,1,1,0,16,13.1,+1,1.000,
2024-11-15,202411150SAS,LAL,Q1,Austin Reaves,https://www.basketball-reference.com/boxscores/202411150SAS.html,7.65,0,2,.000,0,1,0,0,1,0,1,1,0,0,0,1,0,-0.4,-11,,.000
2024-11-15,202411150SAS,LAL,Q1,Dalton Knecht,https://www.basketball-reference.com/boxscores/202411150SAS.html,10.22,2,4,.500,1,2,0,0,0,1,1,0,0,0,0,0,5,3.3,-7,,.500
2024-11-15,202411150SAS,LAL,Q1,Cam Reddish,https://www.basketball-reference.com/boxscores/202411150SAS.html,5.62,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,2,0,-1.5,-11,,.000
2024-11-15,202411150SAS,LAL,Q1,D'Angelo Russell,https://www.basketball-reference.com/boxscores/202411150SAS.html,6.38,1,2,.500,0,0,0,0,0,0,0,2,0,0,0,0,2,2.4,+12,,
2024-11-15,202411150SAS,LAL,Q1,Max Christie,https://www.basketball-reference.com/boxscores/202411150SAS.html,4.98,1,2,.500,0,0,2,2,1,2,3,0,1,1,0,0,4,6.0,+10,1.000,
2024-11-15,202411150SAS,LAL,Q1,Gabe Vincent,https://www.basketball-reference.com/boxscores/202411150SAS.html,4.35,0,1,.000,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3,+12,,
2024-11-15,202411150SAS,LAL,Q2,LeBron James,https://www.basketball-reference.com/boxscores/202411150SAS.html,8.95,2,3,.667,1,1,0,0,0,5,5,7,1,0,2,0,5,9.1,+8,,1.000
2024-11-15,202411150SAS,LAL,Q2,Anthony Davis,https://www.basketball-reference.com/boxscores/202411150SAS.html,5.48,4,6,.667,0,0,2,2,0,2,2,0,0,0,0,1,10,7.6,+8,1.000,
2024-11-15,202411150SAS,LAL,Q2,Austin Reaves,https://www.basketball-reference.com/boxscores/202411150SAS.html,8.58,3,5,.600,2,3,0,0,0,0,0,3,0,0,0,1,8,7.4,+4,,.667
2024-11-15,202411150SAS,LAL,Q2,Dalton Knecht,https://www.basketball-reference.com/boxscores/202411150SAS.html,5.5,1,2,.500,1,1,0,0,0,0,0,0,0,0,0,0,3,2.0,-1,,1.000
2024-11-15,202411150SAS,LAL,Q2,Cam Reddish,https://www.basketball-reference.com/boxscores/202411150SAS.html,5.1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,0,,
2024-11-15,202411150SAS,LAL,Q2,D'Angelo Russell,https://www.basketball-reference.com/boxscores/202411150SAS.html,8.42,0,2,.000,0,0,0,0,0,1,1,1,2,0,0,0,0,1.6,+5,,
2024-11-15,202411150SAS,LAL,Q2,Max Christie,https://www.basketball-reference.com/boxscores/202411150SAS.html,10.0,3,4,.750,1,2,0,0,0,0,0,1,0,0,0,0,7,6.1,+8,,.500
2024-11-15,202411150SAS,LAL,Q2,Gabe Vincent,https://www.basketball-reference.com/boxscores/202411150SAS.html,3.42,1,1,1.000,0,0,0,0,1,0,1,0,1,0,0,0,2,3.4,+3,,
2024-11-15,202411150SAS,LAL,Q2,Christian Koloko,https://www.basketball-reference.com/boxscores/202411150SAS.html,4.53,1,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,,
2024-11-15,202411150SAS,LAL,Q3,LeBron James,https://www.basketball-reference.com/boxscores/202411150SAS.html,9.37,1,4,.250,0,3,0,0,0,2,2,2,0,0,2,0,2,-0.4,-5,,.000
2024-11-15,202411150SAS,LAL,Q3,Anthony Davis,https://www.basketball-reference.com/boxscores/202411150SAS.html,10.3,2,6,.333,0,1,0,0,2,3,5,1,1,0,1,0,4,3.6,-1,,.000
2024-11-15,202411150SAS,LAL,Q3,Austin Reaves,https://www.basketball-reference.com/boxscores/202411150SAS.html,7.9,2,3,.667,2,3,0,0,0,1,1,1,0,0,0,0,6,5.7,-5,,.667
2024-11-15,202411150SAS,LAL,Q3,Dalton Knecht,https://www.basketball-reference.com/boxscores/202411150SAS.html,10.3,3,5,.600,0,1,0,0,1,1,2,0,0,0,0,0,6,4.7,-1,,.000
2024-11-15,202411150SAS,LAL,Q3,Cam Reddish,https://www.basketball-reference.com/boxscores/202411150SAS.html,5.82,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,-4,,.000
2024-11-15,202411150SAS,LAL,Q3,D'Angelo Russell,https://www.basketball-reference.com/boxscores/202411150SAS.html,6.18,2,3,.667,1,1,1,1,0,1,1,0,1,0,0,1,6,5.6,+3,1.000,1.000
2024-11-15,202411150SAS,LAL,Q3,Max Christie,https://www.basketball-reference.com/boxscores/202411150SAS.html,4.33,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,+4,,.000
2024-11-15,202411150SAS,LAL,Q3,Gabe Vincent,https://www.basketball-reference.com/boxscores/202411150SAS.html,4.1,0,1,.000,0,1,1,2,0,1,1,0,1,0,0,0,1,1.2,+4,.500,.000
2024-11-15,202411150SAS,LAL,Q3,Christian Koloko,https://www.basketball-reference.com/boxscores/202411150SAS.html,1.7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,
2024-11-15,202411150SAS,LAL,Q4,LeBron James,https://www.basketball-reference.com/boxscores/202411150SAS.html,10.7,1,2,.500,0,0,2,4,0,5,5,2,0,0,2,0,4,3.1,+1,.500,
2024-11-15,202411150SAS,LAL,Q4,Anthony Davis,https://www.basketball-reference.com/boxscores/202411150SAS.html,8.38,3,5,.600,2,3,2,4,1,1,2,1,0,1,0,0,10,9.3,+4,.500,.667
2024-11-15,202411150SAS,LAL,Q4,Austin Reaves,https://www.basketball-reference.com/boxscores/202411150SAS.html,7.93,1,2,.500,1,2,2,2,0,1,1,1,0,0,0,1,5,4.6,+4,1.000,.500
2024-11-15,202411150SAS,LAL,Q4,Cam Reddish,https://www.basketball-reference.com/boxscores/202411150SAS.html,2.42,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,-1,,
2024-11-15,202411150SAS,LAL,Q4,D'Angelo Russell,https://www.basketball-reference.com/boxscores/202411150SAS.html,8.9,2,4,.500,1,2,0,0,0,0,0,3,0,0,1,0,5,4.1,-7,,.500
2024-11-15,202411150SAS,LAL,Q4,Max Christie,https://www.basketball-reference.com/boxscores/202411150SAS.html,10.33,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,+1,,
2024-11-15,202411150SAS,LAL,Q4,Gabe Vincent,https://www.basketball-reference.com/boxscores/202411150SAS.html,7.7,1,1,1.000,1,1,0,0,0,0,0,0,0,0,0,1,3,2.3,-6,,1.000
2024-11-15,202411150SAS,LAL,Q4,Christian Koloko,https://www.basketball-reference.com/boxscores/202411150SAS.html,3.62,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.8,-6,,
2024-11-15,202411150SAS,SAS,Q1,Victor Wembanyama,https://www.basketball-reference.com/boxscores/202411150SAS.html,7.4,4,9,.444,1,4,0,0,0,2,2,1,0,0,2,1,9,3.2,+3,,.250
2024-11-15,202411150SAS,SAS,Q1,Stephon Castle,https://www.basketball-reference.com/boxscores/202411150SAS.html,7.65,2,4,.500,1,1,1,2,1,0,1,1,0,0,0,0,6,5.0,+11,.500,1.000
2024-11-15,202411150SAS,SAS,Q1,Julian Champagnie,https://www.basketball-reference.com/boxscores/202411150SAS.html,9.28,1,1,1.000,0,0,0,0,0,3,3,0,0,0,0,0,2,2.6,-1,,
2024-11-15,202411150SAS,SAS,Q1,Chris Paul,https://www.basketball-reference.com/boxscores/202411150SAS.html,6.7,1,1,1.000,1,1,0,0,0,0,0,3,1,0,0,0,3,5.8,+7,,1.000
2024-11-15,202411150SAS,SAS,Q1,Harrison Barnes,https://www.basketball-reference.com/boxscores/202411150SAS.html,8.33,0,0,,0,0,2,2,0,1,1,0,1,0,0,1,2,2.9,+11,1.000,
2024-11-15,202411150SAS,SAS,Q1,Keldon Johnson,https://www.basketball-reference.com/boxscores/202411150SAS.html,6.38,2,3,.667,0,1,0,0,0,0,0,0,0,0,0,1,4,2.3,-12,,.000
2024-11-15,202411150SAS,SAS,Q1,Devin Vassell,https://www.basketball-reference.com/boxscores/202411150SAS.html,5.3,2,3,.667,0,0,0,0,0,0,0,2,0,0,0,1,4,3.7,-8,,
2024-11-15,202411150SAS,SAS,Q1,Zach Collins,https://www.basketball-reference.com/boxscores/202411150SAS.html,4.6,0,0,,0,0,0,0,1,0,1,1,0,1,0,1,0,1.7,-4,,
2024-11-15,202411150SAS,SAS,Q1,Blake Wesley,https://www.basketball-reference.com/boxscores/202411150SAS.html,4.35,0,2,.000,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.1,-12,,.000
2024-11-15,202411150SAS,SAS,Q2,Victor Wembanyama,https://www.basketball-reference.com/boxscores/202411150SAS.html,7.17,3,5,.600,1,2,0,0,2,1,3,1,0,1,1,0,7,6.8,-8,,.500
2024-11-15,202411150SAS,SAS,Q2,Stephon Castle,https://www.basketball-reference.com/boxscores/202411150SAS.html,5.58,3,3,1.000,1,1,2,4,0,1,1,2,0,0,0,0,9,9.0,-1,.500,1.000
