game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2024-03-13,202403130MIA,DEN,Nikola Jokić,https://www.basketball-reference.com/boxscores/202403130MIA.html,37.62,5,8,.625,0,0,2,3,.667,3,11,14,6,1,0,4,1,12,14.2,+10,
2024-03-13,202403130MIA,DEN,Michael Porter Jr.,https://www.basketball-reference.com/boxscores/202403130MIA.html,33.53,9,16,.563,5,9,2,2,1.000,2,5,7,0,0,0,1,0,25,19.3,+10,.556
2024-03-13,202403130MIA,DEN,Aaron Gordon,https://www.basketball-reference.com/boxscores/202403130MIA.html,33.4,6,11,.545,1,4,3,6,.500,2,6,8,4,0,0,1,4,16,12.9,+17,.250
2024-03-13,202403130MIA,DEN,Jamal Murray,https://www.basketball-reference.com/boxscores/202403130MIA.html,31.4,5,14,.357,2,8,2,2,1.000,0,2,2,5,1,0,0,1,14,10.9,+8,.250
2024-03-13,202403130MIA,DEN,Kentavious Caldwell-Pope,https://www.basketball-reference.com/boxscores/202403130MIA.html,24.72,4,9,.444,1,5,0,0,,0,1,1,2,2,0,0,0,9,8.0,+2,.200
2024-03-13,202403130MIA,DEN,Peyton Watson,https://www.basketball-reference.com/boxscores/202403130MIA.html,22.62,3,7,.429,0,2,0,0,,0,3,3,2,0,1,0,0,6,5.3,+2,.000
2024-03-13,202403130MIA,DEN,Christian Braun,https://www.basketball-reference.com/boxscores/202403130MIA.html,20.07,3,3,1.000,1,1,0,0,,0,2,2,1,0,0,1,3,7,5.2,+7,1.000
2024-03-13,202403130MIA,DEN,Reggie Jackson,https://www.basketball-reference.com/boxscores/202403130MIA.html,18.87,4,9,.444,1,1,0,0,,0,1,1,2,0,0,2,1,9,3.6,+7,1.000
2024-03-13,202403130MIA,DEN,Justin Holiday,https://www.basketball-reference.com/boxscores/202403130MIA.html,12.92,1,5,.200,0,3,0,0,,0,3,3,2,0,1,0,2,2,1.1,-1,.000
2024-03-13,202403130MIA,DEN,Zeke Nnaji,https://www.basketball-reference.com/boxscores/202403130MIA.html,4.87,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-2,
2024-03-13,202403130MIA,MIA,Jimmy Butler,https://www.basketball-reference.com/boxscores/202403130MIA.html,35.85,6,16,.375,1,2,2,2,1.000,3,2,5,2,0,1,1,2,15,9.2,-12,.500
2024-03-13,202403130MIA,MIA,Terry Rozier,https://www.basketball-reference.com/boxscores/202403130MIA.html,34.83,6,13,.462,0,3,2,2,1.000,1,3,4,4,1,0,2,1,14,10.3,-11,.000
2024-03-13,202403130MIA,MIA,Bam Adebayo,https://www.basketball-reference.com/boxscores/202403130MIA.html,34.35,7,15,.467,1,1,2,4,.500,1,12,13,3,1,1,0,2,17,15.8,-12,1.000
2024-03-13,202403130MIA,MIA,Duncan Robinson,https://www.basketball-reference.com/boxscores/202403130MIA.html,30.77,5,10,.500,1,6,0,0,,0,6,6,3,1,0,1,2,11,9.1,-4,.167
2024-03-13,202403130MIA,MIA,Nikola Jović,https://www.basketball-reference.com/boxscores/202403130MIA.html,15.58,1,3,.333,1,2,0,0,,0,1,1,1,1,0,1,1,3,1.9,+1,.500
2024-03-13,202403130MIA,MIA,Jaime Jaquez Jr.,https://www.basketball-reference.com/boxscores/202403130MIA.html,28.17,2,6,.333,0,1,4,4,1.000,0,2,2,0,0,0,1,2,8,3.4,-6,.000
2024-03-13,202403130MIA,MIA,Caleb Martin,https://www.basketball-reference.com/boxscores/202403130MIA.html,25.4,3,7,.429,1,3,2,2,1.000,1,1,2,1,0,0,1,1,9,5.6,-14,.333
2024-03-13,202403130MIA,MIA,Patty Mills,https://www.basketball-reference.com/boxscores/202403130MIA.html,13.87,1,6,.167,0,3,0,0,,0,3,3,3,1,0,1,0,2,1.2,+1,.000
2024-03-13,202403130MIA,MIA,Thomas Bryant,https://www.basketball-reference.com/boxscores/202403130MIA.html,13.65,3,4,.750,0,0,3,4,.750,2,4,6,0,0,0,0,1,9,9.2,0,
2024-03-13,202403130MIA,MIA,Haywood Highsmith,https://www.basketball-reference.com/boxscores/202403130MIA.html,7.53,0,0,,0,0,0,0,,0,0,0,1,0,0,0,1,0,0.3,-3,
