game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2023-04-07,202304070ATL,PHI,https://www.basketball-reference.com/boxscores/202304070ATL.html,32,21,33,33,17,136
2023-04-07,202304070ATL,ATL,https://www.basketball-reference.com/boxscores/202304070ATL.html,31,32,27,29,12,131
