game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2019-12-28,201912280MIA,PHI,https://www.basketball-reference.com/boxscores/201912280MIA.html,33,26,20,29,8,116
2019-12-28,201912280MIA,MIA,https://www.basketball-reference.com/boxscores/201912280MIA.html,28,26,31,23,9,117
