game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2022-12-23,202212230OKC,NOP,https://www.basketball-reference.com/boxscores/202212230OKC.html,33,31,16,32,16,128
2022-12-23,202212230OKC,OKC,https://www.basketball-reference.com/boxscores/202212230OKC.html,23,23,31,35,13,125
