game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2021-01-23,202101230PHO,DEN,https://www.basketball-reference.com/boxscores/202101230PHO.html,28,30,15,25,8,14,120
2021-01-23,202101230PHO,PHO,https://www.basketball-reference.com/boxscores/202101230PHO.html,30,31,16,21,8,6,112
