game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2023-03-20,202303200PHI,CHI,https://www.basketball-reference.com/boxscores/202303200PHI.html,17,27,25,22,8,10,109
2023-03-20,202303200PHI,PHI,https://www.basketball-reference.com/boxscores/202303200PHI.html,22,18,28,23,8,6,105
