player,elo
Austin Reaves,1619.495526327189
Bam Adebayo,1617.2785403480952
Nikola Vučević,1617.2271562599358
Deni Avdija,1614.0786657121628
Aaron Wiggins,1613.7652558759494
Onyeka Okongwu,1611.4975945529056
Dyson Daniels,1611.042187700209
Sam Hauser,1608.5697495123138
Ty Jerome,1607.1408156054915
Jaden McDaniels,1606.7343649597249
Tyler Herro,1598.9814404738042
Tobias Harris,1598.7620243753115
Jalen Duren,1596.0477092582169
Tyrese Maxey,1595.2245973699657
Norman Powell,1591.0819508015811
Paul George,1589.5660902460816
Chris Paul,1588.7494560848465
Christian Braun,1588.7076589746646
Myles Turner,1587.6635398606043
Brandin Podziemski,1585.2322587598826
Jaylin Williams,1583.825016330635
Draymond Green,1583.4425950217922
Steven Adams,1581.2674740079547
DeMar DeRozan,1580.5740355900987
Ja Morant,1579.5615485631786
Daniel Gafford,1578.9806152904791
Max Strus,1575.9562802115395
Kevin Huerter,1575.0513826998406
Nicolas Batum,1574.8877114605855
Sam Merrill,1574.8537905092721
Jakob Poeltl,1571.02725139456
Caris LeVert,1568.5573988768435
Keon Ellis,1568.3811910655515
Kyle Anderson,1567.4458315059546
Donte DiVincenzo,1565.422775467455
Scottie Barnes,1564.8077169123753
Dorian Finney-Smith,1564.782136740246
Tari Eason,1561.0171962944057
Kris Dunn,1560.8933737754605
Goga Bitadze,1558.4251635897717
Dereck Lively II,1557.5583660876882
Derrick Jones Jr.,1555.029939787626
Zach LaVine,1554.601755541967
Desmond Bane,1554.5082772240553
Cameron Johnson,1554.3261057047712
Cole Anthony,1553.4743114535604
Brandon Clarke,1553.4358076875803
Aaron Nesmith,1552.1326699487406
D'Angelo Russell,1551.6962825747976
Day'Ron Sharpe,1551.2266548960952
Bobby Portis,1551.1032399062335
Jalen Green,1549.659132840216
Cason Wallace,1549.4065370511432
Jonathan Isaac,1548.8988109781271
Bogdan Bogdanović,1547.4833641438206
Khris Middleton,1547.2841395740352
Immanuel Quickley,1547.146594858002
Cameron Payne,1546.8522172856863
Nickeil Alexander-Walker,1546.6824661159765
Buddy Hield,1545.490710757012
Ausar Thompson,1544.6293097378361
Toumani Camara,1544.4140656073714
Miles McBride,1544.3377974632479
Harrison Barnes,1543.034763077468
Kenrich Williams,1541.9065253201286
Dean Wade,1541.6176955208177
Mikal Bridges,1541.4094852201322
Grayson Allen,1541.3992677661097
Kevon Looney,1540.1237956517994
Brandon Williams,1540.0368014705477
Malik Beasley,1539.892800620159
Mason Plumlee,1538.7675884916973
Chris Boucher,1538.7326468293375
Robert Williams,1537.6250389922086
Mitchell Robinson,1537.3837911152405
Mouhamed Gueye,1536.036279886015
Jay Huff,1535.2808481831828
Deandre Ayton,1532.7354447256803
Miles Bridges,1532.6287927818657
T.J. McConnell,1532.5962561632905
Michael Porter Jr.,1532.2791553551574
De'Aaron Fox,1532.135882292413
Delon Wright,1532.1032417535855
Jaxson Hayes,1531.9207236094244
Kai Jones,1531.9200322597278
Ryan Rollins,1531.8825425155471
A.J. Green,1530.3865278265612
Matisse Thybulle,1530.1808694567267
Jock Landale,1529.6385577135054
Alec Burks,1528.162394746167
Tyus Jones,1528.0105940484998
Isaac Okoro,1527.2257202472547
Kevin Love,1526.8408516890786
Jonas Valančiūnas,1526.1650501312747
Donovan Clingan,1525.984416458385
De'Anthony Melton,1525.7150950013395
Joe Ingles,1525.1261173002129
Moritz Wagner,1524.7480874232142
Jeff Dowtin Jr.,1524.4122781246353
Paul Reed,1524.3408254139079
Jared Rhoden,1522.508803247223
Jaylon Tyson,1521.528066539087
Tre Jones,1521.4464833415127
Gary Payton II,1521.1482712018696
Jusuf Nurkić,1520.3465800915644
Vit Krejci,1520.3242531994465
Jaylen Clark,1520.2451485238237
Kyle Lowry,1520.0741061819142
Obi Toppin,1519.8916610520132
DeAndre Jordan,1519.687737417494
Lonzo Ball,1518.7856577052844
Larry Nance Jr.,1518.6097130370197
Robert Covington,1518.1808281841543
Trevelin Queen,1517.859343519926
Gui Santos,1517.5819897611639
Terrence Shannon Jr.,1517.0939466715217
John Collins,1516.7316290142437
Sandro Mamukelashvili,1516.6166327355938
Collin Gillespie,1516.0523184533943
Jalen Johnson,1515.9728077361594
Devin Carter,1515.7635154369962
Dwight Powell,1515.2707897845307
Seth Curry,1515.1914337615833
Montrezl Harrell,1514.9229418750292
Jordan McLaughlin,1514.8894102825122
Ben Simmons,1514.5925932676248
Cam Spencer,1514.446200276849
Zach Collins,1514.3614886028106
RayJ Dennis,1514.1525898532311
Jabari Smith Jr.,1514.0129283757187
Alex Reese,1513.8266045282342
Aaron Holiday,1513.7900919469068
Jake LaRavia,1513.5635809816408
Quenton Jackson,1512.7767266696505
Jalen Suggs,1512.6276662910668
Baylor Scheierman,1512.139929461813
Terance Mann,1511.6380663698462
Dillon Jones,1511.3854594045015
Trey Murphy III,1511.3554981494876
Lamar Stevens,1511.2704693332732
John Konchar,1511.1691274209793
Rui Hachimura,1511.159133779027
Branden Carlson,1511.1233825900442
Monte Morris,1510.866525645977
Julian Phillips,1510.7920152095598
Dru Smith,1510.767449011802
Danny Green,1510.6375504940938
Markelle Fultz,1510.4383552065071
Dejounte Murray,1510.2979847211252
Josh Okogie,1510.2693208451424
Landry Shamet,1510.2440873093976
Josh Minott,1510.1621876611305
Quinten Post,1509.9858363296769
P.J. Washington,1509.5700212100207
Anfernee Simons,1509.4839964555863
Thaddeus Young,1509.4832502929062
Ousmane Dieng,1509.4244543574648
Tony Bradley,1509.4140437859946
Christian Wood,1509.1374436112333
Jae'Sean Tate,1508.9881136737802
Kevin Porter Jr.,1508.8235772588678
Brandon Ingram,1508.815237387587
Isaiah Jackson,1508.8061190351607
Yuki Kawamura,1508.7360280445405
Lauri Markkanen,1508.622015149981
Georges Niang,1508.5976028596335
Jarred Vanderbilt,1508.3025584937236
Neemias Queta,1508.2142639404155
Otto Porter Jr.,1508.1101699456292
Malcolm Brogdon,1507.94013336985
Rob Dillingham,1507.5606088518336
Kemba Walker,1507.4846722722616
Hassan Whiteside,1507.2378984066543
Mike Muscala,1507.1126950302573
Zeke Nnaji,1507.0848774855067
Kevin McCullar Jr.,1507.034413500822
Elijah Harkless,1506.9782151205136
Dominick Barlow,1506.9719279910794
Cam Whitmore,1506.9590468977199
Terence Davis,1506.7100712995275
Duop Reath,1506.6076639316784
Johnny Furphy,1506.474802994733
Dario Šarić,1506.3694849384963
Trey Lyles,1506.2266032304715
Luka Garza,1506.1407436337774
Nae'Qwan Tomlin,1506.02708046053
Thomas Bryant,1505.8497626211838
Joe Harris,1505.7096833759817
Shake Milton,1505.5387681946436
Oscar Tshiebwe,1505.4500718357697
George Hill,1505.3030602514755
JaVale McGee,1505.0293094800315
Enrique Freeman,1504.9737589027466
Sidy Cissoko,1504.6852104761767
Cole Swider,1504.5029575606245
Daeqwon Plowden,1504.4589431954953
Mo Bamba,1504.4298791625454
Frank Kaminsky,1504.3261348171948
Luguentz Dort,1504.2987981900958
Nemanja Bjelica,1504.2277429017972
Enes Freedom,1504.1612087037488
Serge Ibaka,1504.1284881322294
Danilo Gallinari,1504.0250597573677
Lou Williams,1503.6941687399644
T.J. Warren,1503.5229244723157
Marc Gasol,1503.5136910941098
Chuma Okeke,1503.3463534383195
Blake Griffin,1503.1979102477019
Derrick Rose,1503.1947622242703
Marcus Sasser,1503.1108348546447
Will Barton,1502.943153691815
LaMarcus Aldridge,1502.8155223783128
Furkan Korkmaz,1502.6908779171727
Coby White,1502.6514077288346
Moses Moody,1502.474910846977
Derrick Favors,1502.2641992374056
Emoni Bates,1502.2347895874905
Jeremy Lamb,1502.100047331948
Alex Ducas,1502.085874487131
Kenneth Lofton Jr.,1502.059782667063
Cody Zeller,1501.9942576491187
Willy Hernangómez,1501.9842183873454
Luke Kennard,1501.9825787678842
Gary Trent Jr.,1501.9554699668222
A.J. Lawson,1501.9159147638704
Malachi Flynn,1501.9127382969011
Jevon Carter,1501.842803814833
Jackson Rowe,1501.7979393306296
Adam Flagler,1501.780686264732
David Duke Jr.,1501.7767344482243
Keshad Johnson,1501.6819541432812
Christian Koloko,1501.6530478258005
Harrison Ingram,1501.5690276496223
Jontay Porter,1501.4884973430628
Craig Porter Jr.,1501.4816823248739
Chimezie Metu,1501.4695971328395
Nerlens Noel,1501.4651490713256
Tyler Kolek,1501.452503870262
Paul Millsap,1501.4505337607454
Nathan Knight,1501.4297182620983
Richaun Holmes,1501.3538222158093
Andre Iguodala,1501.2653329222146
Caleb Houstan,1501.2418177539344
Eric Gordon,1501.218971538994
Shaquille Harrison,1501.2170505545432
Boban Marjanović,1501.1899874000985
RaiQuan Gray,1501.170165402917
Sasha Vezenkov,1501.1204068498728
Gordon Hayward,1501.1082655006596
Jordan Walsh,1501.103034216149
Cam Christie,1501.101915322863
Matt Thomas,1501.0983690233732
Anthony Lamb,1501.0589250477713
Wesley Matthews,1501.0447104726838
Talen Horton-Tucker,1501.0384534273555
Clint Capela,1501.0116443532083
Buddy Boeheim,1500.9665462832331
Ish Wainright,1500.963573487094
Olivier Sarr,1500.9500423284617
Dylan Windler,1500.9354030617628
Mãozinha Pereira,1500.8824821411145
Dexter Dennis,1500.827085340018
Kyle Korver,1500.8266490453045
Patrick Patterson,1500.822972482227
Jae Crowder,1500.801101448491
MarJon Beauchamp,1500.7811655557016
Rondae Hollis-Jefferson,1500.7675347026902
Nate Hinton,1500.7599069309445
JJ Redick,1500.736909713107
Jabari Parker,1500.713621048953
Darius Miller,1500.70110684817
Trentyn Flowers,1500.6963383893765
Trayce Jackson-Davis,1500.676127835637
Raul Neto,1500.6545661072332
John Henson,1500.6431696415034
Nikola Jović,1500.6055768389642
Amari Bailey,1500.5993598164432
Emanuel Miller,1500.592400681602
Tyler Smith,1500.5881295220213
Maxi Kleber,1500.5821071296832
Goran Dragić,1500.5510850393557
DeMarcus Cousins,1500.540596628663
Alize Johnson,1500.5091560163953
Abdel Nader,1500.5080545342005
Ersan İlyasova,1500.5043033965733
Shabazz Napier,1500.4875592987332
Brandon Goodwin,1500.4847879329313
Mac McClung,1500.4838306422898
Doug McDermott,1500.4675153488495
Nicolò Melli,1500.461467344842
Jules Bernard,1500.4592038484645
Jared Butler,1500.45872843197
Noah Vonleh,1500.443869177805
Keyontae Johnson,1500.441083597445
Carlik Jones,1500.4147965862885
Willie Cauley-Stein,1500.3833903139518
Jamorko Pickett,1500.3814875287892
Gabe York,1500.3701390597676
Khyri Thomas,1500.3255374217733
Killian Tillie,1500.3221852520994
Pacome Dadiet,1500.3142796900997
Mike Scott,1500.279917639669
Malcolm Miller,1500.2794506326197
Mychal Mulder,1500.2511308245848
DeAndre' Bembry,1500.24649408889
Jason Preston,1500.2402584960353
E'Twaun Moore,1500.239988680051
Jarrell Brantley,1500.2389520236784
Marques Bolden,1500.2281796183627
Bobi Klintman,1500.226715355258
Gabriel Lundberg,1500.2266413633333
Cameron Oliver,1500.2263908338355
Skal Labissière,1500.2044428164656
Marvin Williams,1500.200498113186
Edmond Sumner,1500.194009832034
Chris Clemons,1500.1935094610878
Greg Monroe,1500.1888270899751
Derrick Walton,1500.175221948377
T.J. Leaf,1500.1745519852293
Denzel Valentine,1500.1718122666111
Tyson Chandler,1500.170001531231
Hassani Gravett,1500.157957575035
Thabo Sefolosha,1500.154032599359
Alex Fudge,1500.1508234057242
D.J. Carton,1500.1411200901755
Maurice Harkless,1500.1390915032205
Jared Harper,1500.1334895484129
Nik Stauskas,1500.1329652932804
Dwight Howard,1500.1290910387731
Miye Oni,1500.12024476343
Adam Mokoka,1500.1196660687406
Kyle O'Quinn,1500.1177004156477
Paul Watson,1500.1037595708008
Corey Brewer,1500.1018077339459
Henry Ellenson,1500.0966818469167
Dion Waiters,1500.0912259477589
Kadeem Allen,1500.069982975707
Kostas Antetokounmpo,1500.0678678142401
Henri Drell,1500.0672859083982
Brandon Knight,1500.0651396001747
Emmanuel Mudiay,1500.064113523811
Devon Hall,1500.0640496704623
Johnathan Motley,1500.060340618874
Joakim Noah,1500.0597619512168
Jalen Slawson,1500.059143687627
Jared Dudley,1500.0579620992066
Courtney Lee,1500.0561333270743
Elijah Bryant,1500.055975384043
Jeremiah Martin,1500.04965003774
Ante Žižić,1500.0484431405305
Eric Mika,1500.0448255779972
Naz Mitrou-Long,1500.0426996669416
Zach Norvell,1500.0408180043012
Saben Lee,1500.03706165065
Craig Sword,1500.035735589008
Matt Mooney,1500.0261204562985
Devon Dotson,1500.017055098207
Andre Roberson,1500.0164224263042
Quinn Cook,1500.0160780459946
Kevin Hervey,1500.0101325706885
Gabriel Deck,1500.0096007837153
Tacko Fall,1500.0063913500626
Amida Brimah,1500.0037751014725
Dewan Hernandez,1500.000929829036
Will Magnay,1500.0
Stanton Kidd,1500.0
Jalen Crutcher,1500.0
Kaiser Gates,1500.0
Tyler Dorsey,1500.0
Javin DeLaurier,1500.0
Jarron Cumberland,1500.0
Jaylen Morris,1500.0
Quincy Olivari,1500.0
Tyler Zeller,1500.0
Malcolm Cazalon,1500.0
Andrew Funk,1500.0
Chima Moneke,1500.0
Markquis Nowell,1500.0
Grant Riller,1500.0
Trevor Keels,1500.0
Jaime Echenique,1500.0
Wayne Selden,1500.0
Malik Newman,1500.0
Feron Hunt,1500.0
Jamal Crawford,1500.0
Aaron Henry,1500.0
Ade Murkey,1500.0
Arnoldas Kulboka,1500.0
Dusty Hannahs,1500.0
J.P. Macura,1500.0
Filip Petrušev,1500.0
Tariq Owens,1500.0
James Nunnally,1500.0
Marko Simonovic,1500.0
Isaiah Stevens,1500.0
Joel Ayayi,1500.0
Tyler Hall,1500.0
Petr Cornelie,1500.0
Jaysean Paige,1500.0
Jon Teske,1500.0
Cat Barber,1500.0
Tristen Newton,1500.0
Paris Bass,1500.0
M.J. Walker,1500.0
Jahmir Young,1500.0
Isaiah Crawford,1500.0
Dmytro Skapintsev,1500.0
Luca Vildoza,1500.0
Moses Wright,1500.0
Shamorie Ponds,1500.0
Sam Dekker,1500.0
David Johnson,1500.0
Riley Minix,1500.0
Cui Yongxi,1500.0
Jalen Bridges,1500.0
Greg Whittington,1500.0
Joe Johnson,1500.0
Donovan Williams,1500.0
Leonard Miller,1500.0
Rob Edwards,1500.0
Zyon Pullin,1500.0
Ahmad Caver,1500.0
Jordan Ford,1500.0
Nate Darling,1500.0
Daryl Macon,1500.0
Ty-Shon Alexander,1500.0
Jesse Edwards,1500.0
Alondes Williams,1500.0
Tre Scott,1500.0
Anton Watson,1500.0
Izaiah Brockington,1500.0
Scottie Lewis,1500.0
PJ Hall,1500.0
Shaq Buchanan,1500.0
Michael Foster Jr.,1500.0
Jaylen Adams,1500.0
Marial Shayok,1500.0
Zhaire Smith,1500.0
Liam Robbins,1500.0
Tyler Bey,1500.0
Malevy Leons,1500.0
JaQuori McLaughlin,1500.0
Ryan Anderson,1500.0
George King,1500.0
Amile Jefferson,1499.999131240125
Johnathan Williams,1499.9980462151873
Jonah Bolden,1499.9967384387965
Devontae Cacok,1499.992052983883
Juwan Morgan,1499.9913829851216
C.J. Miles,1499.9896929720232
Antonius Cleveland,1499.9896116353334
Mamadi Diakite,1499.9873712342214
Bryn Forbes,1499.987290353187
Jalen Lecque,1499.984391058772
Kyle Alexander,1499.9826417261454
Josh Reaves,1499.9821369773688
Rodions Kurucs,1499.9797850807824
Jalen Harris,1499.9770560044574
Jordan Schakel,1499.9692608473383
Josh Magette,1499.962450540242
Xavier Tillman Sr.,1499.9595275187708
Josh Gray,1499.95592538997
Chandler Parsons,1499.9540635616645
Marco Belinelli,1499.9513406729357
Marquese Chriss,1499.9507196941065
Brian Bowen,1499.9497517284735
William Howard,1499.9480566378725
Tyrell Terry,1499.9469601768362
Anžejs Pasečņiks,1499.9442158320767
Jemerrio Jones,1499.940824165981
Mfiondu Kabengele,1499.936598927815
Jarrod Uthoff,1499.935517075123
B.J. Johnson,1499.9290068378111
Ricky Rubio,1499.9287103661663
Scotty Hopson,1499.9270031867245
Malcolm Hill,1499.926440143349
Dereon Seabron,1499.921033755762
Joe Chealey,1499.9193124499373
Thon Maker,1499.9170043244474
Reggie Bullock,1499.9154549533955
Norvel Pelle,1499.9129065346087
Nigel Williams-Goss,1499.9127626093696
Trey Burke,1499.9115802632316
D'Moi Hodge,1499.9109636459332
Cheick Diallo,1499.9107927726816
Ray Spalding,1499.9096117714535
Elie Okobo,1499.9078056498945
Luc Mbah a Moute,1499.907497894634
Jeremy Pargo,1499.9042478733834
Robert Franks,1499.899056591556
Emanuel Terry,1499.8985328274043
Troy Daniels,1499.8897984797527
Vic Law,1499.8896849176185
Robert Woodard II,1499.882645906945
Zylan Cheatham,1499.8823467525342
Trayvon Palmer,1499.8821731398261
Mason Jones,1499.8782133913119
Sharife Cooper,1499.876275325094
Anderson Varejão,1499.875396669899
Darren Collison,1499.8707146820268
Jordan McRae,1499.8674581057842
Leandro Bolmaro,1499.8652444119903
Cameron McGriff,1499.8636020700342
Allonzo Trier,1499.8586021617423
Myles Powell,1499.8544100970435
Cassius Stanley,1499.849208660261
Vincent Poirier,1499.8458706096062
Jerian Grant,1499.8450434688114
Terquavion Smith,1499.8421154272762
J.J. Barea,1499.8393178471347
Jermaine Samuels,1499.8370051315167
Vernon Carey Jr.,1499.8368629366612
Ryan Broekhoff,1499.8366435774208
Dakota Mathias,1499.835413787274
Wayne Ellington,1499.834463861119
Jeff Teague,1499.8261171274676
Louis King,1499.8260324237397
AJ Griffin,1499.821742821706
Brodric Thomas,1499.8215673718005
Marko Gudurić,1499.815761353611
Jay Scrubb,1499.815649230253
Carsen Edwards,1499.809905482536
RJ Nembhard Jr.,1499.8026659666339
Bruno Caboclo,1499.7963368427627
Kennedy Chandler,1499.7917941783958
Cristiano Felício,1499.7898331109463
Justin James,1499.787893967789
Donta Hall,1499.7845986609575
Dragan Bender,1499.7771228438198
Rudy Gay,1499.7722142359858
Džanan Musa,1499.769028505907
Kevin Pangos,1499.767805549149
Kelan Martin,1499.764407649902
Michael Kidd-Gilchrist,1499.7636085637796
Zach Edey,1499.7595550583746
Justin Wright-Foreman,1499.753594664805
Lance Thomas,1499.7497271653594
Frank Mason III,1499.7488015188328
Evan Turner,1499.7480888077685
Cameron Reynolds,1499.7421062227377
Axel Toupane,1499.7408057629195
Vince Carter,1499.7386691267416
Aleem Ford,1499.7324282951001
Alen Smailagić,1499.7215344454225
Daniel Oturu,1499.7181309977684
E.J. Liddell,1499.7143257905134
Iman Shumpert,1499.7126040465487
Darius Days,1499.7118927023955
DeMarre Carroll,1499.7095654053676
Patrick McCaw,1499.7005538157584
Cassius Winston,1499.700002822627
Meyers Leonard,1499.6995699582824
Deonte Burton,1499.690520628527
J.R. Smith,1499.687329095837
Malik Fitts,1499.6835942076477
Caleb Swanigan,1499.678831182872
KZ Okpala,1499.673130763883
Chaundee Brown Jr.,1499.6671825950662
D.J. Wilson,1499.6665841183333
Ed Davis,1499.6569289841345
Quinndary Weatherspoon,1499.655938498649
Rajon Rondo,1499.652728636927
Facundo Campazzo,1499.6319967859133
Jalen Pickett,1499.614971224881
Yuri Collins,1499.6085636233877
Kent Bazemore,1499.6030018712813
Yogi Ferrell,1499.5919070444818
Devonte' Graham,1499.5894222729657
Ian Mahinmi,1499.5893421845003
Jordan Bell,1499.5820005602075
Yves Pons,1499.5794854162284
Tyrone Wallace,1499.569124188859
Michael Frazier,1499.5671512009603
Deividas Sirvydis,1499.566675190239
JaKarr Sampson,1499.5619687673236
Adama Sanogo,1499.5463936240617
Patrick Beverley,1499.537635217684
Lance Stephenson,1499.534164765478
Gorgui Dieng,1499.5311347751583
Jaylen Hoard,1499.5197630449622
Trevor Hudgins,1499.5096349468454
Omari Spellman,1499.5057759745584
Rayjon Tucker,1499.4935991914715
Kendrick Nunn,1499.4915539410513
Dewayne Dedmon,1499.4880207130211
Leaky Black,1499.4835199034967
Ariel Hukporti,1499.4452060594056
Karim Mané,1499.4443602515819
Mario Hezonja,1499.4332658146152
Chance Comanche,1499.4053442444301
Chris Silva,1499.3983061174647
Sean McDermott,1499.397692698598
Xavier Sneed,1499.3946470010158
Jordan Hall,1499.3943741915252
Langston Galloway,1499.3852537224675
Phillip Wheeler,1499.3731233740175
Justin Anderson,1499.3696864172318
Anthony Tolliver,1499.3661853035842
Javonte Smart,1499.3643471218336
Joe Wieskamp,1499.363069819276
Mike James,1499.361290299767
JD Davison,1499.3548752010295
Kendall Brown,1499.354164762071
Tremont Waters,1499.3456139471793
Markus Howard,1499.344577388159
Jacob Evans,1499.337550736077
Bones Hyland,1499.3314371160625
Devin Cannady,1499.3312309396597
Xavier Cooks,1499.3228213553314
Jahlil Okafor,1499.2960790040404
Sindarius Thornwell,1499.2631582081042
Evan Fournier,1499.2372524844018
Daniss Jenkins,1499.1980679792377
Javonte Green,1499.1933095993406
Robin Lopez,1499.1802264477822
Wilson Chandler,1499.1752311516611
Khem Birch,1499.1594140512143
Seth Lundy,1499.1527556945841
Chris Chiozza,1499.1295203034608
Nico Mannion,1499.1261226416643
Juancho Hernangómez,1499.0831217956654
Reggie Perry,1499.076697403443
Matthew Hurt,1499.064806582327
Kevon Harris,1499.0492978378709
Chandler Hutchison,1499.0169162466536
Harry Giles,1499.012128206267
Jake Layman,1498.9991185377012
Treveon Graham,1498.9699890842749
Oso Ighodaro,1498.9594941768369
Udonis Haslem,1498.9540536372174
Jordan Bone,1498.9535723084284
Justin Patton,1498.9104639404848
Jazian Gortman,1498.8984881316956
Al-Farouq Aminu,1498.854807796871
Brad Wanamaker,1498.840848875595
Taze Moore,1498.8381116788378
Juan Toscano-Anderson,1498.8279757974562
Isaac Bonga,1498.8269817648684
Patrick Baldwin Jr.,1498.825649143226
Damyean Dotson,1498.8210314009518
Freddie Gillespie,1498.8197606927833
Eric Bledsoe,1498.811999082493
James Ennis III,1498.793840026615
Theo Pinson,1498.7468050213608
Josh Hall,1498.7349001460238
PJ Dozier,1498.7042068653277
Ky Bowman,1498.7017356725441
Allen Crabbe,1498.6695012218431
Tyler Johnson,1498.6598598064522
Tyler Cook,1498.6596557494192
Kyle Guy,1498.6571726608586
Didi Louzada,1498.6526083431902
Matt Ryan,1498.6487030834571
Bol Bol,1498.640533209674
Miles Norris,1498.6265902267494
De'Andre Hunter,1498.6099332568083
Jared McCain,1498.5623568662947
Gary Clark,1498.5379328615911
Georgios Kalaitzakis,1498.5352751615242
Jerome Robinson,1498.5310943194434
DeJon Jarreau,1498.5260925137952
Onuralp Bitim,1498.5202577051405
David Nwaba,1498.5098139107988
Moses Brown,1498.4967810812675
Terrance Ferguson,1498.4864763575092
Lindell Wigginton,1498.4714864332957
Charlie Brown Jr.,1498.468180389033
Tolu Smith,1498.4227371970414
Udoka Azubuike,1498.4079019256974
Justise Winslow,1498.3581441425597
Jack White,1498.3443157101867
Tim Frazier,1498.3389935874638
Xavier Moon,1498.3361163823126
Justin Robinson,1498.2897347855685
Kobi Simmons,1498.2881135550087
Semi Ojeleye,1498.2689231329437
Isaiah Mobley,1498.2584040644574
Solomon Hill,1498.2053902750306
Justin Jackson,1498.1782005661912
Skylar Mays,1498.1515526652502
Matthew Dellavedova,1498.1167269566065
Luke Travers,1498.056273056367
Isaiah Thomas,1498.0270585232888
Aron Baynes,1498.0207777449966
Wes Iwundu,1497.980014381636
Trevor Ariza,1497.956446728065
Sterling Brown,1497.9289538250323
Greg Brown III,1497.9279303760238
Dāvis Bertāns,1497.92098062359
Isaiah Todd,1497.8779541857552
Braxton Key,1497.8775194865236
Davon Reed,1497.8751215247414
Alfonzo McKinnie,1497.7854858765138
Thanasis Antetokounmpo,1497.7746018465152
Tomáš Satoranský,1497.7575888718504
JaMychal Green,1497.7139847808323
Tony Snell,1497.706562445863
Ibou Badji,1497.6954003106366
McKinley Wright IV,1497.6655132297437
Rodney Hood,1497.6466408630874
Jaden Hardy,1497.6198063755376
Rodney McGruder,1497.6152773027338
Ryan Arcidiacono,1497.6116035920847
John Butler,1497.5933456212942
Keljin Blevins,1497.586895981701
N'Faly Dante,1497.5851546862573
Omer Yurtseven,1497.5816017685881
Ashton Hagans,1497.5075487008885
Ron Harper Jr.,1497.4895850446208
Jahmi'us Ramsey,1497.4328547642388
Cory Joseph,1497.4047907062113
Armel Traoré,1497.3875215246792
Victor Oladipo,1497.3597464324394
Kobe Bufkin,1497.349676509467
Timothé Luwawu-Cabarrot,1497.325964207595
Jaden Springer,1497.3250834905405
Carmelo Anthony,1497.2125492605846
Ajay Mitchell,1497.1966743940875
Michael Carter-Williams,1497.1634187361885
Melvin Frazier,1497.1429169482212
Glenn Robinson III,1497.1199711360928
Elijah Hughes,1497.1148620213023
D.J. Augustin,1497.0144539321395
Isaac Jones,1496.9211359850044
Dennis Smith Jr.,1496.8529111224088
Kris Murray,1496.8427136262924
Terry Taylor,1496.8426113040919
Stanley Umude,1496.725194203008
Moussa Diabaté,1496.710305813815
Ignas Brazdeikis,1496.688392552909
Ulrich Chomche,1496.6684202221618
Frank Jackson,1496.629749046002
Eric Paschall,1496.618025285279
Keifer Sykes,1496.607404674101
Jabari Walker,1496.5577899290508
Chris Livingston,1496.4974214780443
Jacob Toppin,1496.4393353576543
Wenyen Gabriel,1496.4105037632341
Scotty Pippen Jr.,1496.4006540585788
Justin Holiday,1496.3477982660827
Drew Peterson,1496.3397058704918
Usman Garuba,1496.3091949863601
Troy Brown Jr.,1496.3048417598616
Jarrett Culver,1496.2586056607981
Frank Ntilikina,1496.248470599049
Trent Forrest,1496.2386808350673
Isaiah Wong,1496.1176203129517
Armoni Brooks,1496.099165196347
Josh Jackson,1496.0759786200724
Hamidou Diallo,1496.0416608205217
Ben McLemore,1496.0289338541143
Keita Bates-Diop,1496.0057630183273
Gary Harris,1496.0004550057956
