player,elo
Bruno Fernando,1495.9866129485965
Anthony Black,1495.9635514409108
Pete Nance,1495.928046657411
Malik Monk,1495.9231602022567
Stanley Johnson,1495.8754202753028
Justin Minaya,1495.8534944439148
Jeff Green,1495.8207088612999
Jack McVeigh,1495.7642462739152
Zavier Simpson,1495.7316636801058
Sekou Doumbouya,1495.6849747246524
James Johnson,1495.6102580677534
Malik Williams,1495.5808063416341
Chasson Randle,1495.5661541922254
Pat Spencer,1495.5021714160598
John Wall,1495.4931326037772
Mouhamadou Gueye,1495.35571726623
Duane Washington Jr.,1495.351728383788
Keaton Wallace,1495.3089655645447
Damion Lee,1495.2614197752116
Jordan Goodwin,1495.0853671307987
Daniel Theis,1495.0735005638683
Damian Jones,1495.0640332077378
Romeo Langford,1494.999283786209
Admiral Schofield,1494.9632354520968
Danuel House Jr.,1494.9057744234765
Oshae Brissett,1494.9017228883529
Duncan Robinson,1494.8535227079788
Eugene Omoruyi,1494.7314203724636
Kira Lewis Jr.,1494.6365106010462
Jalen Smith,1494.6222862043323
Yuta Watanabe,1494.576515100672
Luka Šamanić,1494.5214469731113
Kentavious Caldwell-Pope,1494.5208963376936
Joshua Primo,1494.3716984555272
Hunter Tyson,1494.3599074650601
CJ Elleby,1494.342896854898
Timmy Allen,1494.1987251158287
Avery Bradley,1494.1301320714042
Marcus Smart,1494.099541098667
Nassir Little,1494.0326658246825
James Bouknight,1493.834936870294
Chris Duarte,1493.6192165890575
Trey Alexander,1493.5564533054182
Royce O'Neale,1493.5016686071303
Nathan Mensah,1493.4322594319692
Jaylen Nowell,1493.4290841760987
Isaiah Stewart,1493.3810958324962
Grant Williams,1493.1623270990292
Tim Hardaway Jr.,1493.1621622786206
Marcus Morris,1493.0256905442573
Josh Richardson,1492.8215227510327
Jarace Walker,1492.6537856053574
Isaiah Roby,1492.6467903412286
Jacob Gilyard,1492.6117748667234
Kobe Brown,1492.5950663618653
Taylor Hendricks,1492.4761892531367
Keegan Murray,1492.460505067318
Aleksej Pokusevski,1492.3198530226935
Jamaree Bouyea,1492.3064606982255
Dwayne Bacon,1492.257367088167
Cedi Osman,1491.4541633026909
Terrence Ross,1491.2993007099399
Charles Bassey,1491.2489005750144
Austin Rivers,1490.7488276797587
Bronny James,1490.7167213476675
Markieff Morris,1490.7066206792745
Alex Len,1490.6501236416207
Herbert Jones,1490.6380995907139
Josh Christopher,1490.6001366750038
Kevin Knox,1490.587612966435
Taj Gibson,1490.3193608085414
Tristan Thompson,1490.28366250752
Marcus Garrett,1490.271692515454
Pat Connaughton,1490.2221358250742
Simone Fontecchio,1490.1966387024045
Javon Freeman-Liberty,1490.0578892381197
Daishen Nix,1489.7823832471668
Drew Eubanks,1489.7453861995875
Vlatko Čančar,1489.7211364534282
Marvin Bagley III,1489.4197687031537
Patty Mills,1488.9799184379435
Jordan Nwora,1488.5279953014256
TyTy Washington Jr.,1488.516498860025
Quentin Grimes,1488.4902406303781
Guerschon Yabusele,1488.4451362674383
R.J. Hampton,1488.357197962274
Darius Bazley,1488.0387262993002
Shaedon Sharpe,1487.9334107689551
Jordan Miller,1487.8126824990823
Isaiah Livers,1487.7896978776953
Saddiq Bey,1487.359169978928
Jeenathan Williams,1487.3042905496377
Bojan Bogdanović,1487.1861097208532
Jonathan Kuminga,1486.6907763209233
Jericho Sims,1486.5295179875282
Tre Mann,1486.4540064439946
Reed Sheppard,1486.342852655668
Jaylen Sims,1486.2897137768086
Johnny Davis,1486.205974096577
Trendon Watford,1486.1910005637073
Spencer Jones,1486.1210056199457
Dante Exum,1485.731654121847
Bryce McGowens,1484.909445828123
Matas Buzelis,1484.6918169722649
Jalen McDaniels,1484.5471218802131
Cam Thomas,1484.495880893631
Julian Champagnie,1484.3149596340825
Dalton Knecht,1483.9562464559824
Santi Aldama,1483.8929730645016
Dalen Terry,1483.2311830256608
Reggie Jackson,1483.1768462399657
P.J. Tucker,1482.6995537229418
Jett Howard,1482.6937819644704
Ish Smith,1482.2369799047187
Wendell Moore Jr.,1482.216822068063
Théo Maledon,1482.0978437518745
Ja'Kobe Walter,1481.9441062687822
Garrett Temple,1481.6597223006343
James Wiseman,1481.4406179523737
Andre Jackson Jr.,1480.5812625197539
Pelle Larsson,1480.457037641653
Rayan Rupert,1479.5150000871183
Torrey Craig,1479.3032818879408
Cody Martin,1479.281924491721
Caleb Martin,1478.6818568996289
Ron Holland,1478.5346065661856
Scoot Henderson,1478.4032125713984
Mark Williams,1478.2978514954839
Bradley Beal,1478.174415333962
Svi Mykhailiuk,1477.7909460811231
Jaime Jaquez Jr.,1477.7028632331262
Kel'el Ware,1477.366483560052
Tristan Vukcevic,1477.0017718338804
Bismack Biyombo,1476.7616231324232
Walker Kessler,1476.7304273986213
Anthony Gill,1476.6374561771618
Dalano Banton,1476.455450558473
Tosan Evbuomwan,1476.3925064723696
Haywood Highsmith,1476.3921724246622
Orlando Robinson,1475.8951416422383
Blake Wesley,1475.8642716903455
Maxwell Lewis,1475.82873698808
CJ McCollum,1475.3475671607252
Zaccharie Risacher,1474.883105948904
Lester Quiñones,1474.8765168107886
Karlo Matković,1474.7986167943527
Gabe Vincent,1474.7840587560547
Trey Jemison,1474.6511377494176
Cam Reddish,1474.5096037876253
Kylor Kelley,1474.2512036925332
Kessler Edwards,1473.8640450154305
Klay Thompson,1473.6906273241177
Kelly Olynyk,1473.212124928184
Dariq Whitehead,1472.7209170828353
Wendell Carter Jr.,1471.6941571984744
Lindy Waters III,1471.410113891122
Colin Castleton,1471.0546206663853
Taurean Prince,1470.5296928888072
Garrison Mathews,1469.434681879751
Jaylen Wells,1468.5648890137404
Jaden Ivey,1468.4525144488491
Jerami Grant,1468.0384197179096
Brice Sensabaugh,1467.6649345814192
Adem Bona,1467.5579940157716
Jamal Cain,1467.5069745395494
Olivier-Maxence Prosper,1465.9477271547294
Andre Drummond,1465.8485699329847
Jalen Hood-Schifino,1465.5603480907034
Malaki Branham,1465.0549994378
Killian Hayes,1464.4149930503847
David Roddy,1464.208504601426
Vince Williams Jr.,1463.767529148359
Ben Sheppard,1463.336172054907
Tyson Etienne,1463.1943170723512
Micah Potter,1462.738086736697
Reece Beekman,1461.946484460511
Dillon Brooks,1461.503391881196
Drew Timme,1461.4712290230032
Andrew Wiggins,1461.2068503875387
Max Christie,1460.803944323311
Andrew Nembhard,1460.6142133046303
RJ Barrett,1460.232732169275
Tyrese Martin,1459.7401433954794
Jeremy Sochan,1457.9825613351934
Brandon Boston Jr.,1457.8918467201195
Collin Sexton,1457.6065702675985
Naji Marshall,1457.4408097390149
Tristan Da Silva,1457.1640678513857
JT Thor,1457.111960911912
Davion Mitchell,1456.7120867128133
Julian Strawther,1455.1860443658136
Marcus Bagley,1454.513054045026
Jose Alvarado,1454.4118149496107
Ryan Dunn,1454.3290037820686
Precious Achiuwa,1453.7111987982396
GG Jackson II,1453.6729087560577
Devin Vassell,1453.4273967646104
Jamison Battle,1452.3099935092287
Colby Jones,1452.2388389227494
Jonathan Mogbo,1451.4963713048687
Jordan Clarkson,1451.2415175598103
Keion Brooks Jr.,1450.8904965367758
Justin Champagnie,1450.757558832442
Nic Claxton,1450.3243820898676
Jaylen Martin,1449.6288440013584
Brandon Miller,1449.2807444018383
Kyle Filipowski,1448.4427972099681
Vasilije Micić,1448.1519673454632
Dennis Schröder,1448.1136905143183
Noah Clowney,1447.9977650793387
Keldon Johnson,1447.7044186052713
Bennedict Mathurin,1446.977404907998
Peyton Watson,1445.0869152011849
Damion Baugh,1444.3440899709153
Lonnie Walker IV,1443.697622600399
Elfrid Payton,1442.4531087202336
Ricky Council IV,1442.2488266288476
Terry Rozier,1440.8804570904313
Antonio Reeves,1439.6034831035413
Spencer Dinwiddie,1438.4929384562774
Johnny Juzang,1438.1638770003403
Stephon Castle,1436.5933722297939
Ochai Agbaji,1435.1914604426029
Nick Richards,1433.8570621897832
Ayo Dosunmu,1433.4803476248542
Amir Coffey,1433.1165284771369
Jamal Shead,1430.9297636121626
Justin Edwards,1429.3402671252632
Jeremiah Robinson-Earl,1428.9702770498668
Ziaire Williams,1427.48514161781
Patrick Williams,1425.9621531004248
Russell Westbrook,1425.8930968286356
Kelly Oubre Jr.,1423.5299075376429
Jalen Wilson,1422.3742278058883
KJ Martin,1417.5568393318042
Jordan Poole,1415.329047885038
Bruce Brown,1409.8200822804465
KJ Simpson,1406.5885807965126
DaQuan Jeffries,1404.7703127517393
Tidjane Salaün,1403.4805957397211
Keon Johnson,1401.8840094660668
Corey Kispert,1395.585429410714
Jordan Hawkins,1392.9572371729348
Kyshawn George,1387.741847402062
Gradey Dick,1382.0834827202414
AJ Johnson,1381.6965103299801
Josh Green,1375.3996558468252
Yves Missi,1373.3634069217549
Cody Williams,1369.7140252027148
Alex Sarr,1360.713331634346
Keyonte George,1359.2959143642054
Nick Smith Jr.,1347.533086181584
Isaiah Collier,1324.6300536098115
Bilal Coulibaly,1309.9403813041495
Kyle Kuzma,1306.7388130710847
Bub Carrington,1300.0
