game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2023-11-06,202311060HOU,SAC,https://www.basketball-reference.com/boxscores/202311060HOU.html,22,20,18,37,97
2023-11-06,202311060HOU,HOU,https://www.basketball-reference.com/boxscores/202311060HOU.html,32,35,30,25,122
