game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2020-08-24,202008240ORL,MIL,https://www.basketball-reference.com/boxscores/202008240ORL.html,22,36,26,37,121
2020-08-24,202008240ORL,ORL,https://www.basketball-reference.com/boxscores/202008240ORL.html,18,34,29,25,106
