game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2023-02-24,202302240LAC,SAC,https://www.basketball-reference.com/boxscores/202302240LAC.html,40,36,34,43,11,12,176
2023-02-24,202302240LAC,LAC,https://www.basketball-reference.com/boxscores/202302240LAC.html,40,40,37,36,11,11,175
