game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2021-03-12,202103120CHI,MIA,Kelly Olynyk,https://www.basketball-reference.com/boxscores/202103120CHI.html,33.2,4,11,.364,1,4,.250,0,0,0,9,9,3,1,1,0,2,9,8.6,+7,
2021-03-12,202103120CHI,MIA,Jimmy Butler,https://www.basketball-reference.com/boxscores/202103120CHI.html,33.02,9,17,.529,0,1,.000,10,12,0,3,3,8,4,1,2,2,28,27.3,+9,.833
2021-03-12,202103120CHI,MIA,Duncan Robinson,https://www.basketball-reference.com/boxscores/202103120CHI.html,29.67,5,9,.556,5,8,.625,0,0,0,5,5,2,3,0,0,1,15,16.2,+6,
2021-03-12,202103120CHI,MIA,Kendrick Nunn,https://www.basketball-reference.com/boxscores/202103120CHI.html,25.75,4,11,.364,2,7,.286,0,0,0,2,2,5,2,0,1,0,10,9.0,+4,
2021-03-12,202103120CHI,MIA,KZ Okpala,https://www.basketball-reference.com/boxscores/202103120CHI.html,25.27,2,3,.667,0,1,.000,0,0,1,4,5,1,0,1,1,4,4,3.4,+4,
2021-03-12,202103120CHI,MIA,Goran Dragić,https://www.basketball-reference.com/boxscores/202103120CHI.html,32.25,9,15,.600,4,8,.500,3,4,0,7,7,5,0,0,4,2,25,18.5,+9,.750
2021-03-12,202103120CHI,MIA,Tyler Herro,https://www.basketball-reference.com/boxscores/202103120CHI.html,23.3,1,7,.143,0,3,.000,2,4,0,4,4,1,1,0,1,2,4,-0.2,+5,.500
2021-03-12,202103120CHI,MIA,Andre Iguodala,https://www.basketball-reference.com/boxscores/202103120CHI.html,22.72,0,4,.000,0,3,.000,0,0,0,2,2,1,0,1,0,0,0,-0.8,+7,
2021-03-12,202103120CHI,MIA,Chris Silva,https://www.basketball-reference.com/boxscores/202103120CHI.html,11.75,2,2,1.000,0,0,,0,0,0,3,3,0,0,2,0,0,4,5.7,+5,
2021-03-12,202103120CHI,MIA,Precious Achiuwa,https://www.basketball-reference.com/boxscores/202103120CHI.html,3.03,1,1,1.000,0,0,,0,0,0,1,1,0,0,0,0,0,2,2.0,-1,
2021-03-12,202103120CHI,CHI,Zach LaVine,https://www.basketball-reference.com/boxscores/202103120CHI.html,37.6,10,16,.625,6,8,.750,4,4,0,6,6,6,0,2,5,3,30,24.0,-9,1.000
2021-03-12,202103120CHI,CHI,Coby White,https://www.basketball-reference.com/boxscores/202103120CHI.html,33.75,3,13,.231,2,8,.250,0,0,1,2,3,5,2,0,0,3,8,5.7,-8,
2021-03-12,202103120CHI,CHI,Lauri Markkanen,https://www.basketball-reference.com/boxscores/202103120CHI.html,33.05,8,18,.444,4,10,.400,0,0,1,5,6,2,0,0,2,2,20,11.4,-9,
2021-03-12,202103120CHI,CHI,Wendell Carter Jr.,https://www.basketball-reference.com/boxscores/202103120CHI.html,22.45,1,5,.200,0,0,,2,2,4,6,10,3,0,0,0,2,4,6.8,-11,1.000
2021-03-12,202103120CHI,CHI,Patrick Williams,https://www.basketball-reference.com/boxscores/202103120CHI.html,20.6,1,6,.167,1,1,1.000,0,0,1,1,2,0,1,0,3,0,3,-1.8,-16,
2021-03-12,202103120CHI,CHI,Thaddeus Young,https://www.basketball-reference.com/boxscores/202103120CHI.html,25.55,6,13,.462,0,0,,1,1,4,6,10,3,1,1,2,1,13,12.3,0,1.000
2021-03-12,202103120CHI,CHI,Garrett Temple,https://www.basketball-reference.com/boxscores/202103120CHI.html,21.38,2,6,.333,1,3,.333,0,0,0,1,1,0,0,0,1,1,5,0.5,-1,
2021-03-12,202103120CHI,CHI,Denzel Valentine,https://www.basketball-reference.com/boxscores/202103120CHI.html,17.38,2,6,.333,1,4,.250,0,0,1,6,7,1,1,0,1,2,5,4.0,-1,
2021-03-12,202103120CHI,CHI,Tomáš Satoranský,https://www.basketball-reference.com/boxscores/202103120CHI.html,15.77,1,6,.167,0,3,.000,0,0,0,1,1,3,0,0,1,0,2,-0.4,-1,
2021-03-12,202103120CHI,CHI,Otto Porter Jr.,https://www.basketball-reference.com/boxscores/202103120CHI.html,12.45,0,3,.000,0,1,.000,0,0,0,4,4,2,0,0,1,2,0,-1.3,+1,
