game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2022-03-13,202203130ORL,PHI,https://www.basketball-reference.com/boxscores/202203130ORL.html,24,23,27,30,12,116
2022-03-13,202203130ORL,ORL,https://www.basketball-reference.com/boxscores/202203130ORL.html,29,30,21,24,10,114
