game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2023-04-28,202304280LAL,MEM,https://www.basketball-reference.com/boxscores/202304280LAL.html,101.6,0.365,11.8,24.6,0.156,83.6
2023-04-28,202304280LAL,LAL,https://www.basketball-reference.com/boxscores/202304280LAL.html,101.6,0.621,14.1,22.5,0.132,123.0
