game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2020-02-05,202002050TOR,IND,Q1,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202002050TOR.html,8.17,0,0,0,0,0,2,.000,0,2,2,2,0,0,1,0,0,0.2,-6,,
2020-02-05,202002050TOR,IND,Q1,Malcolm Brogdon,https://www.basketball-reference.com/boxscores/202002050TOR.html,9.33,4,6,1,2,0,0,,1,1,2,0,0,0,0,0,9,7.4,-5,.667,.500
2020-02-05,202002050TOR,IND,Q1,Victor Oladipo,https://www.basketball-reference.com/boxscores/202002050TOR.html,6.88,1,4,0,1,0,0,,0,1,1,1,0,0,0,0,2,0.6,-4,.250,.000
2020-02-05,202002050TOR,IND,Q1,Jeremy Lamb,https://www.basketball-reference.com/boxscores/202002050TOR.html,10.52,1,2,1,1,0,0,,0,0,0,0,1,0,1,1,3,1.6,-7,.500,1.000
2020-02-05,202002050TOR,IND,Q1,Myles Turner,https://www.basketball-reference.com/boxscores/202002050TOR.html,9.33,2,5,0,1,0,0,,1,2,3,1,1,0,0,0,4,4.3,-5,.400,.000
2020-02-05,202002050TOR,IND,Q1,Justin Holiday,https://www.basketball-reference.com/boxscores/202002050TOR.html,3.83,0,3,0,3,0,0,,1,0,1,0,0,0,0,0,0,-1.4,-4,.000,.000
2020-02-05,202002050TOR,IND,Q1,Doug McDermott,https://www.basketball-reference.com/boxscores/202002050TOR.html,1.48,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,,
2020-02-05,202002050TOR,IND,Q1,Aaron Holiday,https://www.basketball-reference.com/boxscores/202002050TOR.html,5.12,0,1,0,1,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-6,.000,.000
2020-02-05,202002050TOR,IND,Q1,T.J. McConnell,https://www.basketball-reference.com/boxscores/202002050TOR.html,2.67,1,1,0,0,0,0,,0,1,1,1,0,0,1,1,2,1.3,-5,1.000,
2020-02-05,202002050TOR,IND,Q1,Goga Bitadze,https://www.basketball-reference.com/boxscores/202002050TOR.html,2.67,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,-0.8,-5,,
2020-02-05,202002050TOR,IND,Q2,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202002050TOR.html,9.3,1,3,0,1,0,0,,0,3,3,4,0,0,1,0,2,3.0,+17,.333,.000
2020-02-05,202002050TOR,IND,Q2,Malcolm Brogdon,https://www.basketball-reference.com/boxscores/202002050TOR.html,6.85,2,2,0,0,0,0,,1,2,3,2,0,0,1,0,4,5.1,+15,1.000,
2020-02-05,202002050TOR,IND,Q2,Victor Oladipo,https://www.basketball-reference.com/boxscores/202002050TOR.html,4.28,2,2,1,1,0,0,,0,0,0,0,0,0,0,0,5,4.4,+7,1.000,1.000
2020-02-05,202002050TOR,IND,Q2,Jeremy Lamb,https://www.basketball-reference.com/boxscores/202002050TOR.html,2.7,0,1,0,1,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+8,.000,.000
2020-02-05,202002050TOR,IND,Q2,Myles Turner,https://www.basketball-reference.com/boxscores/202002050TOR.html,2.7,1,1,0,0,0,0,,0,1,1,0,0,0,0,1,2,1.6,+8,1.000,
2020-02-05,202002050TOR,IND,Q2,Justin Holiday,https://www.basketball-reference.com/boxscores/202002050TOR.html,11.03,5,5,4,4,0,0,,0,3,3,1,0,1,0,1,14,14.4,+22,1.000,1.000
2020-02-05,202002050TOR,IND,Q2,Doug McDermott,https://www.basketball-reference.com/boxscores/202002050TOR.html,10.27,4,8,2,5,3,3,1.000,0,2,2,0,0,0,0,0,13,9.6,+20,.500,.400
2020-02-05,202002050TOR,IND,Q2,Aaron Holiday,https://www.basketball-reference.com/boxscores/202002050TOR.html,5.15,0,1,0,1,0,0,,0,1,1,1,0,1,0,0,0,1.0,+10,.000,.000
2020-02-05,202002050TOR,IND,Q2,T.J. McConnell,https://www.basketball-reference.com/boxscores/202002050TOR.html,7.72,1,1,0,0,1,1,1.000,1,1,2,2,0,1,1,0,3,4.8,+18,1.000,
2020-02-05,202002050TOR,IND,Q3,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202002050TOR.html,8.45,2,2,0,0,0,0,,0,5,5,0,0,0,3,1,4,1.5,-7,1.000,
2020-02-05,202002050TOR,IND,Q3,Malcolm Brogdon,https://www.basketball-reference.com/boxscores/202002050TOR.html,12.0,3,3,2,2,0,0,,0,0,0,3,0,0,3,2,8,5.4,-11,1.000,1.000
2020-02-05,202002050TOR,IND,Q3,Victor Oladipo,https://www.basketball-reference.com/boxscores/202002050TOR.html,8.6,1,5,1,3,1,2,.500,0,0,0,1,1,0,2,0,4,0.2,-7,.200,.333
2020-02-05,202002050TOR,IND,Q3,Jeremy Lamb,https://www.basketball-reference.com/boxscores/202002050TOR.html,11.3,1,6,0,1,0,0,,0,0,0,1,0,0,0,0,2,-1.1,-11,.167,.000
2020-02-05,202002050TOR,IND,Q3,Myles Turner,https://www.basketball-reference.com/boxscores/202002050TOR.html,11.3,0,0,0,0,0,0,,1,2,3,0,0,2,1,1,0,1.3,-11,,
2020-02-05,202002050TOR,IND,Q3,Justin Holiday,https://www.basketball-reference.com/boxscores/202002050TOR.html,4.23,1,1,1,1,0,0,,0,0,0,1,1,0,0,0,3,4.4,-4,1.000,1.000
2020-02-05,202002050TOR,IND,Q3,Doug McDermott,https://www.basketball-reference.com/boxscores/202002050TOR.html,0.68,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,,
2020-02-05,202002050TOR,IND,Q3,Aaron Holiday,https://www.basketball-reference.com/boxscores/202002050TOR.html,3.4,1,1,0,0,0,0,,0,0,0,1,0,0,0,0,2,2.4,-4,1.000,
2020-02-05,202002050TOR,IND,Q4,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202002050TOR.html,12.0,1,2,1,1,6,6,1.000,0,1,1,4,0,0,0,2,9,10.3,-5,.500,1.000
2020-02-05,202002050TOR,IND,Q4,Malcolm Brogdon,https://www.basketball-reference.com/boxscores/202002050TOR.html,5.57,1,3,1,3,0,0,,0,1,1,1,0,0,2,0,3,0.3,-6,.333,.333
2020-02-05,202002050TOR,IND,Q4,Victor Oladipo,https://www.basketball-reference.com/boxscores/202002050TOR.html,5.57,1,3,0,1,0,0,,1,0,1,0,0,0,0,0,2,1.0,-6,.333,.000
2020-02-05,202002050TOR,IND,Q4,Myles Turner,https://www.basketball-reference.com/boxscores/202002050TOR.html,0.43,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-4,,
2020-02-05,202002050TOR,IND,Q4,Justin Holiday,https://www.basketball-reference.com/boxscores/202002050TOR.html,12.0,1,3,1,1,2,2,1.000,1,0,1,1,2,0,0,2,5,5.9,-5,.333,1.000
2020-02-05,202002050TOR,IND,Q4,Doug McDermott,https://www.basketball-reference.com/boxscores/202002050TOR.html,10.32,2,2,2,2,0,0,,0,2,2,0,0,0,0,2,6,5.2,+4,1.000,1.000
2020-02-05,202002050TOR,IND,Q4,Aaron Holiday,https://www.basketball-reference.com/boxscores/202002050TOR.html,7.68,1,3,1,2,0,0,,0,1,1,0,0,0,0,1,3,1.2,-4,.333,.500
2020-02-05,202002050TOR,IND,Q4,T.J. McConnell,https://www.basketball-reference.com/boxscores/202002050TOR.html,6.43,2,2,0,0,0,0,,0,1,1,1,0,0,0,0,4,4.4,+1,1.000,
2020-02-05,202002050TOR,TOR,Q1,Pascal Siakam,https://www.basketball-reference.com/boxscores/202002050TOR.html,11.87,1,6,1,2,0,0,,0,3,3,2,0,0,0,0,3,1.5,+10,.167,.500
2020-02-05,202002050TOR,TOR,Q1,Kyle Lowry,https://www.basketball-reference.com/boxscores/202002050TOR.html,10.52,4,6,0,1,1,1,1.000,1,2,3,3,1,0,1,0,9,9.8,+7,.667,.000
2020-02-05,202002050TOR,TOR,Q1,Fred VanVleet,https://www.basketball-reference.com/boxscores/202002050TOR.html,8.17,0,0,0,0,0,0,,0,0,0,3,0,0,1,1,0,0.7,+6,,
2020-02-05,202002050TOR,TOR,Q1,Serge Ibaka,https://www.basketball-reference.com/boxscores/202002050TOR.html,9.33,4,6,0,2,0,0,,0,4,4,0,0,0,0,1,8,6.2,+5,.667,.000
2020-02-05,202002050TOR,TOR,Q1,OG Anunoby,https://www.basketball-reference.com/boxscores/202002050TOR.html,7.0,0,1,0,1,0,0,,1,0,1,0,0,0,1,0,0,-1.0,+4,.000,.000
2020-02-05,202002050TOR,TOR,Q1,Terence Davis,https://www.basketball-reference.com/boxscores/202002050TOR.html,3.83,1,1,1,1,0,0,,0,1,1,0,0,0,0,1,3,2.6,+4,1.000,1.000
2020-02-05,202002050TOR,TOR,Q1,Patrick McCaw,https://www.basketball-reference.com/boxscores/202002050TOR.html,5.12,1,1,1,1,1,2,.500,0,0,0,0,0,0,0,0,4,3.3,+6,1.000,1.000
2020-02-05,202002050TOR,TOR,Q1,Rondae Hollis-Jefferson,https://www.basketball-reference.com/boxscores/202002050TOR.html,1.48,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0.3,+3,,
2020-02-05,202002050TOR,TOR,Q1,Chris Boucher,https://www.basketball-reference.com/boxscores/202002050TOR.html,2.67,1,1,0,0,1,2,.500,0,0,0,0,0,0,0,0,3,2.3,+5,1.000,
2020-02-05,202002050TOR,TOR,Q2,Pascal Siakam,https://www.basketball-reference.com/boxscores/202002050TOR.html,6.85,1,3,0,1,2,2,1.000,1,0,1,0,0,0,0,1,4,2.6,-15,.333,.000
2020-02-05,202002050TOR,TOR,Q2,Kyle Lowry,https://www.basketball-reference.com/boxscores/202002050TOR.html,6.85,0,3,0,0,0,0,,0,0,0,2,0,0,1,1,0,-2.1,-15,.000,
2020-02-05,202002050TOR,TOR,Q2,Fred VanVleet,https://www.basketball-reference.com/boxscores/202002050TOR.html,9.38,2,6,2,4,0,0,,0,1,1,1,0,0,0,0,6,3.6,-22,.333,.500
2020-02-05,202002050TOR,TOR,Q2,Serge Ibaka,https://www.basketball-reference.com/boxscores/202002050TOR.html,6.75,1,3,0,1,0,0,,0,0,0,1,0,0,1,1,2,-0.4,-17,.333,.000
2020-02-05,202002050TOR,TOR,Q2,OG Anunoby,https://www.basketball-reference.com/boxscores/202002050TOR.html,9.3,0,0,0,0,0,0,,0,2,2,0,0,0,0,1,0,0.2,-17,,
2020-02-05,202002050TOR,TOR,Q2,Terence Davis,https://www.basketball-reference.com/boxscores/202002050TOR.html,5.15,1,3,0,2,0,0,,0,0,0,0,0,0,0,0,2,0.3,-10,.333,.000
2020-02-05,202002050TOR,TOR,Q2,Patrick McCaw,https://www.basketball-reference.com/boxscores/202002050TOR.html,2.62,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-3,.000,
2020-02-05,202002050TOR,TOR,Q2,Rondae Hollis-Jefferson,https://www.basketball-reference.com/boxscores/202002050TOR.html,7.85,0,1,0,0,0,0,,0,1,1,0,1,0,0,1,0,0.2,-18,.000,
2020-02-05,202002050TOR,TOR,Q2,Chris Boucher,https://www.basketball-reference.com/boxscores/202002050TOR.html,5.25,1,2,0,1,2,2,1.000,1,1,2,0,0,0,0,0,4,4.0,-8,.500,.000
2020-02-05,202002050TOR,TOR,Q3,Pascal Siakam,https://www.basketball-reference.com/boxscores/202002050TOR.html,12.0,1,4,0,0,6,6,1.000,0,3,3,2,2,0,1,0,8,8.9,+11,.250,
2020-02-05,202002050TOR,TOR,Q3,Kyle Lowry,https://www.basketball-reference.com/boxscores/202002050TOR.html,12.0,5,8,1,3,0,0,,0,2,2,3,1,0,1,1,11,9.7,+11,.625,.333
2020-02-05,202002050TOR,TOR,Q3,Fred VanVleet,https://www.basketball-reference.com/boxscores/202002050TOR.html,7.77,2,2,0,0,0,0,,0,1,1,0,2,0,0,1,4,5.3,+7,1.000,
2020-02-05,202002050TOR,TOR,Q3,Serge Ibaka,https://www.basketball-reference.com/boxscores/202002050TOR.html,5.75,2,3,1,1,0,0,,0,0,0,0,1,0,1,2,5,2.9,-1,.667,1.000
2020-02-05,202002050TOR,TOR,Q3,OG Anunoby,https://www.basketball-reference.com/boxscores/202002050TOR.html,11.3,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1.0,+11,,
2020-02-05,202002050TOR,TOR,Q3,Terence Davis,https://www.basketball-reference.com/boxscores/202002050TOR.html,6.25,2,3,2,2,0,0,,0,1,1,0,1,0,0,0,6,6.0,+12,.667,1.000
2020-02-05,202002050TOR,TOR,Q3,Patrick McCaw,https://www.basketball-reference.com/boxscores/202002050TOR.html,4.23,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0.7,+4,,
2020-02-05,202002050TOR,TOR,Q3,Rondae Hollis-Jefferson,https://www.basketball-reference.com/boxscores/202002050TOR.html,0.68,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,,
2020-02-05,202002050TOR,TOR,Q4,Pascal Siakam,https://www.basketball-reference.com/boxscores/202002050TOR.html,8.88,4,5,0,1,2,3,.667,0,2,2,1,1,0,0,1,10,9.6,+8,.800,.000
2020-02-05,202002050TOR,TOR,Q4,Kyle Lowry,https://www.basketball-reference.com/boxscores/202002050TOR.html,8.17,3,4,2,2,4,4,1.000,2,1,3,2,0,0,0,1,12,13.1,+10,.750,1.000
2020-02-05,202002050TOR,TOR,Q4,Fred VanVleet,https://www.basketball-reference.com/boxscores/202002050TOR.html,12.0,0,2,0,1,0,0,,0,1,1,3,1,0,0,1,0,1.6,+5,.000,.000
2020-02-05,202002050TOR,TOR,Q4,Serge Ibaka,https://www.basketball-reference.com/boxscores/202002050TOR.html,12.0,6,9,1,3,2,2,1.000,1,2,3,2,0,0,1,1,15,12.4,+5,.667,.333
2020-02-05,202002050TOR,TOR,Q4,Terence Davis,https://www.basketball-reference.com/boxscores/202002050TOR.html,12.0,0,2,0,2,0,0,,0,1,1,1,0,0,0,1,0,-0.8,+5,.000,.000
2020-02-05,202002050TOR,TOR,Q4,Patrick McCaw,https://www.basketball-reference.com/boxscores/202002050TOR.html,3.83,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5,,
2020-02-05,202002050TOR,TOR,Q4,Rondae Hollis-Jefferson,https://www.basketball-reference.com/boxscores/202002050TOR.html,3.12,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-3,,
