game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct,fg3_pct
2021-04-26,202104260WAS,SAS,Q1,Dejounte Murray,https://www.basketball-reference.com/boxscores/202104260WAS.html,9.2,5,5,1.000,0,0,0,0,0,3,3,0,1,0,1,0,10,9.4,+1,,
2021-04-26,202104260WAS,SAS,Q1,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202104260WAS.html,12.0,2,5,.400,0,0,4,4,0,0,0,3,0,0,0,0,8,7.4,+4,1.000,
2021-04-26,202104260WAS,SAS,Q1,Keldon Johnson,https://www.basketball-reference.com/boxscores/202104260WAS.html,9.2,1,1,1.000,0,0,1,1,0,0,0,2,0,0,0,0,3,4.1,+1,1.000,
2021-04-26,202104260WAS,SAS,Q1,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202104260WAS.html,4.85,2,2,1.000,0,0,1,1,0,0,0,0,0,0,0,2,5,3.6,-3,1.000,
2021-04-26,202104260WAS,SAS,Q1,Derrick White,https://www.basketball-reference.com/boxscores/202104260WAS.html,6.7,1,2,.500,0,1,3,4,0,0,0,1,0,0,0,0,5,4.3,+3,.750,.000
2021-04-26,202104260WAS,SAS,Q1,Patty Mills,https://www.basketball-reference.com/boxscores/202104260WAS.html,5.3,1,2,.500,1,2,0,0,0,2,2,1,0,0,0,0,3,3.3,+1,,.500
2021-04-26,202104260WAS,SAS,Q1,Rudy Gay,https://www.basketball-reference.com/boxscores/202104260WAS.html,2.8,1,3,.333,1,1,0,0,0,0,0,0,0,0,0,0,3,1.3,+3,,1.000
2021-04-26,202104260WAS,SAS,Q1,Lonnie Walker IV,https://www.basketball-reference.com/boxscores/202104260WAS.html,2.8,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,+3,,
2021-04-26,202104260WAS,SAS,Q1,Drew Eubanks,https://www.basketball-reference.com/boxscores/202104260WAS.html,7.15,0,0,,0,0,1,2,0,2,2,0,0,0,0,0,1,1.2,+7,.500,
2021-04-26,202104260WAS,SAS,Q2,Dejounte Murray,https://www.basketball-reference.com/boxscores/202104260WAS.html,7.72,2,6,.333,0,1,0,0,3,2,5,1,0,0,0,0,4,4.0,0,,.000
2021-04-26,202104260WAS,SAS,Q2,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202104260WAS.html,6.52,2,4,.500,0,0,2,2,0,1,1,2,0,0,0,0,6,5.7,0,1.000,
2021-04-26,202104260WAS,SAS,Q2,Keldon Johnson,https://www.basketball-reference.com/boxscores/202104260WAS.html,6.52,1,2,.500,0,0,0,0,0,1,1,0,0,0,0,0,2,1.3,0,,
2021-04-26,202104260WAS,SAS,Q2,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202104260WAS.html,2.6,0,0,,0,0,1,2,1,1,2,1,0,0,1,1,1,0.9,0,.500,
2021-04-26,202104260WAS,SAS,Q2,Derrick White,https://www.basketball-reference.com/boxscores/202104260WAS.html,8.87,1,3,.333,0,2,0,0,0,2,2,1,0,0,0,0,2,1.6,+1,,.000
2021-04-26,202104260WAS,SAS,Q2,Patty Mills,https://www.basketball-reference.com/boxscores/202104260WAS.html,4.28,0,1,.000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-1,,
2021-04-26,202104260WAS,SAS,Q2,Rudy Gay,https://www.basketball-reference.com/boxscores/202104260WAS.html,5.48,2,3,.667,1,1,0,0,0,1,1,1,0,0,1,1,5,3.3,-1,,1.000
2021-04-26,202104260WAS,SAS,Q2,Lonnie Walker IV,https://www.basketball-reference.com/boxscores/202104260WAS.html,8.62,0,2,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.4,-3,,.000
2021-04-26,202104260WAS,SAS,Q2,Drew Eubanks,https://www.basketball-reference.com/boxscores/202104260WAS.html,4.17,1,1,1.000,0,0,0,0,1,0,1,0,0,0,0,2,2,1.6,-3,,
2021-04-26,202104260WAS,SAS,Q2,Gorgui Dieng,https://www.basketball-reference.com/boxscores/202104260WAS.html,5.23,2,3,.667,1,2,0,0,2,1,3,0,0,0,0,0,5,5.4,+2,,.500
2021-04-26,202104260WAS,SAS,Q3,Dejounte Murray,https://www.basketball-reference.com/boxscores/202104260WAS.html,9.72,1,4,.250,0,0,1,1,1,3,4,0,1,0,0,2,3,2.4,-6,1.000,
2021-04-26,202104260WAS,SAS,Q3,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202104260WAS.html,9.72,4,6,.667,0,0,3,3,0,0,0,1,0,0,2,3,11,5.9,-7,1.000,
2021-04-26,202104260WAS,SAS,Q3,Keldon Johnson,https://www.basketball-reference.com/boxscores/202104260WAS.html,6.75,3,3,1.000,0,0,0,0,0,0,0,0,0,0,0,1,6,4.7,-10,,
2021-04-26,202104260WAS,SAS,Q3,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202104260WAS.html,7.43,0,1,.000,0,0,0,0,0,1,1,1,0,0,0,1,0,-0.1,-10,,
2021-04-26,202104260WAS,SAS,Q3,Derrick White,https://www.basketball-reference.com/boxscores/202104260WAS.html,3.57,1,2,.500,0,1,0,0,0,1,1,0,0,0,0,0,2,1.3,-4,,.000
2021-04-26,202104260WAS,SAS,Q3,Patty Mills,https://www.basketball-reference.com/boxscores/202104260WAS.html,8.43,0,1,.000,0,1,0,0,0,0,0,2,0,0,0,0,0,0.7,+1,,.000
2021-04-26,202104260WAS,SAS,Q3,Rudy Gay,https://www.basketball-reference.com/boxscores/202104260WAS.html,5.25,1,3,.333,0,1,2,3,0,2,2,0,0,0,0,1,4,2.1,+7,.667,.000
2021-04-26,202104260WAS,SAS,Q3,Lonnie Walker IV,https://www.basketball-reference.com/boxscores/202104260WAS.html,4.57,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+7,,
2021-04-26,202104260WAS,SAS,Q3,Drew Eubanks,https://www.basketball-reference.com/boxscores/202104260WAS.html,4.57,2,5,.400,0,0,0,0,1,0,1,0,2,0,0,0,4,4.0,+7,,
2021-04-26,202104260WAS,SAS,Q4,Dejounte Murray,https://www.basketball-reference.com/boxscores/202104260WAS.html,10.1,2,4,.500,0,0,0,0,0,2,2,4,0,0,0,2,4,4.6,-3,,
2021-04-26,202104260WAS,SAS,Q4,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202104260WAS.html,7.72,4,6,.667,0,0,1,1,1,0,1,3,0,0,0,0,9,9.2,+5,1.000,
2021-04-26,202104260WAS,SAS,Q4,Keldon Johnson,https://www.basketball-reference.com/boxscores/202104260WAS.html,10.6,3,6,.500,0,0,0,0,1,1,2,0,0,0,0,0,6,4.0,+7,,
2021-04-26,202104260WAS,SAS,Q4,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202104260WAS.html,6.73,1,1,1.000,0,0,2,2,0,1,1,0,0,0,0,1,4,3.6,+7,1.000,
2021-04-26,202104260WAS,SAS,Q4,Patty Mills,https://www.basketball-reference.com/boxscores/202104260WAS.html,9.12,2,3,.667,2,3,0,0,0,0,0,0,0,0,0,0,6,4.7,-2,,.667
