game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2022-11-29,202211290DET,NYK,https://www.basketball-reference.com/boxscores/202211290DET.html,40,30,38,32,140
2022-11-29,202211290DET,DET,https://www.basketball-reference.com/boxscores/202211290DET.html,32,24,21,33,110
