game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2024-02-04,202402040OKC,TOR,https://www.basketball-reference.com/boxscores/202402040OKC.html,33,30,24,23,8,9,127
2024-02-04,202402040OKC,OKC,https://www.basketball-reference.com/boxscores/202402040OKC.html,23,24,34,29,8,17,135
