game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2019-12-03,201912030SAS,HOU,https://www.basketball-reference.com/boxscores/201912030SAS.html,25,38,34,18,11,7,133
2019-12-03,201912030SAS,SAS,https://www.basketball-reference.com/boxscores/201912030SAS.html,27,32,22,34,11,9,135
