game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2025-01-12,202501120UTA,BRK,https://www.basketball-reference.com/boxscores/202501120UTA.html,27,21,30,24,9,111
2025-01-12,202501120UTA,UTA,https://www.basketball-reference.com/boxscores/202501120UTA.html,26,23,36,17,10,112
