game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2023-11-26,202311260BRK,CHI,Q1,Zach LaVine,https://www.basketball-reference.com/boxscores/202311260BRK.html,9.55,2,4,.500,0,0,1,2,.500,0,1,1,2,0,0,0,0,5,4.3,+20,
2023-11-26,202311260BRK,CHI,Q1,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202311260BRK.html,10.77,3,3,1.000,2,2,0,0,,0,1,1,3,0,0,0,0,8,9.5,+16,1.000
2023-11-26,202311260BRK,CHI,Q1,Coby White,https://www.basketball-reference.com/boxscores/202311260BRK.html,9.3,3,7,.429,3,6,0,0,,0,2,2,2,0,1,0,1,9,7.6,+20,.500
2023-11-26,202311260BRK,CHI,Q1,Nikola Vučević,https://www.basketball-reference.com/boxscores/202311260BRK.html,9.55,1,2,.500,0,0,0,0,,0,5,5,3,0,0,0,0,2,4.6,+20,
2023-11-26,202311260BRK,CHI,Q1,Patrick Williams,https://www.basketball-reference.com/boxscores/202311260BRK.html,9.3,4,4,1.000,3,3,0,0,,0,1,1,0,0,0,0,1,11,9.7,+20,1.000
2023-11-26,202311260BRK,CHI,Q1,Torrey Craig,https://www.basketball-reference.com/boxscores/202311260BRK.html,2.7,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,
2023-11-26,202311260BRK,CHI,Q1,Ayo Dosunmu,https://www.basketball-reference.com/boxscores/202311260BRK.html,3.68,0,0,,0,0,1,2,.500,0,0,0,0,0,0,0,0,1,0.6,-2,
2023-11-26,202311260BRK,CHI,Q1,Andre Drummond,https://www.basketball-reference.com/boxscores/202311260BRK.html,2.45,0,0,,0,0,0,0,,0,2,2,0,0,0,1,2,0,-1.2,-3,
2023-11-26,202311260BRK,CHI,Q1,Jevon Carter,https://www.basketball-reference.com/boxscores/202311260BRK.html,2.7,0,1,.000,0,1,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-3,.000
2023-11-26,202311260BRK,CHI,Q2,Zach LaVine,https://www.basketball-reference.com/boxscores/202311260BRK.html,9.57,1,4,.250,0,1,0,0,,0,1,1,1,0,0,0,0,2,0.6,-15,.000
2023-11-26,202311260BRK,CHI,Q2,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202311260BRK.html,8.88,1,3,.333,0,0,2,4,.500,0,1,1,1,1,0,0,1,4,3.1,-21,
2023-11-26,202311260BRK,CHI,Q2,Coby White,https://www.basketball-reference.com/boxscores/202311260BRK.html,9.57,1,3,.333,1,3,4,4,1.000,1,1,2,1,0,0,1,1,7,5.6,-15,.333
2023-11-26,202311260BRK,CHI,Q2,Nikola Vučević,https://www.basketball-reference.com/boxscores/202311260BRK.html,9.57,0,1,.000,0,1,0,0,,0,1,1,0,0,0,1,1,0,-1.8,-15,.000
2023-11-26,202311260BRK,CHI,Q2,Patrick Williams,https://www.basketball-reference.com/boxscores/202311260BRK.html,6.45,1,2,.500,1,1,0,0,,0,1,1,0,0,0,0,0,3,2.3,-11,1.000
2023-11-26,202311260BRK,CHI,Q2,Torrey Craig,https://www.basketball-reference.com/boxscores/202311260BRK.html,5.55,0,1,.000,0,0,2,2,1.000,0,0,0,0,0,0,1,0,2,0.3,-14,
2023-11-26,202311260BRK,CHI,Q2,Ayo Dosunmu,https://www.basketball-reference.com/boxscores/202311260BRK.html,2.43,0,1,.000,0,1,0,0,,0,0,0,0,0,0,1,1,0,-2.1,-10,.000
