game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2024-01-03,202401030SAC,ORL,https://www.basketball-reference.com/boxscores/202401030SAC.html,30,25,34,29,9,8,135
2024-01-03,202401030SAC,SAC,https://www.basketball-reference.com/boxscores/202401030SAC.html,27,40,24,27,9,11,138
