game_date,game_id,team,player,url,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg
2021-05-19,202105190LAL,GSW,Draymond Green,https://www.basketball-reference.com/boxscores/202105190LAL.html,41:22,.170,.000,.200,.400,0.0,20.9,11.0,25.1,3.5,5.8,50.5,12.6,55,97
2021-05-19,202105190LAL,GSW,Stephen Curry,https://www.basketball-reference.com/boxscores/202105190LAL.html,40:37,.698,.652,.391,.348,0.0,16.5,8.7,15.5,0.0,0.0,18.5,35.1,114,110
2021-05-19,202105190LAL,GSW,Andrew Wiggins,https://www.basketball-reference.com/boxscores/202105190LAL.html,39:25,.569,.583,.278,.056,5.4,2.4,3.8,9.8,0.0,2.0,9.8,22.7,109,114
2021-05-19,202105190LAL,GSW,Kent Bazemore,https://www.basketball-reference.com/boxscores/202105190LAL.html,24:31,.460,.450,.500,.200,4.4,11.7,8.2,6.3,10.0,0.0,15.5,23.0,85,90
2021-05-19,202105190LAL,GSW,Kevon Looney,https://www.basketball-reference.com/boxscores/202105190LAL.html,19:56,.500,.500,.000,.000,26.8,38.5,33.0,8.1,0.0,8.0,0.0,13.2,136,96
2021-05-19,202105190LAL,GSW,Jordan Poole,https://www.basketball-reference.com/boxscores/202105190LAL.html,26:25,.556,.556,.556,.000,0.0,3.6,1.9,18.3,0.0,0.0,10.0,16.6,111,115
2021-05-19,202105190LAL,GSW,Juan Toscano-Anderson,https://www.basketball-reference.com/boxscores/202105190LAL.html,25:54,.571,.571,.714,.286,4.1,18.5,11.7,5.9,0.0,3.1,11.3,15.0,109,108
2021-05-19,202105190LAL,GSW,Mychal Mulder,https://www.basketball-reference.com/boxscores/202105190LAL.html,21:50,.500,.500,.800,.000,0.0,13.2,6.9,0.0,0.0,3.7,28.6,14.0,67,109
2021-05-19,202105190LAL,LAL,Anthony Davis,https://www.basketball-reference.com/boxscores/202105190LAL.html,42:14,.485,.438,.250,.167,4.5,25.3,14.4,8.9,2.3,2.3,10.4,28.9,95,101
2021-05-19,202105190LAL,LAL,LeBron James,https://www.basketball-reference.com/boxscores/202105190LAL.html,34:51,.525,.471,.235,.529,11.0,21.4,15.9,50.3,2.8,2.8,4.6,26.8,126,101
2021-05-19,202105190LAL,LAL,Kentavious Caldwell-Pope,https://www.basketball-reference.com/boxscores/202105190LAL.html,32:31,.850,.800,.800,.400,3.0,6.6,4.7,9.1,4.5,3.0,14.5,9.0,147,101
2021-05-19,202105190LAL,LAL,Dennis Schröder,https://www.basketball-reference.com/boxscores/202105190LAL.html,30:28,.361,.250,.429,.429,3.2,7.0,5.0,24.4,1.6,3.2,10.7,26.0,85,107
2021-05-19,202105190LAL,LAL,Andre Drummond,https://www.basketball-reference.com/boxscores/202105190LAL.html,16:45,.667,.667,.000,.000,5.7,38.2,21.1,9.2,0.0,11.7,25.0,10.1,107,97
2021-05-19,202105190LAL,LAL,Alex Caruso,https://www.basketball-reference.com/boxscores/202105190LAL.html,30:17,.583,.583,.250,.000,3.2,7.0,5.0,11.5,4.8,3.2,14.3,19.6,101,100
2021-05-19,202105190LAL,LAL,Kyle Kuzma,https://www.basketball-reference.com/boxscores/202105190LAL.html,22:54,.429,.429,.286,.000,8.4,18.6,13.2,27.3,4.3,0.0,0.0,13.0,119,100
2021-05-19,202105190LAL,LAL,Wesley Matthews,https://www.basketball-reference.com/boxscores/202105190LAL.html,14:28,.375,.375,1.000,.000,6.6,0.0,3.5,9.9,0.0,0.0,0.0,11.7,101,115
2021-05-19,202105190LAL,LAL,Montrezl Harrell,https://www.basketball-reference.com/boxscores/202105190LAL.html,9:46,.420,.333,.000,1.333,0.0,32.8,15.5,0.0,5.0,0.0,0.0,20.7,92,95
2021-05-19,202105190LAL,LAL,Talen Horton-Tucker,https://www.basketball-reference.com/boxscores/202105190LAL.html,5:46,.750,.750,1.000,.000,0.0,0.0,0.0,0.0,8.5,0.0,33.3,22.1,78,95
