game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2025-03-24,202503240WAS,TOR,Q1,Ochai Agbaji,https://www.basketball-reference.com/boxscores/202503240WAS.html,8.58,0,0,0,0,2,2,1.000,0,0,0,1,0,0,0,1,2,2.3,-5,,
2025-03-24,202503240WAS,TOR,Q1,Scottie Barnes,https://www.basketball-reference.com/boxscores/202503240WAS.html,9.23,0,5,0,3,2,2,1.000,1,2,3,2,0,1,1,1,2,0.5,-4,.000,.000
2025-03-24,202503240WAS,TOR,Q1,Jamison Battle,https://www.basketball-reference.com/boxscores/202503240WAS.html,4.0,0,1,0,1,0,0,,0,0,0,0,0,0,0,2,0,-1.5,-4,.000,.000
2025-03-24,202503240WAS,TOR,Q1,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202503240WAS.html,7.5,3,4,0,0,0,0,,2,2,4,0,0,1,0,1,6,6.7,-5,.750,
2025-03-24,202503240WAS,TOR,Q1,Immanuel Quickley,https://www.basketball-reference.com/boxscores/202503240WAS.html,7.38,1,6,1,5,2,2,1.000,1,1,2,1,0,0,0,0,5,2.9,-4,.167,.200
2025-03-24,202503240WAS,TOR,Q1,Jonathan Mogbo,https://www.basketball-reference.com/boxscores/202503240WAS.html,6.43,0,1,0,0,0,0,,0,2,2,0,0,0,0,1,0,-0.5,-1,.000,
2025-03-24,202503240WAS,TOR,Q1,A.J. Lawson,https://www.basketball-reference.com/boxscores/202503240WAS.html,6.18,2,3,1,1,0,0,,0,2,2,0,1,0,0,0,5,5.3,+1,.667,1.000
2025-03-24,202503240WAS,TOR,Q1,Jamal Shead,https://www.basketball-reference.com/boxscores/202503240WAS.html,6.18,3,4,0,1,2,3,.667,0,1,1,0,0,0,0,0,8,6.3,+1,.750,.000
2025-03-24,202503240WAS,TOR,Q1,Orlando Robinson,https://www.basketball-reference.com/boxscores/202503240WAS.html,4.5,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,-1.1,+1,.000,
2025-03-24,202503240WAS,TOR,Q2,Ochai Agbaji,https://www.basketball-reference.com/boxscores/202503240WAS.html,5.7,1,4,0,2,0,0,,0,2,2,0,0,0,0,0,2,0.2,+1,.250,.000
2025-03-24,202503240WAS,TOR,Q2,Scottie Barnes,https://www.basketball-reference.com/boxscores/202503240WAS.html,7.75,3,5,0,1,1,2,.500,1,4,5,2,3,0,0,1,7,10.2,+8,.600,.000
2025-03-24,202503240WAS,TOR,Q2,Jamison Battle,https://www.basketball-reference.com/boxscores/202503240WAS.html,8.85,0,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,-2.1,+3,.000,.000
2025-03-24,202503240WAS,TOR,Q2,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202503240WAS.html,7.75,3,3,0,0,0,0,,0,3,3,1,0,0,1,0,6,5.7,+8,1.000,
2025-03-24,202503240WAS,TOR,Q2,Immanuel Quickley,https://www.basketball-reference.com/boxscores/202503240WAS.html,7.75,1,5,0,1,4,4,1.000,1,0,1,2,0,0,1,0,6,4.0,+8,.200,.000
2025-03-24,202503240WAS,TOR,Q2,Jonathan Mogbo,https://www.basketball-reference.com/boxscores/202503240WAS.html,4.25,0,0,0,0,0,0,,1,1,2,1,1,0,0,2,0,1.9,-2,,
2025-03-24,202503240WAS,TOR,Q2,A.J. Lawson,https://www.basketball-reference.com/boxscores/202503240WAS.html,3.15,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,+3,,
2025-03-24,202503240WAS,TOR,Q2,Jamal Shead,https://www.basketball-reference.com/boxscores/202503240WAS.html,4.25,1,3,0,1,1,2,.500,0,0,0,0,0,0,0,0,3,0.9,-2,.333,.000
2025-03-24,202503240WAS,TOR,Q2,Orlando Robinson,https://www.basketball-reference.com/boxscores/202503240WAS.html,4.25,0,5,0,1,0,0,,3,1,4,0,0,0,0,1,0,-1.5,-2,.000,.000
