game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2022-11-10,202211100MIA,CHO,https://www.basketball-reference.com/boxscores/202211100MIA.html,27,23,23,31,8,112
2022-11-10,202211100MIA,MIA,https://www.basketball-reference.com/boxscores/202211100MIA.html,32,26,27,19,13,117
