game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2020-01-15,202001150CHI,WAS,Q1,Ian Mahinmi,https://www.basketball-reference.com/boxscores/202001150CHI.html,8.3,0,0,0,0,1,2,.500,0,1,1,0,0,1,1,0,1,0.6,+2,,
2020-01-15,202001150CHI,WAS,Q1,Bradley Beal,https://www.basketball-reference.com/boxscores/202001150CHI.html,7.23,4,5,1,1,2,2,1.000,0,1,1,3,0,0,0,0,11,11.5,+6,.800,1.000
2020-01-15,202001150CHI,WAS,Q1,Isaiah Thomas,https://www.basketball-reference.com/boxscores/202001150CHI.html,8.3,2,5,1,2,0,0,,0,0,0,1,0,0,0,0,5,3.0,+2,.400,.500
2020-01-15,202001150CHI,WAS,Q1,Gary Payton II,https://www.basketball-reference.com/boxscores/202001150CHI.html,6.17,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,1.0,+1,,
2020-01-15,202001150CHI,WAS,Q1,Thomas Bryant,https://www.basketball-reference.com/boxscores/202001150CHI.html,7.23,2,3,1,1,0,0,,1,2,3,0,0,0,0,0,5,5.0,+6,.667,1.000
2020-01-15,202001150CHI,WAS,Q1,Dāvis Bertāns,https://www.basketball-reference.com/boxscores/202001150CHI.html,4.77,0,1,0,0,0,0,,0,0,0,0,0,0,2,0,0,-2.7,-4,.000,
2020-01-15,202001150CHI,WAS,Q1,Jordan McRae,https://www.basketball-reference.com/boxscores/202001150CHI.html,4.77,2,6,0,2,0,0,,0,2,2,0,0,0,0,1,4,0.8,-4,.333,.000
2020-01-15,202001150CHI,WAS,Q1,Ish Smith,https://www.basketball-reference.com/boxscores/202001150CHI.html,3.7,0,0,0,0,0,0,,0,2,2,2,0,1,0,0,0,2.7,0,,
2020-01-15,202001150CHI,WAS,Q1,Anžejs Pasečņiks,https://www.basketball-reference.com/boxscores/202001150CHI.html,3.7,0,1,0,0,0,0,,1,0,1,0,1,1,1,0,0,0.7,0,.000,
2020-01-15,202001150CHI,WAS,Q1,Troy Brown Jr.,https://www.basketball-reference.com/boxscores/202001150CHI.html,5.83,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0.3,+1,,
2020-01-15,202001150CHI,WAS,Q2,Ian Mahinmi,https://www.basketball-reference.com/boxscores/202001150CHI.html,7.07,1,3,0,0,3,4,.750,0,2,2,1,1,0,1,0,5,4.2,+5,.333,
2020-01-15,202001150CHI,WAS,Q2,Bradley Beal,https://www.basketball-reference.com/boxscores/202001150CHI.html,7.07,1,1,1,1,3,4,.750,1,1,2,1,0,0,2,0,6,5.0,+5,1.000,1.000
2020-01-15,202001150CHI,WAS,Q2,Isaiah Thomas,https://www.basketball-reference.com/boxscores/202001150CHI.html,5.32,1,1,0,0,2,2,1.000,0,0,0,1,0,0,0,0,4,4.4,+3,1.000,
2020-01-15,202001150CHI,WAS,Q2,Gary Payton II,https://www.basketball-reference.com/boxscores/202001150CHI.html,5.82,3,3,2,2,0,0,,0,0,0,1,0,0,0,1,8,7.4,+3,1.000,1.000
2020-01-15,202001150CHI,WAS,Q2,Dāvis Bertāns,https://www.basketball-reference.com/boxscores/202001150CHI.html,3.83,0,2,0,1,0,0,,0,1,1,1,0,0,0,2,0,-1.2,+1,.000,.000
2020-01-15,202001150CHI,WAS,Q2,Jordan McRae,https://www.basketball-reference.com/boxscores/202001150CHI.html,4.93,2,3,0,1,2,2,1.000,0,0,0,0,0,0,0,0,6,4.7,-2,.667,.000
2020-01-15,202001150CHI,WAS,Q2,Ish Smith,https://www.basketball-reference.com/boxscores/202001150CHI.html,6.68,1,1,0,0,1,2,.500,0,0,0,0,0,0,1,1,3,0.9,0,1.000,
2020-01-15,202001150CHI,WAS,Q2,Isaac Bonga,https://www.basketball-reference.com/boxscores/202001150CHI.html,8.17,0,0,0,0,0,0,,0,2,2,1,0,0,0,0,0,1.3,+2,,
2020-01-15,202001150CHI,WAS,Q2,Anžejs Pasečņiks,https://www.basketball-reference.com/boxscores/202001150CHI.html,4.93,1,1,0,0,0,0,,0,0,0,1,2,0,1,1,2,3.0,-2,1.000,
2020-01-15,202001150CHI,WAS,Q2,Troy Brown Jr.,https://www.basketball-reference.com/boxscores/202001150CHI.html,6.18,0,1,0,0,0,0,,0,0,0,1,1,0,0,1,0,0.6,0,.000,
2020-01-15,202001150CHI,WAS,Q3,Ian Mahinmi,https://www.basketball-reference.com/boxscores/202001150CHI.html,8.65,1,3,0,0,0,0,,1,0,1,0,0,0,0,1,2,0.6,-14,.333,
2020-01-15,202001150CHI,WAS,Q3,Bradley Beal,https://www.basketball-reference.com/boxscores/202001150CHI.html,6.53,1,4,0,1,0,0,,0,1,1,0,0,0,0,0,2,-0.1,-16,.250,.000
2020-01-15,202001150CHI,WAS,Q3,Isaiah Thomas,https://www.basketball-reference.com/boxscores/202001150CHI.html,6.53,1,2,0,1,0,0,,0,1,1,0,0,0,1,1,2,-0.1,-16,.500,.000
2020-01-15,202001150CHI,WAS,Q3,Gary Payton II,https://www.basketball-reference.com/boxscores/202001150CHI.html,5.17,0,1,0,1,0,0,,0,1,1,0,0,1,0,0,0,0.3,-12,.000,.000
2020-01-15,202001150CHI,WAS,Q3,Thomas Bryant,https://www.basketball-reference.com/boxscores/202001150CHI.html,5.17,0,1,0,0,0,0,,0,0,0,1,0,0,1,0,0,-1.0,-12,.000,
2020-01-15,202001150CHI,WAS,Q3,Dāvis Bertāns,https://www.basketball-reference.com/boxscores/202001150CHI.html,6.83,1,6,1,4,0,0,,0,3,3,1,1,0,0,0,3,1.8,+2,.167,.250
2020-01-15,202001150CHI,WAS,Q3,Jordan McRae,https://www.basketball-reference.com/boxscores/202001150CHI.html,5.47,0,0,0,0,0,0,,0,1,1,2,0,0,1,0,0,0.7,+6,,
2020-01-15,202001150CHI,WAS,Q3,Ish Smith,https://www.basketball-reference.com/boxscores/202001150CHI.html,5.47,1,1,0,0,0,0,,0,0,0,1,0,0,1,0,2,1.4,+6,1.000,
2020-01-15,202001150CHI,WAS,Q3,Isaac Bonga,https://www.basketball-reference.com/boxscores/202001150CHI.html,6.83,2,2,1,1,0,0,,0,0,0,0,0,1,0,0,5,5.1,+2,1.000,1.000
2020-01-15,202001150CHI,WAS,Q3,Anžejs Pasečņiks,https://www.basketball-reference.com/boxscores/202001150CHI.html,3.35,2,3,0,0,0,0,,1,0,1,1,0,0,0,1,4,3.7,+4,.667,
2020-01-15,202001150CHI,WAS,Q4,Ian Mahinmi,https://www.basketball-reference.com/boxscores/202001150CHI.html,6.1,0,1,0,0,0,0,,1,2,3,1,0,1,1,1,0,0.6,-7,.000,
2020-01-15,202001150CHI,WAS,Q4,Bradley Beal,https://www.basketball-reference.com/boxscores/202001150CHI.html,6.57,2,3,0,1,0,0,,0,0,0,0,0,0,0,0,4,2.7,-10,.667,.000
