game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2024-04-14,202404140SAS,DET,James Wiseman,https://www.basketball-reference.com/boxscores/202404140SAS.html,40.13,8,17,.471,0,0,5,7,.714,6,11,17,1,2,1,1,2,21,20.6,-17,
2024-04-14,202404140SAS,DET,Chimezie Metu,https://www.basketball-reference.com/boxscores/202404140SAS.html,33.43,4,9,.444,1,4,0,0,,1,3,4,0,2,0,6,0,9,1.9,-20,.250
2024-04-14,202404140SAS,DET,Marcus Sasser,https://www.basketball-reference.com/boxscores/202404140SAS.html,31.22,6,13,.462,2,4,3,3,1.000,1,2,3,7,0,1,3,1,17,13.8,-9,.500
2024-04-14,202404140SAS,DET,Jaden Ivey,https://www.basketball-reference.com/boxscores/202404140SAS.html,27.07,5,13,.385,1,6,2,2,1.000,0,1,1,2,0,0,2,0,13,5.6,-10,.167
2024-04-14,202404140SAS,DET,Troy Brown Jr.,https://www.basketball-reference.com/boxscores/202404140SAS.html,11.17,0,3,.000,0,0,0,0,,0,3,3,1,1,1,0,0,0,1.2,-9,
2024-04-14,202404140SAS,DET,Jared Rhoden,https://www.basketball-reference.com/boxscores/202404140SAS.html,31.85,6,12,.500,4,8,0,0,,0,4,4,2,0,0,0,4,16,11.0,-15,.500
2024-04-14,202404140SAS,DET,Malachi Flynn,https://www.basketball-reference.com/boxscores/202404140SAS.html,20.35,2,8,.250,0,4,0,0,,0,1,1,3,1,0,1,0,4,1.6,-17,.000
2024-04-14,202404140SAS,DET,Evan Fournier,https://www.basketball-reference.com/boxscores/202404140SAS.html,16.7,3,8,.375,0,3,0,1,.000,0,1,1,1,1,0,0,1,6,2.8,-12,.000
2024-04-14,202404140SAS,DET,Buddy Boeheim,https://www.basketball-reference.com/boxscores/202404140SAS.html,12.12,0,2,.000,0,2,3,5,.600,2,0,2,0,0,0,0,1,3,1.8,-4,.000
2024-04-14,202404140SAS,DET,Jaylen Nowell,https://www.basketball-reference.com/boxscores/202404140SAS.html,8.1,1,4,.250,0,2,2,2,1.000,0,2,2,0,0,0,1,0,4,1.2,-16,.000
2024-04-14,202404140SAS,DET,Taj Gibson,https://www.basketball-reference.com/boxscores/202404140SAS.html,7.87,1,3,.333,0,0,0,0,,1,1,2,0,0,0,0,0,2,1.3,-11,
2024-04-14,202404140SAS,SAS,Blake Wesley,https://www.basketball-reference.com/boxscores/202404140SAS.html,30.28,7,9,.778,1,1,2,3,.667,1,6,7,5,3,0,1,2,17,20.3,+24,1.000
2024-04-14,202404140SAS,SAS,Sandro Mamukelashvili,https://www.basketball-reference.com/boxscores/202404140SAS.html,25.98,7,13,.538,3,6,1,2,.500,2,6,8,1,0,0,3,0,18,12.2,+5,.500
2024-04-14,202404140SAS,SAS,Julian Champagnie,https://www.basketball-reference.com/boxscores/202404140SAS.html,25.6,4,9,.444,2,4,1,2,.500,0,3,3,6,0,0,2,0,11,9.0,+20,.500
2024-04-14,202404140SAS,SAS,Tre Jones,https://www.basketball-reference.com/boxscores/202404140SAS.html,24.53,5,12,.417,1,6,0,0,,0,6,6,6,1,0,0,1,11,11.2,+16,.167
2024-04-14,202404140SAS,SAS,Zach Collins,https://www.basketball-reference.com/boxscores/202404140SAS.html,16.38,6,11,.545,1,2,4,4,1.000,4,5,9,2,1,0,0,3,17,17.2,+18,.500
2024-04-14,202404140SAS,SAS,Sidy Cissoko,https://www.basketball-reference.com/boxscores/202404140SAS.html,31.72,3,8,.375,0,2,1,2,.500,1,3,4,5,3,2,1,4,7,9.1,+15,.000
2024-04-14,202404140SAS,SAS,RaiQuan Gray,https://www.basketball-reference.com/boxscores/202404140SAS.html,22.58,5,9,.556,0,2,0,0,,2,3,5,4,0,1,0,0,10,11.5,+15,.000
2024-04-14,202404140SAS,SAS,Jamaree Bouyea,https://www.basketball-reference.com/boxscores/202404140SAS.html,22.47,2,4,.500,1,1,0,0,,1,7,8,2,0,0,1,5,5,4.2,+12,1.000
2024-04-14,202404140SAS,SAS,David Duke Jr.,https://www.basketball-reference.com/boxscores/202404140SAS.html,21.73,6,8,.750,2,3,1,1,1.000,1,2,3,0,1,0,2,2,15,11.3,+11,.667
2024-04-14,202404140SAS,SAS,Devonte' Graham,https://www.basketball-reference.com/boxscores/202404140SAS.html,18.72,4,8,.500,4,7,0,0,,0,1,1,2,0,0,3,0,12,6.7,+4,.571
