game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2019-12-11,201912110PHO,MEM,Q1,Ja Morant,https://www.basketball-reference.com/boxscores/201912110PHO.html,5.92,0,1,.000,0,0,0,0,0,2,2,2,0,0,2,0,0,-0.7,+1,,
2019-12-11,201912110PHO,MEM,Q1,Jae Crowder,https://www.basketball-reference.com/boxscores/201912110PHO.html,8.4,1,3,.333,1,2,0,0,0,2,2,2,0,0,0,0,3,3.3,+5,.500,
2019-12-11,201912110PHO,MEM,Q1,Jaren Jackson Jr.,https://www.basketball-reference.com/boxscores/201912110PHO.html,9.13,3,7,.429,0,1,0,0,0,3,3,3,0,0,0,0,6,5.3,+8,.000,
2019-12-11,201912110PHO,MEM,Q1,Dillon Brooks,https://www.basketball-reference.com/boxscores/201912110PHO.html,4.7,2,3,.667,0,0,0,0,0,1,1,0,1,0,1,2,4,2.2,-7,,
2019-12-11,201912110PHO,MEM,Q1,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/201912110PHO.html,7.57,1,3,.333,0,0,0,0,1,1,2,0,0,0,1,1,2,-0.1,-7,,
2019-12-11,201912110PHO,MEM,Q1,Brandon Clarke,https://www.basketball-reference.com/boxscores/201912110PHO.html,6.07,3,3,1.000,2,2,1,2,0,3,3,0,0,0,0,0,9,8.6,+15,1.000,.500
2019-12-11,201912110PHO,MEM,Q1,De'Anthony Melton,https://www.basketball-reference.com/boxscores/201912110PHO.html,7.3,1,1,1.000,1,1,0,0,0,4,4,0,0,0,1,1,3,2.5,+15,1.000,
2019-12-11,201912110PHO,MEM,Q1,Solomon Hill,https://www.basketball-reference.com/boxscores/201912110PHO.html,1.23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,
2019-12-11,201912110PHO,MEM,Q1,Tyus Jones,https://www.basketball-reference.com/boxscores/201912110PHO.html,6.08,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,+7,,
2019-12-11,201912110PHO,MEM,Q1,Kyle Anderson,https://www.basketball-reference.com/boxscores/201912110PHO.html,3.6,0,2,.000,0,0,0,0,0,1,1,0,1,0,1,0,0,-1.1,+3,,
2019-12-11,201912110PHO,MEM,Q2,Ja Morant,https://www.basketball-reference.com/boxscores/201912110PHO.html,8.28,2,3,.667,0,1,0,0,0,0,0,2,0,0,0,0,4,4.1,-7,.000,
2019-12-11,201912110PHO,MEM,Q2,Jae Crowder,https://www.basketball-reference.com/boxscores/201912110PHO.html,6.32,1,3,.333,0,1,0,0,0,1,1,1,0,0,0,0,2,1.3,+3,.000,
2019-12-11,201912110PHO,MEM,Q2,Jaren Jackson Jr.,https://www.basketball-reference.com/boxscores/201912110PHO.html,5.4,0,2,.000,0,2,0,0,0,1,1,1,0,0,1,3,0,-2.6,-5,.000,
2019-12-11,201912110PHO,MEM,Q2,Dillon Brooks,https://www.basketball-reference.com/boxscores/201912110PHO.html,8.2,4,7,.571,1,3,0,0,1,0,1,0,0,0,0,0,9,6.4,-4,.333,
2019-12-11,201912110PHO,MEM,Q2,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/201912110PHO.html,6.6,0,1,.000,0,0,0,0,0,3,3,0,0,0,0,0,0,0.2,-3,,
2019-12-11,201912110PHO,MEM,Q2,Brandon Clarke,https://www.basketball-reference.com/boxscores/201912110PHO.html,6.32,1,1,1.000,0,0,2,3,0,2,2,0,0,0,1,1,4,2.5,+3,,.667
2019-12-11,201912110PHO,MEM,Q2,De'Anthony Melton,https://www.basketball-reference.com/boxscores/201912110PHO.html,1.82,0,0,,0,0,2,2,0,1,1,0,0,0,0,1,2,1.9,+1,,1.000
2019-12-11,201912110PHO,MEM,Q2,Solomon Hill,https://www.basketball-reference.com/boxscores/201912110PHO.html,5.68,0,3,.000,0,2,0,0,0,0,0,0,1,0,0,0,0,-1.1,-11,.000,
2019-12-11,201912110PHO,MEM,Q2,Tyus Jones,https://www.basketball-reference.com/boxscores/201912110PHO.html,3.72,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,-1,,
2019-12-11,201912110PHO,MEM,Q2,Kyle Anderson,https://www.basketball-reference.com/boxscores/201912110PHO.html,1.98,0,1,.000,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,-5,,
2019-12-11,201912110PHO,MEM,Q2,Marko Gudurić,https://www.basketball-reference.com/boxscores/201912110PHO.html,5.68,1,1,1.000,1,1,0,0,1,0,1,1,0,0,3,2,3,0.3,-11,1.000,
2019-12-11,201912110PHO,MEM,Q3,Ja Morant,https://www.basketball-reference.com/boxscores/201912110PHO.html,7.18,0,1,.000,0,0,0,0,0,2,2,1,1,0,0,1,0,1.2,-2,,
2019-12-11,201912110PHO,MEM,Q3,Jae Crowder,https://www.basketball-reference.com/boxscores/201912110PHO.html,10.42,2,5,.400,1,1,3,5,1,2,3,2,2,0,3,2,8,5.4,+1,1.000,.600
2019-12-11,201912110PHO,MEM,Q3,Jaren Jackson Jr.,https://www.basketball-reference.com/boxscores/201912110PHO.html,10.42,4,4,1.000,3,3,0,0,0,2,2,0,0,1,1,1,11,9.7,+1,1.000,
2019-12-11,201912110PHO,MEM,Q3,Dillon Brooks,https://www.basketball-reference.com/boxscores/201912110PHO.html,7.18,3,5,.600,0,0,0,0,0,1,1,0,0,0,1,0,6,3.0,-2,,
2019-12-11,201912110PHO,MEM,Q3,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/201912110PHO.html,5.8,0,2,.000,0,0,0,0,0,2,2,0,0,0,0,1,0,-1.2,0,,
2019-12-11,201912110PHO,MEM,Q3,Brandon Clarke,https://www.basketball-reference.com/boxscores/201912110PHO.html,6.2,1,2,.500,0,0,0,0,0,0,0,0,0,2,0,0,2,2.4,+5,,
2019-12-11,201912110PHO,MEM,Q3,De'Anthony Melton,https://www.basketball-reference.com/boxscores/201912110PHO.html,4.82,2,3,.667,0,0,0,0,1,0,1,2,0,1,0,2,4,4.7,+7,,
2019-12-11,201912110PHO,MEM,Q3,Solomon Hill,https://www.basketball-reference.com/boxscores/201912110PHO.html,1.58,0,1,.000,0,1,0,0,0,2,2,0,0,0,0,0,0,-0.1,+4,.000,
2019-12-11,201912110PHO,MEM,Q3,Tyus Jones,https://www.basketball-reference.com/boxscores/201912110PHO.html,4.82,1,1,1.000,0,0,0,0,0,2,2,2,0,0,0,0,2,3.7,+7,,
2019-12-11,201912110PHO,MEM,Q3,Kyle Anderson,https://www.basketball-reference.com/boxscores/201912110PHO.html,1.58,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+4,,
2019-12-11,201912110PHO,MEM,Q4,Ja Morant,https://www.basketball-reference.com/boxscores/201912110PHO.html,12.0,2,4,.500,0,0,5,5,0,0,0,1,0,0,0,1,9,7.3,+2,,1.000
2019-12-11,201912110PHO,MEM,Q4,Jae Crowder,https://www.basketball-reference.com/boxscores/201912110PHO.html,6.75,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.1,+2,,
2019-12-11,201912110PHO,MEM,Q4,Jaren Jackson Jr.,https://www.basketball-reference.com/boxscores/201912110PHO.html,6.65,3,5,.600,0,1,1,2,0,0,0,0,0,0,0,2,7,3.5,+2,.000,.500
2019-12-11,201912110PHO,MEM,Q4,Dillon Brooks,https://www.basketball-reference.com/boxscores/201912110PHO.html,7.17,1,4,.250,0,2,6,6,0,0,0,1,1,0,1,0,8,6.3,+3,.000,1.000
