game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2024-01-01,202401010PHO,POR,https://www.basketball-reference.com/boxscores/202401010PHO.html,29,18,14,27,88
2024-01-01,202401010PHO,PHO,https://www.basketball-reference.com/boxscores/202401010PHO.html,20,35,31,23,109
