game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2025-03-23,202503230POR,BOS,Sam Hauser,https://www.basketball-reference.com/boxscores/202503230POR.html,38.62,8,11,.727,8,10,.800,0,0,0,3,3,0,0,1,0,4,24,19.5,+6,
2025-03-23,202503230POR,BOS,Derrick White,https://www.basketball-reference.com/boxscores/202503230POR.html,36.92,6,12,.500,4,10,.400,1,2,1,2,3,8,2,1,3,0,17,17.2,+11,.500
2025-03-23,202503230POR,BOS,Jayson Tatum,https://www.basketball-reference.com/boxscores/202503230POR.html,36.77,11,24,.458,1,7,.143,7,7,2,7,9,9,1,2,3,2,30,26.0,+16,1.000
2025-03-23,202503230POR,BOS,Payton Pritchard,https://www.basketball-reference.com/boxscores/202503230POR.html,31.68,6,14,.429,4,9,.444,0,0,1,3,4,5,0,0,0,3,16,12.5,+6,
2025-03-23,202503230POR,BOS,Al Horford,https://www.basketball-reference.com/boxscores/202503230POR.html,29.7,6,12,.500,2,6,.333,0,0,1,5,6,1,1,1,1,0,14,11.6,+4,
2025-03-23,202503230POR,BOS,Baylor Scheierman,https://www.basketball-reference.com/boxscores/202503230POR.html,26.02,2,5,.400,2,5,.400,0,0,1,4,5,3,0,1,1,2,6,6.2,-1,
2025-03-23,202503230POR,BOS,Luke Kornet,https://www.basketball-reference.com/boxscores/202503230POR.html,18.97,6,6,1.000,0,0,,1,1,3,2,5,3,0,0,0,2,13,15.2,+11,1.000
2025-03-23,202503230POR,BOS,Torrey Craig,https://www.basketball-reference.com/boxscores/202503230POR.html,13.03,2,3,.667,1,2,.500,0,2,2,0,2,1,1,0,0,1,5,5.6,+10,.000
2025-03-23,202503230POR,BOS,JD Davison,https://www.basketball-reference.com/boxscores/202503230POR.html,8.27,1,1,1.000,1,1,1.000,1,2,0,1,1,1,1,0,1,0,4,4.3,+2,.500
2025-03-23,202503230POR,POR,Deni Avdija,https://www.basketball-reference.com/boxscores/202503230POR.html,38.5,6,16,.375,2,6,.333,3,3,1,10,11,4,1,0,1,2,17,13.9,-5,1.000
2025-03-23,202503230POR,POR,Shaedon Sharpe,https://www.basketball-reference.com/boxscores/202503230POR.html,38.32,9,16,.563,3,9,.333,2,3,1,5,6,4,1,0,3,0,23,18.0,-1,.667
2025-03-23,202503230POR,POR,Toumani Camara,https://www.basketball-reference.com/boxscores/202503230POR.html,35.77,7,13,.538,4,7,.571,1,2,3,4,7,3,2,2,0,1,19,20.7,-14,.500
2025-03-23,202503230POR,POR,Anfernee Simons,https://www.basketball-reference.com/boxscores/202503230POR.html,30.65,6,13,.462,3,8,.375,0,1,1,2,3,5,0,0,3,3,15,8.5,-10,.000
2025-03-23,202503230POR,POR,Donovan Clingan,https://www.basketball-reference.com/boxscores/202503230POR.html,19.48,2,3,.667,0,1,.000,0,0,0,1,1,1,0,0,0,1,4,3.3,+4,
2025-03-23,202503230POR,POR,Scoot Henderson,https://www.basketball-reference.com/boxscores/202503230POR.html,23.32,2,10,.200,2,8,.250,3,5,0,0,0,6,0,0,3,2,9,2.4,-10,.600
2025-03-23,202503230POR,POR,Matisse Thybulle,https://www.basketball-reference.com/boxscores/202503230POR.html,19.27,5,7,.714,2,4,.500,0,0,1,2,3,0,2,1,0,0,12,13.1,-4,
2025-03-23,202503230POR,POR,Duop Reath,https://www.basketball-reference.com/boxscores/202503230POR.html,16.53,2,3,.667,2,2,1.000,0,0,2,1,3,0,0,0,0,0,6,6.4,-12,
2025-03-23,202503230POR,POR,Dalano Banton,https://www.basketball-reference.com/boxscores/202503230POR.html,8.93,2,4,.500,1,2,.500,0,0,0,1,1,1,0,0,1,1,5,2.6,-1,
2025-03-23,202503230POR,POR,Kris Murray,https://www.basketball-reference.com/boxscores/202503230POR.html,4.62,0,1,.000,0,0,,0,0,0,1,1,0,0,0,0,1,0,-0.8,-7,
2025-03-23,202503230POR,POR,Jabari Walker,https://www.basketball-reference.com/boxscores/202503230POR.html,4.57,2,2,1.000,0,0,,2,2,2,0,2,0,0,0,1,0,6,5.8,-5,1.000
