game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2019-11-05,201911050CHO,IND,https://www.basketball-reference.com/boxscores/201911050CHO.html,35,29,28,21,7,120
2019-11-05,201911050CHO,CHO,https://www.basketball-reference.com/boxscores/201911050CHO.html,20,37,21,35,9,122
