game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2023-11-25,202311250CLE,LAL,Anthony Davis,https://www.basketball-reference.com/boxscores/202311250CLE.html,37.8,13,20,.650,0,0,6,7,.857,5,8,13,3,2,3,5,3,32,28.7,+3,
2023-11-25,202311250CLE,LAL,LeBron James,https://www.basketball-reference.com/boxscores/202311250CLE.html,35.58,8,23,.348,1,9,5,7,.714,1,5,6,6,2,2,4,1,22,13.7,+2,.111
2023-11-25,202311250CLE,LAL,Max Christie,https://www.basketball-reference.com/boxscores/202311250CLE.html,33.32,5,7,.714,2,4,0,0,,1,4,5,3,0,0,1,3,12,10.9,+6,.500
2023-11-25,202311250CLE,LAL,D'Angelo Russell,https://www.basketball-reference.com/boxscores/202311250CLE.html,31.95,4,12,.333,2,6,0,0,,0,5,5,5,2,0,4,3,10,5.0,+3,.333
2023-11-25,202311250CLE,LAL,Taurean Prince,https://www.basketball-reference.com/boxscores/202311250CLE.html,31.63,3,8,.375,1,3,0,0,,0,4,4,6,1,2,0,0,7,10.4,+12,.333
2023-11-25,202311250CLE,LAL,Austin Reaves,https://www.basketball-reference.com/boxscores/202311250CLE.html,32.35,4,8,.500,1,2,6,6,1.000,1,4,5,10,2,0,2,1,15,19.5,-2,.500
2023-11-25,202311250CLE,LAL,Jaxson Hayes,https://www.basketball-reference.com/boxscores/202311250CLE.html,20.72,5,5,1.000,0,0,0,0,,0,3,3,1,0,1,1,3,10,8.6,+14,
2023-11-25,202311250CLE,LAL,Christian Wood,https://www.basketball-reference.com/boxscores/202311250CLE.html,16.62,5,7,.714,2,3,1,1,1.000,1,2,3,0,0,0,1,1,13,10.0,-8,.667
2023-11-25,202311250CLE,CLE,Jarrett Allen,https://www.basketball-reference.com/boxscores/202311250CLE.html,37.45,9,12,.750,0,0,3,4,.750,5,9,14,3,3,2,2,3,21,25.3,-3,
2023-11-25,202311250CLE,CLE,Evan Mobley,https://www.basketball-reference.com/boxscores/202311250CLE.html,36.47,8,12,.667,0,0,2,3,.667,1,5,6,6,4,1,2,3,18,20.3,-5,
2023-11-25,202311250CLE,CLE,Donovan Mitchell,https://www.basketball-reference.com/boxscores/202311250CLE.html,34.97,4,18,.222,2,6,12,13,.923,0,5,5,6,1,0,1,0,22,16.3,-2,.333
2023-11-25,202311250CLE,CLE,Max Strus,https://www.basketball-reference.com/boxscores/202311250CLE.html,33.8,5,11,.455,3,7,0,0,,0,4,4,2,1,0,3,2,13,7.1,-19,.429
2023-11-25,202311250CLE,CLE,Darius Garland,https://www.basketball-reference.com/boxscores/202311250CLE.html,13.55,2,6,.333,0,1,2,2,1.000,0,1,1,3,1,0,2,1,6,3.6,-3,.000
2023-11-25,202311250CLE,CLE,Caris LeVert,https://www.basketball-reference.com/boxscores/202311250CLE.html,25.73,3,9,.333,0,4,0,0,,0,1,1,8,1,0,0,2,6,7.0,-2,.000
2023-11-25,202311250CLE,CLE,Georges Niang,https://www.basketball-reference.com/boxscores/202311250CLE.html,22.85,5,13,.385,3,9,0,0,,0,2,2,1,2,0,1,2,13,7.4,+7,.333
2023-11-25,202311250CLE,CLE,Isaac Okoro,https://www.basketball-reference.com/boxscores/202311250CLE.html,18.5,2,3,.667,0,0,1,1,1.000,1,2,3,0,0,1,2,1,5,3.3,+7,
2023-11-25,202311250CLE,CLE,Craig Porter Jr.,https://www.basketball-reference.com/boxscores/202311250CLE.html,16.65,5,7,.714,1,1,0,0,,0,1,1,1,0,0,1,2,11,7.3,-10,1.000
