game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2019-11-01,201911010SAC,UTA,https://www.basketball-reference.com/boxscores/201911010SAC.html,94.4,0.555,16.7,18.2,0.274,107.0
2019-11-01,201911010SAC,SAC,https://www.basketball-reference.com/boxscores/201911010SAC.html,94.4,0.536,15.7,26.8,0.143,108.0
