game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2023-06-12,202306120DEN,MIA,Bam Adebayo,https://www.basketball-reference.com/boxscores/202306120DEN.html,44.13,9,20,.450,0,0,2,2,1.000,5,7,12,1,1,0,1,2,20,15.1,-3,
2023-06-12,202306120DEN,MIA,Jimmy Butler,https://www.basketball-reference.com/boxscores/202306120DEN.html,41.3,5,18,.278,2,5,9,11,.818,1,2,3,5,3,0,1,2,21,15.6,-3,.400
2023-06-12,202306120DEN,MIA,Max Strus,https://www.basketball-reference.com/boxscores/202306120DEN.html,31.6,5,12,.417,1,6,1,1,1.000,1,7,8,1,0,1,1,3,12,7.6,+2,.167
2023-06-12,202306120DEN,MIA,Gabe Vincent,https://www.basketball-reference.com/boxscores/202306120DEN.html,21.72,3,13,.231,0,4,0,0,,0,0,0,3,1,0,0,2,6,0.4,-14,.000
2023-06-12,202306120DEN,MIA,Kevin Love,https://www.basketball-reference.com/boxscores/202306120DEN.html,14.17,1,4,.250,1,4,0,0,,0,2,2,0,1,2,0,1,3,3.2,-11,.250
2023-06-12,202306120DEN,MIA,Kyle Lowry,https://www.basketball-reference.com/boxscores/202306120DEN.html,34.33,4,13,.308,4,9,0,0,,2,7,9,4,2,1,1,5,12,10.5,+5,.444
2023-06-12,202306120DEN,MIA,Caleb Martin,https://www.basketball-reference.com/boxscores/202306120DEN.html,32.03,4,9,.444,0,4,2,2,1.000,1,4,5,1,1,1,2,4,10,6.0,+13,.000
2023-06-12,202306120DEN,MIA,Duncan Robinson,https://www.basketball-reference.com/boxscores/202306120DEN.html,16.8,2,6,.333,1,3,0,0,,0,3,3,3,0,2,2,1,5,3.6,-9,.333
2023-06-12,202306120DEN,MIA,Haywood Highsmith,https://www.basketball-reference.com/boxscores/202306120DEN.html,2.9,0,0,,0,0,0,0,,0,1,1,0,0,0,0,1,0,-0.1,0,
2023-06-12,202306120DEN,MIA,Cody Zeller,https://www.basketball-reference.com/boxscores/202306120DEN.html,1.02,0,1,.000,0,0,0,0,,1,0,1,0,0,0,0,0,0,0.0,-5,
2023-06-12,202306120DEN,DEN,Nikola Jokić,https://www.basketball-reference.com/boxscores/202306120DEN.html,42.3,12,16,.750,1,3,3,5,.600,1,15,16,4,0,1,4,3,28,24.3,+12,.333
2023-06-12,202306120DEN,DEN,Jamal Murray,https://www.basketball-reference.com/boxscores/202306120DEN.html,41.25,6,15,.400,2,7,0,0,,0,8,8,8,1,0,6,2,14,8.1,+12,.286
2023-06-12,202306120DEN,DEN,Kentavious Caldwell-Pope,https://www.basketball-reference.com/boxscores/202306120DEN.html,34.0,4,10,.400,1,5,2,2,1.000,1,3,4,2,2,3,1,1,11,11.3,+7,.200
2023-06-12,202306120DEN,DEN,Michael Porter Jr.,https://www.basketball-reference.com/boxscores/202306120DEN.html,33.62,7,17,.412,1,6,1,2,.500,2,11,13,3,0,0,1,0,16,12.3,-7,.167
2023-06-12,202306120DEN,DEN,Aaron Gordon,https://www.basketball-reference.com/boxscores/202306120DEN.html,28.65,1,6,.167,0,2,2,4,.500,2,5,7,1,2,1,1,4,4,3.1,+8,.000
2023-06-12,202306120DEN,DEN,Bruce Brown,https://www.basketball-reference.com/boxscores/202306120DEN.html,28.15,4,14,.286,0,5,2,4,.500,4,2,6,1,1,0,1,1,10,4.7,0,.000
2023-06-12,202306120DEN,DEN,Christian Braun,https://www.basketball-reference.com/boxscores/202306120DEN.html,24.28,2,4,.500,0,0,3,6,.500,1,2,3,1,0,1,0,0,7,6.5,0,
2023-06-12,202306120DEN,DEN,Jeff Green,https://www.basketball-reference.com/boxscores/202306120DEN.html,4.73,2,2,1.000,0,0,0,0,,0,0,0,1,0,0,0,2,4,3.3,-5,
2023-06-12,202306120DEN,DEN,DeAndre Jordan,https://www.basketball-reference.com/boxscores/202306120DEN.html,3.02,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0.7,-2,
