game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2019-11-27,201911270POR,OKC,https://www.basketball-reference.com/boxscores/201911270POR.html,26,24,27,42,119
2019-11-27,201911270POR,POR,https://www.basketball-reference.com/boxscores/201911270POR.html,42,21,41,32,136
