game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2023-03-09,202303090MIL,BRK,Nerlens Noel,https://www.basketball-reference.com/boxscores/202303090MIL.html,18.13,0,3,.000,0,0,0,0,3,3,6,3,1,1,2,1,0,2.3,+2,,
2023-03-09,202303090MIL,BRK,Mikal Bridges,https://www.basketball-reference.com/boxscores/202303090MIL.html,12.0,4,13,.308,2,3,0,0,0,1,1,0,2,0,0,0,10,4.8,-17,.667,
2023-03-09,202303090MIL,BRK,Seth Curry,https://www.basketball-reference.com/boxscores/202303090MIL.html,11.08,1,4,.250,0,0,3,3,1,1,2,0,1,0,0,0,5,4.6,-14,,1.000
2023-03-09,202303090MIL,BRK,Dorian Finney-Smith,https://www.basketball-reference.com/boxscores/202303090MIL.html,11.08,0,3,.000,0,2,0,0,1,2,3,0,0,0,0,0,0,-0.8,-14,.000,
2023-03-09,202303090MIL,BRK,Joe Harris,https://www.basketball-reference.com/boxscores/202303090MIL.html,9.73,0,2,.000,0,1,0,0,1,1,2,1,0,0,0,0,0,0.3,-14,.000,
2023-03-09,202303090MIL,BRK,Patty Mills,https://www.basketball-reference.com/boxscores/202303090MIL.html,30.87,8,16,.500,5,9,2,2,1,6,7,4,1,1,4,0,23,18.0,+15,.556,1.000
2023-03-09,202303090MIL,BRK,Day'Ron Sharpe,https://www.basketball-reference.com/boxscores/202303090MIL.html,29.62,5,13,.385,0,1,1,1,3,1,4,2,2,1,2,1,11,8.0,-9,.000,1.000
2023-03-09,202303090MIL,BRK,Yuta Watanabe,https://www.basketball-reference.com/boxscores/202303090MIL.html,29.05,1,6,.167,0,4,2,2,1,8,9,1,1,0,2,3,4,1.8,+4,.000,1.000
2023-03-09,202303090MIL,BRK,David Duke Jr.,https://www.basketball-reference.com/boxscores/202303090MIL.html,27.0,6,11,.545,1,2,0,0,2,3,5,2,1,0,1,2,13,10.6,+15,.500,
2023-03-09,202303090MIL,BRK,Cam Thomas,https://www.basketball-reference.com/boxscores/202303090MIL.html,25.93,7,13,.538,3,6,4,4,1,3,4,0,0,0,2,2,21,13.5,-9,.500,1.000
2023-03-09,202303090MIL,BRK,Dru Smith,https://www.basketball-reference.com/boxscores/202303090MIL.html,22.45,7,13,.538,2,6,1,1,1,2,3,5,0,1,0,2,17,15.4,+15,.333,1.000
2023-03-09,202303090MIL,BRK,Edmond Sumner,https://www.basketball-reference.com/boxscores/202303090MIL.html,13.02,2,7,.286,1,2,4,4,0,1,1,2,1,0,0,1,9,7.2,+1,.500,1.000
2023-03-09,202303090MIL,MIL,Brook Lopez,https://www.basketball-reference.com/boxscores/202303090MIL.html,35.97,10,20,.500,3,7,1,2,5,5,10,3,1,9,2,3,24,24.8,-1,.429,.500
2023-03-09,202303090MIL,MIL,Jrue Holiday,https://www.basketball-reference.com/boxscores/202303090MIL.html,33.17,4,9,.444,2,6,1,2,0,3,3,7,2,1,4,1,11,10.0,+3,.333,.500
2023-03-09,202303090MIL,MIL,Grayson Allen,https://www.basketball-reference.com/boxscores/202303090MIL.html,32.02,5,13,.385,3,9,6,6,2,5,7,2,2,0,1,2,19,16.4,-3,.333,1.000
2023-03-09,202303090MIL,MIL,Bobby Portis,https://www.basketball-reference.com/boxscores/202303090MIL.html,30.4,11,15,.733,3,4,3,4,3,10,13,2,0,0,3,3,28,23.8,+5,.750,.750
2023-03-09,202303090MIL,MIL,Khris Middleton,https://www.basketball-reference.com/boxscores/202303090MIL.html,29.38,5,19,.263,1,4,0,0,4,3,7,7,0,0,2,2,11,5.5,+2,.250,
2023-03-09,202303090MIL,MIL,Joe Ingles,https://www.basketball-reference.com/boxscores/202303090MIL.html,26.43,2,6,.333,2,4,0,0,2,6,8,4,1,0,2,0,6,7.6,+9,.500,
2023-03-09,202303090MIL,MIL,Jae Crowder,https://www.basketball-reference.com/boxscores/202303090MIL.html,19.52,2,5,.400,2,5,0,0,3,8,11,2,0,2,0,0,6,10.6,+8,.400,
2023-03-09,202303090MIL,MIL,Pat Connaughton,https://www.basketball-reference.com/boxscores/202303090MIL.html,16.75,3,5,.600,2,4,0,0,1,1,2,2,0,0,1,2,8,6.3,0,.500,
2023-03-09,202303090MIL,MIL,Jevon Carter,https://www.basketball-reference.com/boxscores/202303090MIL.html,16.33,2,12,.167,1,7,0,0,0,0,0,4,2,0,1,1,5,0.8,+2,.143,
